idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
38,mahowald,The family spent a five impressive months in London.,a five impressive months,DT JJ CD NNS,a,five,impressive,months
39,mahowald,The family spent a five impressive years in London.,a five impressive years,DT JJ CD NNS,a,five,impressive,years
40,mahowald,The family spent a five impressive hours in London.,a five impressive hours,DT JJ CD NNS,a,five,impressive,hours
41,mahowald,The family spent a twenty impressive days in London.,a twenty impressive days,DT JJ CD NNS,a,twenty,impressive,days
42,mahowald,The family spent a twenty impressive weeks in London.,a twenty impressive weeks,DT JJ CD NNS,a,twenty,impressive,weeks
43,mahowald,The family spent a twenty impressive months in London.,a twenty impressive months,DT JJ CD NNS,a,twenty,impressive,months
44,mahowald,The family spent a twenty impressive years in London.,a twenty impressive years,DT JJ CD NNS,a,twenty,impressive,years
45,mahowald,The family spent a twenty impressive hours in London.,a twenty impressive hours,DT JJ CD NNS,a,twenty,impressive,hours
46,mahowald,The family spent a three disappointing days in London.,a three disappointing days,DT JJ CD NNS,a,three,disappointing,days
47,mahowald,The family spent a three disappointing weeks in London.,a three disappointing weeks,DT JJ CD NNS,a,three,disappointing,weeks
48,mahowald,The family spent a three disappointing months in London.,a three disappointing months,DT JJ CD NNS,a,three,disappointing,months
49,mahowald,The family spent a three disappointing years in London.,a three disappointing years,DT JJ CD NNS,a,three,disappointing,years
50,mahowald,The family spent a three disappointing hours in London.,a three disappointing hours,DT JJ CD NNS,a,three,disappointing,hours
51,mahowald,The family spent a five disappointing days in London.,a five disappointing days,DT JJ CD NNS,a,five,disappointing,days
52,mahowald,The family spent a five disappointing weeks in London.,a five disappointing weeks,DT JJ CD NNS,a,five,disappointing,weeks
53,mahowald,The family spent a five disappointing months in London.,a five disappointing months,DT JJ CD NNS,a,five,disappointing,months
54,mahowald,The family spent a five disappointing years in London.,a five disappointing years,DT JJ CD NNS,a,five,disappointing,years
55,mahowald,The family spent a five disappointing hours in London.,a five disappointing hours,DT JJ CD NNS,a,five,disappointing,hours
56,mahowald,The family spent a twenty disappointing days in London.,a twenty disappointing days,DT JJ CD NNS,a,twenty,disappointing,days
57,mahowald,The family spent a twenty disappointing weeks in London.,a twenty disappointing weeks,DT JJ CD NNS,a,twenty,disappointing,weeks
58,mahowald,The family spent a twenty disappointing months in London.,a twenty disappointing months,DT JJ CD NNS,a,twenty,disappointing,months
59,mahowald,The family spent a twenty disappointing years in London.,a twenty disappointing years,DT JJ CD NNS,a,twenty,disappointing,years
60,mahowald,The family spent a twenty disappointing hours in London.,a twenty disappointing hours,DT JJ CD NNS,a,twenty,disappointing,hours
61,mahowald,The family spent a three surprising days in London.,a three surprising days,DT JJ CD NNS,a,three,surprising,days
62,mahowald,The family spent a three surprising weeks in London.,a three surprising weeks,DT JJ CD NNS,a,three,surprising,weeks
63,mahowald,The family spent a three surprising months in London.,a three surprising months,DT JJ CD NNS,a,three,surprising,months
64,mahowald,The family spent a three surprising years in London.,a three surprising years,DT JJ CD NNS,a,three,surprising,years
65,mahowald,The family spent a three surprising hours in London.,a three surprising hours,DT JJ CD NNS,a,three,surprising,hours
66,mahowald,The family spent a five surprising days in London.,a five surprising days,DT JJ CD NNS,a,five,surprising,days
67,mahowald,The family spent a five surprising weeks in London.,a five surprising weeks,DT JJ CD NNS,a,five,surprising,weeks
68,mahowald,The family spent a five surprising months in London.,a five surprising months,DT JJ CD NNS,a,five,surprising,months
69,mahowald,The family spent a five surprising years in London.,a five surprising years,DT JJ CD NNS,a,five,surprising,years
70,mahowald,The family spent a five surprising hours in London.,a five surprising hours,DT JJ CD NNS,a,five,surprising,hours
71,mahowald,The family spent a twenty surprising days in London.,a twenty surprising days,DT JJ CD NNS,a,twenty,surprising,days
72,mahowald,The family spent a twenty surprising weeks in London.,a twenty surprising weeks,DT JJ CD NNS,a,twenty,surprising,weeks
73,mahowald,The family spent a twenty surprising months in London.,a twenty surprising months,DT JJ CD NNS,a,twenty,surprising,months
74,mahowald,The family spent a twenty surprising years in London.,a twenty surprising years,DT JJ CD NNS,a,twenty,surprising,years
75,mahowald,The family spent a twenty surprising hours in London.,a twenty surprising hours,DT JJ CD NNS,a,twenty,surprising,hours
76,mahowald,The family spent a three devastating days in London.,a three devastating days,DT JJ CD NNS,a,three,devastating,days
77,mahowald,The family spent a three devastating weeks in London.,a three devastating weeks,DT JJ CD NNS,a,three,devastating,weeks
78,mahowald,The family spent a three devastating months in London.,a three devastating months,DT JJ CD NNS,a,three,devastating,months
79,mahowald,The family spent a three devastating years in London.,a three devastating years,DT JJ CD NNS,a,three,devastating,years
80,mahowald,The family spent a three devastating hours in London.,a three devastating hours,DT JJ CD NNS,a,three,devastating,hours
81,mahowald,The family spent a five devastating days in London.,a five devastating days,DT JJ CD NNS,a,five,devastating,days
82,mahowald,The family spent a five devastating weeks in London.,a five devastating weeks,DT JJ CD NNS,a,five,devastating,weeks
83,mahowald,The family spent a five devastating months in London.,a five devastating months,DT JJ CD NNS,a,five,devastating,months
84,mahowald,The family spent a five devastating years in London.,a five devastating years,DT JJ CD NNS,a,five,devastating,years
85,mahowald,The family spent a five devastating hours in London.,a five devastating hours,DT JJ CD NNS,a,five,devastating,hours
86,mahowald,The family spent a twenty devastating days in London.,a twenty devastating days,DT JJ CD NNS,a,twenty,devastating,days
87,mahowald,The family spent a twenty devastating weeks in London.,a twenty devastating weeks,DT JJ CD NNS,a,twenty,devastating,weeks
88,mahowald,The family spent a twenty devastating months in London.,a twenty devastating months,DT JJ CD NNS,a,twenty,devastating,months
89,mahowald,The family spent a twenty devastating years in London.,a twenty devastating years,DT JJ CD NNS,a,twenty,devastating,years
90,mahowald,The family spent a twenty devastating hours in London.,a twenty devastating hours,DT JJ CD NNS,a,twenty,devastating,hours
91,mahowald,The family spent a three pathetic days in London.,a three pathetic days,DT JJ CD NNS,a,three,pathetic,days
92,mahowald,The family spent a three pathetic weeks in London.,a three pathetic weeks,DT JJ CD NNS,a,three,pathetic,weeks
93,mahowald,The family spent a three pathetic months in London.,a three pathetic months,DT JJ CD NNS,a,three,pathetic,months
94,mahowald,The family spent a three pathetic years in London.,a three pathetic years,DT JJ CD NNS,a,three,pathetic,years
95,mahowald,The family spent a three pathetic hours in London.,a three pathetic hours,DT JJ CD NNS,a,three,pathetic,hours
96,mahowald,The family spent a five pathetic days in London.,a five pathetic days,DT JJ CD NNS,a,five,pathetic,days
97,mahowald,The family spent a five pathetic weeks in London.,a five pathetic weeks,DT JJ CD NNS,a,five,pathetic,weeks
98,mahowald,The family spent a five pathetic months in London.,a five pathetic months,DT JJ CD NNS,a,five,pathetic,months
99,mahowald,The family spent a five pathetic years in London.,a five pathetic years,DT JJ CD NNS,a,five,pathetic,years
100,mahowald,The family spent a five pathetic hours in London.,a five pathetic hours,DT JJ CD NNS,a,five,pathetic,hours
101,mahowald,The family spent a twenty pathetic days in London.,a twenty pathetic days,DT JJ CD NNS,a,twenty,pathetic,days
102,mahowald,The family spent a twenty pathetic weeks in London.,a twenty pathetic weeks,DT JJ CD NNS,a,twenty,pathetic,weeks
103,mahowald,The family spent a twenty pathetic months in London.,a twenty pathetic months,DT JJ CD NNS,a,twenty,pathetic,months
104,mahowald,The family spent a twenty pathetic years in London.,a twenty pathetic years,DT JJ CD NNS,a,twenty,pathetic,years
105,mahowald,The family spent a twenty pathetic hours in London.,a twenty pathetic hours,DT JJ CD NNS,a,twenty,pathetic,hours
106,mahowald,The family spent a three remarkable days in London.,a three remarkable days,DT JJ CD NNS,a,three,remarkable,days
107,mahowald,The family spent a three remarkable weeks in London.,a three remarkable weeks,DT JJ CD NNS,a,three,remarkable,weeks
108,mahowald,The family spent a three remarkable months in London.,a three remarkable months,DT JJ CD NNS,a,three,remarkable,months
109,mahowald,The family spent a three remarkable years in London.,a three remarkable years,DT JJ CD NNS,a,three,remarkable,years
110,mahowald,The family spent a three remarkable hours in London.,a three remarkable hours,DT JJ CD NNS,a,three,remarkable,hours
111,mahowald,The family spent a five remarkable days in London.,a five remarkable days,DT JJ CD NNS,a,five,remarkable,days
112,mahowald,The family spent a five remarkable weeks in London.,a five remarkable weeks,DT JJ CD NNS,a,five,remarkable,weeks
113,mahowald,The family spent a five remarkable months in London.,a five remarkable months,DT JJ CD NNS,a,five,remarkable,months
114,mahowald,The family spent a five remarkable years in London.,a five remarkable years,DT JJ CD NNS,a,five,remarkable,years
115,mahowald,The family spent a five remarkable hours in London.,a five remarkable hours,DT JJ CD NNS,a,five,remarkable,hours
116,mahowald,The family spent a twenty remarkable days in London.,a twenty remarkable days,DT JJ CD NNS,a,twenty,remarkable,days
117,mahowald,The family spent a twenty remarkable weeks in London.,a twenty remarkable weeks,DT JJ CD NNS,a,twenty,remarkable,weeks
118,mahowald,The family spent a twenty remarkable months in London.,a twenty remarkable months,DT JJ CD NNS,a,twenty,remarkable,months
119,mahowald,The family spent a twenty remarkable years in London.,a twenty remarkable years,DT JJ CD NNS,a,twenty,remarkable,years
120,mahowald,The family spent a twenty remarkable hours in London.,a twenty remarkable hours,DT JJ CD NNS,a,twenty,remarkable,hours
121,mahowald,The family spent a three mediocre days in London.,a three mediocre days,DT JJ CD NNS,a,three,mediocre,days
122,mahowald,The family spent a three mediocre weeks in London.,a three mediocre weeks,DT JJ CD NNS,a,three,mediocre,weeks
123,mahowald,The family spent a three mediocre months in London.,a three mediocre months,DT JJ CD NNS,a,three,mediocre,months
124,mahowald,The family spent a three mediocre years in London.,a three mediocre years,DT JJ CD NNS,a,three,mediocre,years
125,mahowald,The family spent a three mediocre hours in London.,a three mediocre hours,DT JJ CD NNS,a,three,mediocre,hours
126,mahowald,The family spent a five mediocre days in London.,a five mediocre days,DT JJ CD NNS,a,five,mediocre,days
127,mahowald,The family spent a five mediocre weeks in London.,a five mediocre weeks,DT JJ CD NNS,a,five,mediocre,weeks
128,mahowald,The family spent a five mediocre months in London.,a five mediocre months,DT JJ CD NNS,a,five,mediocre,months
129,mahowald,The family spent a five mediocre years in London.,a five mediocre years,DT JJ CD NNS,a,five,mediocre,years
130,mahowald,The family spent a five mediocre hours in London.,a five mediocre hours,DT JJ CD NNS,a,five,mediocre,hours
131,mahowald,The family spent a twenty mediocre days in London.,a twenty mediocre days,DT JJ CD NNS,a,twenty,mediocre,days
132,mahowald,The family spent a twenty mediocre weeks in London.,a twenty mediocre weeks,DT JJ CD NNS,a,twenty,mediocre,weeks
133,mahowald,The family spent a twenty mediocre months in London.,a twenty mediocre months,DT JJ CD NNS,a,twenty,mediocre,months
134,mahowald,The family spent a twenty mediocre years in London.,a twenty mediocre years,DT JJ CD NNS,a,twenty,mediocre,years
135,mahowald,The family spent a twenty mediocre hours in London.,a twenty mediocre hours,DT JJ CD NNS,a,twenty,mediocre,hours
136,mahowald,The family spent a three unsatisfying days in London.,a three unsatisfying days,DT JJ CD NNS,a,three,unsatisfying,days
137,mahowald,The family spent a three unsatisfying weeks in London.,a three unsatisfying weeks,DT JJ CD NNS,a,three,unsatisfying,weeks
138,mahowald,The family spent a three unsatisfying months in London.,a three unsatisfying months,DT JJ CD NNS,a,three,unsatisfying,months
139,mahowald,The family spent a three unsatisfying years in London.,a three unsatisfying years,DT JJ CD NNS,a,three,unsatisfying,years
140,mahowald,The family spent a three unsatisfying hours in London.,a three unsatisfying hours,DT JJ CD NNS,a,three,unsatisfying,hours
141,mahowald,The family spent a five unsatisfying days in London.,a five unsatisfying days,DT JJ CD NNS,a,five,unsatisfying,days
142,mahowald,The family spent a five unsatisfying weeks in London.,a five unsatisfying weeks,DT JJ CD NNS,a,five,unsatisfying,weeks
143,mahowald,The family spent a five unsatisfying months in London.,a five unsatisfying months,DT JJ CD NNS,a,five,unsatisfying,months
144,mahowald,The family spent a five unsatisfying years in London.,a five unsatisfying years,DT JJ CD NNS,a,five,unsatisfying,years
145,mahowald,The family spent a five unsatisfying hours in London.,a five unsatisfying hours,DT JJ CD NNS,a,five,unsatisfying,hours
146,mahowald,The family spent a twenty unsatisfying days in London.,a twenty unsatisfying days,DT JJ CD NNS,a,twenty,unsatisfying,days
147,mahowald,The family spent a twenty unsatisfying weeks in London.,a twenty unsatisfying weeks,DT JJ CD NNS,a,twenty,unsatisfying,weeks
148,mahowald,The family spent a twenty unsatisfying months in London.,a twenty unsatisfying months,DT JJ CD NNS,a,twenty,unsatisfying,months
149,mahowald,The family spent a twenty unsatisfying years in London.,a twenty unsatisfying years,DT JJ CD NNS,a,twenty,unsatisfying,years
150,mahowald,The family spent a twenty unsatisfying hours in London.,a twenty unsatisfying hours,DT JJ CD NNS,a,twenty,unsatisfying,hours
151,mahowald,The family spent a three lovely days in London.,a three lovely days,DT JJ CD NNS,a,three,lovely,days
152,mahowald,The family spent a three lovely weeks in London.,a three lovely weeks,DT JJ CD NNS,a,three,lovely,weeks
153,mahowald,The family spent a three lovely months in London.,a three lovely months,DT JJ CD NNS,a,three,lovely,months
154,mahowald,The family spent a three lovely years in London.,a three lovely years,DT JJ CD NNS,a,three,lovely,years
155,mahowald,The family spent a three lovely hours in London.,a three lovely hours,DT JJ CD NNS,a,three,lovely,hours
156,mahowald,The family spent a five lovely days in London.,a five lovely days,DT JJ CD NNS,a,five,lovely,days
157,mahowald,The family spent a five lovely weeks in London.,a five lovely weeks,DT JJ CD NNS,a,five,lovely,weeks
158,mahowald,The family spent a five lovely months in London.,a five lovely months,DT JJ CD NNS,a,five,lovely,months
159,mahowald,The family spent a five lovely years in London.,a five lovely years,DT JJ CD NNS,a,five,lovely,years
160,mahowald,The family spent a five lovely hours in London.,a five lovely hours,DT JJ CD NNS,a,five,lovely,hours
161,mahowald,The family spent a twenty lovely days in London.,a twenty lovely days,DT JJ CD NNS,a,twenty,lovely,days
162,mahowald,The family spent a twenty lovely weeks in London.,a twenty lovely weeks,DT JJ CD NNS,a,twenty,lovely,weeks
163,mahowald,The family spent a twenty lovely months in London.,a twenty lovely months,DT JJ CD NNS,a,twenty,lovely,months
164,mahowald,The family spent a twenty lovely years in London.,a twenty lovely years,DT JJ CD NNS,a,twenty,lovely,years
165,mahowald,The family spent a twenty lovely hours in London.,a twenty lovely hours,DT JJ CD NNS,a,twenty,lovely,hours
166,mahowald,The family spent a three beautiful days in London.,a three beautiful days,DT JJ CD NNS,a,three,beautiful,days
167,mahowald,The family spent a three beautiful weeks in London.,a three beautiful weeks,DT JJ CD NNS,a,three,beautiful,weeks
168,mahowald,The family spent a three beautiful months in London.,a three beautiful months,DT JJ CD NNS,a,three,beautiful,months
169,mahowald,The family spent a three beautiful years in London.,a three beautiful years,DT JJ CD NNS,a,three,beautiful,years
170,mahowald,The family spent a three beautiful hours in London.,a three beautiful hours,DT JJ CD NNS,a,three,beautiful,hours
171,mahowald,The family spent a five beautiful days in London.,a five beautiful days,DT JJ CD NNS,a,five,beautiful,days
172,mahowald,The family spent a five beautiful weeks in London.,a five beautiful weeks,DT JJ CD NNS,a,five,beautiful,weeks
173,mahowald,The family spent a five beautiful months in London.,a five beautiful months,DT JJ CD NNS,a,five,beautiful,months
174,mahowald,The family spent a five beautiful years in London.,a five beautiful years,DT JJ CD NNS,a,five,beautiful,years
175,mahowald,The family spent a five beautiful hours in London.,a five beautiful hours,DT JJ CD NNS,a,five,beautiful,hours
176,mahowald,The family spent a twenty beautiful days in London.,a twenty beautiful days,DT JJ CD NNS,a,twenty,beautiful,days
177,mahowald,The family spent a twenty beautiful weeks in London.,a twenty beautiful weeks,DT JJ CD NNS,a,twenty,beautiful,weeks
178,mahowald,The family spent a twenty beautiful months in London.,a twenty beautiful months,DT JJ CD NNS,a,twenty,beautiful,months
179,mahowald,The family spent a twenty beautiful years in London.,a twenty beautiful years,DT JJ CD NNS,a,twenty,beautiful,years
180,mahowald,The family spent a twenty beautiful hours in London.,a twenty beautiful hours,DT JJ CD NNS,a,twenty,beautiful,hours
181,mahowald,The family spent a three enchanting days in London.,a three enchanting days,DT JJ CD NNS,a,three,enchanting,days
182,mahowald,The family spent a three enchanting weeks in London.,a three enchanting weeks,DT JJ CD NNS,a,three,enchanting,weeks
183,mahowald,The family spent a three enchanting months in London.,a three enchanting months,DT JJ CD NNS,a,three,enchanting,months
184,mahowald,The family spent a three enchanting years in London.,a three enchanting years,DT JJ CD NNS,a,three,enchanting,years
185,mahowald,The family spent a three enchanting hours in London.,a three enchanting hours,DT JJ CD NNS,a,three,enchanting,hours
186,mahowald,The family spent a five enchanting days in London.,a five enchanting days,DT JJ CD NNS,a,five,enchanting,days
187,mahowald,The family spent a five enchanting weeks in London.,a five enchanting weeks,DT JJ CD NNS,a,five,enchanting,weeks
188,mahowald,The family spent a five enchanting months in London.,a five enchanting months,DT JJ CD NNS,a,five,enchanting,months
189,mahowald,The family spent a five enchanting years in London.,a five enchanting years,DT JJ CD NNS,a,five,enchanting,years
190,mahowald,The family spent a five enchanting hours in London.,a five enchanting hours,DT JJ CD NNS,a,five,enchanting,hours
191,mahowald,The family spent a twenty enchanting days in London.,a twenty enchanting days,DT JJ CD NNS,a,twenty,enchanting,days
192,mahowald,The family spent a twenty enchanting weeks in London.,a twenty enchanting weeks,DT JJ CD NNS,a,twenty,enchanting,weeks
193,mahowald,The family spent a twenty enchanting months in London.,a twenty enchanting months,DT JJ CD NNS,a,twenty,enchanting,months
194,mahowald,The family spent a twenty enchanting years in London.,a twenty enchanting years,DT JJ CD NNS,a,twenty,enchanting,years
195,mahowald,The family spent a twenty enchanting hours in London.,a twenty enchanting hours,DT JJ CD NNS,a,twenty,enchanting,hours
196,mahowald,The family spent a three soothing days in London.,a three soothing days,DT JJ CD NNS,a,three,soothing,days
197,mahowald,The family spent a three soothing weeks in London.,a three soothing weeks,DT JJ CD NNS,a,three,soothing,weeks
198,mahowald,The family spent a three soothing months in London.,a three soothing months,DT JJ CD NNS,a,three,soothing,months
199,mahowald,The family spent a three soothing years in London.,a three soothing years,DT JJ CD NNS,a,three,soothing,years
200,mahowald,The family spent a three soothing hours in London.,a three soothing hours,DT JJ CD NNS,a,three,soothing,hours
201,mahowald,The family spent a five soothing days in London.,a five soothing days,DT JJ CD NNS,a,five,soothing,days
202,mahowald,The family spent a five soothing weeks in London.,a five soothing weeks,DT JJ CD NNS,a,five,soothing,weeks
203,mahowald,The family spent a five soothing months in London.,a five soothing months,DT JJ CD NNS,a,five,soothing,months
204,mahowald,The family spent a five soothing years in London.,a five soothing years,DT JJ CD NNS,a,five,soothing,years
205,mahowald,The family spent a five soothing hours in London.,a five soothing hours,DT JJ CD NNS,a,five,soothing,hours
206,mahowald,The family spent a twenty soothing days in London.,a twenty soothing days,DT JJ CD NNS,a,twenty,soothing,days
207,mahowald,The family spent a twenty soothing weeks in London.,a twenty soothing weeks,DT JJ CD NNS,a,twenty,soothing,weeks
208,mahowald,The family spent a twenty soothing months in London.,a twenty soothing months,DT JJ CD NNS,a,twenty,soothing,months
209,mahowald,The family spent a twenty soothing years in London.,a twenty soothing years,DT JJ CD NNS,a,twenty,soothing,years
210,mahowald,The family spent a twenty soothing hours in London.,a twenty soothing hours,DT JJ CD NNS,a,twenty,soothing,hours
211,mahowald,The family spent a three charming days in London.,a three charming days,DT JJ CD NNS,a,three,charming,days
212,mahowald,The family spent a three charming weeks in London.,a three charming weeks,DT JJ CD NNS,a,three,charming,weeks
213,mahowald,The family spent a three charming months in London.,a three charming months,DT JJ CD NNS,a,three,charming,months
214,mahowald,The family spent a three charming years in London.,a three charming years,DT JJ CD NNS,a,three,charming,years
215,mahowald,The family spent a three charming hours in London.,a three charming hours,DT JJ CD NNS,a,three,charming,hours
216,mahowald,The family spent a five charming days in London.,a five charming days,DT JJ CD NNS,a,five,charming,days
217,mahowald,The family spent a five charming weeks in London.,a five charming weeks,DT JJ CD NNS,a,five,charming,weeks
218,mahowald,The family spent a five charming months in London.,a five charming months,DT JJ CD NNS,a,five,charming,months
219,mahowald,The family spent a five charming years in London.,a five charming years,DT JJ CD NNS,a,five,charming,years
220,mahowald,The family spent a five charming hours in London.,a five charming hours,DT JJ CD NNS,a,five,charming,hours
221,mahowald,The family spent a twenty charming days in London.,a twenty charming days,DT JJ CD NNS,a,twenty,charming,days
222,mahowald,The family spent a twenty charming weeks in London.,a twenty charming weeks,DT JJ CD NNS,a,twenty,charming,weeks
223,mahowald,The family spent a twenty charming months in London.,a twenty charming months,DT JJ CD NNS,a,twenty,charming,months
224,mahowald,The family spent a twenty charming years in London.,a twenty charming years,DT JJ CD NNS,a,twenty,charming,years
225,mahowald,The family spent a twenty charming hours in London.,a twenty charming hours,DT JJ CD NNS,a,twenty,charming,hours
226,mahowald,The family spent a three disgusting days in London.,a three disgusting days,DT JJ CD NNS,a,three,disgusting,days
227,mahowald,The family spent a three disgusting weeks in London.,a three disgusting weeks,DT JJ CD NNS,a,three,disgusting,weeks
228,mahowald,The family spent a three disgusting months in London.,a three disgusting months,DT JJ CD NNS,a,three,disgusting,months
229,mahowald,The family spent a three disgusting years in London.,a three disgusting years,DT JJ CD NNS,a,three,disgusting,years
230,mahowald,The family spent a three disgusting hours in London.,a three disgusting hours,DT JJ CD NNS,a,three,disgusting,hours
231,mahowald,The family spent a five disgusting days in London.,a five disgusting days,DT JJ CD NNS,a,five,disgusting,days
232,mahowald,The family spent a five disgusting weeks in London.,a five disgusting weeks,DT JJ CD NNS,a,five,disgusting,weeks
233,mahowald,The family spent a five disgusting months in London.,a five disgusting months,DT JJ CD NNS,a,five,disgusting,months
234,mahowald,The family spent a five disgusting years in London.,a five disgusting years,DT JJ CD NNS,a,five,disgusting,years
235,mahowald,The family spent a five disgusting hours in London.,a five disgusting hours,DT JJ CD NNS,a,five,disgusting,hours
236,mahowald,The family spent a twenty disgusting days in London.,a twenty disgusting days,DT JJ CD NNS,a,twenty,disgusting,days
237,mahowald,The family spent a twenty disgusting weeks in London.,a twenty disgusting weeks,DT JJ CD NNS,a,twenty,disgusting,weeks
238,mahowald,The family spent a twenty disgusting months in London.,a twenty disgusting months,DT JJ CD NNS,a,twenty,disgusting,months
239,mahowald,The family spent a twenty disgusting years in London.,a twenty disgusting years,DT JJ CD NNS,a,twenty,disgusting,years
240,mahowald,The family spent a twenty disgusting hours in London.,a twenty disgusting hours,DT JJ CD NNS,a,twenty,disgusting,hours
241,mahowald,The family spent a three uninviting days in London.,a three uninviting days,DT JJ CD NNS,a,three,uninviting,days
242,mahowald,The family spent a three uninviting weeks in London.,a three uninviting weeks,DT JJ CD NNS,a,three,uninviting,weeks
243,mahowald,The family spent a three uninviting months in London.,a three uninviting months,DT JJ CD NNS,a,three,uninviting,months
244,mahowald,The family spent a three uninviting years in London.,a three uninviting years,DT JJ CD NNS,a,three,uninviting,years
245,mahowald,The family spent a three uninviting hours in London.,a three uninviting hours,DT JJ CD NNS,a,three,uninviting,hours
246,mahowald,The family spent a five uninviting days in London.,a five uninviting days,DT JJ CD NNS,a,five,uninviting,days
247,mahowald,The family spent a five uninviting weeks in London.,a five uninviting weeks,DT JJ CD NNS,a,five,uninviting,weeks
248,mahowald,The family spent a five uninviting months in London.,a five uninviting months,DT JJ CD NNS,a,five,uninviting,months
249,mahowald,The family spent a five uninviting years in London.,a five uninviting years,DT JJ CD NNS,a,five,uninviting,years
250,mahowald,The family spent a five uninviting hours in London.,a five uninviting hours,DT JJ CD NNS,a,five,uninviting,hours
251,mahowald,The family spent a twenty uninviting days in London.,a twenty uninviting days,DT JJ CD NNS,a,twenty,uninviting,days
252,mahowald,The family spent a twenty uninviting weeks in London.,a twenty uninviting weeks,DT JJ CD NNS,a,twenty,uninviting,weeks
253,mahowald,The family spent a twenty uninviting months in London.,a twenty uninviting months,DT JJ CD NNS,a,twenty,uninviting,months
254,mahowald,The family spent a twenty uninviting years in London.,a twenty uninviting years,DT JJ CD NNS,a,twenty,uninviting,years
