source,sentence,sentence_idx,construction,pattern,DT,ADJ,NUMERAL,NOUN,ADV
babylm_sents,"At this second lie, his nose grew a few more inches.",79716,a few more inches,DT JJ CD NNS,a,few,more,inches,
babylm_sents,"""I am afraid that a good many people know about them, most undesirable",80323,a good many people,DT JJ CD NNS,a,good,many,people,
babylm_sents,It is only a few more steps away.”,80362,a few more steps,DT JJ CD NNS,a,few,more,steps,
babylm_sents,"It has since been performed a few more times, notably at Cambridge University in 2003, Highgate in 2004, Guildford (Surrey) in 2007 (where it was voted best event of the year by the students of the University of Surrey), Adelaide Australia 2009, and several more productions have been proposed.",83979,a few more times,DT JJ CD NNS,a,few,more,times,
babylm_sents,Ah well it's a good few years for this.,90331,a good few years,DT JJ CD NNS,a,good,few,years,
babylm_sents,He swam a few more strokes.,92699,a few more strokes,DT JJ CD NNS,a,few,more,strokes,
babylm_sents,"After a few more steps, they saw, at the end of a long road near a clump of trees, a tiny cottage built of straw.",93062,a few more steps,DT JJ CD NNS,a,few,more,steps,
babylm_sents,we'll do a few more minutes .,96138,a few more minutes,DT JJ CD NNS,a,few,more,minutes,
babylm_sents,"Now the Queen had been shut up in a great tower by the King 's orders , and when a great many days went by and still she heard nothing from the Fairy she made her escape from the window by means of a rope ladder , taking her little baby with her .",98452,a great many days,DT JJ CD NNS,a,great,many,days,
babylm_sents,Well I'm only trying to find just a few more recordings for her because they're coming towards the end of the er,98456,a few more recordings,DT JJ CD NNS,a,few,more,recordings,
babylm_sents,"They are the most beautiful and valuable things that have ever been made in gold.” She wanted to have everything brought to her there, but he said, “There are so many of them that it would take a great many days to do that, and so many rooms would be required to exhibit them, that your house is not big enough.” Then her curiosity and longing were still more excited, until at last she said, “Conduct me to the ship, I will go there myself, and behold the treasures of thine master.”",102160,a great many days,DT JJ CD NNS,a,great,many,days,
babylm_sents,He travelled a few more miles that day but got worse that night.,102372,a few more miles,DT JJ CD NNS,a,few,more,miles,
babylm_sents,"The band made a few more festival appearances, including an appearance at V99, as a last-minute replacement for Placebo, before playing their last ever gig in the Netherlands at the end of August.",110424,a few more festival appearances,DT JJ CD NN NNS,a,few,more,festival & appearances,
babylm_sents,"It was not that the fagot-maker was not , perhaps , more vexed than his wife , but that she teased him , and that he was of the humor of a great many others , who love wives to speak well , but think those very importunate who are continually doing so .",114635,a great many others,DT JJ CD NNS,a,great,many,others,
babylm_sents,give me a few more minutes okay ?,115637,a few more minutes,DT JJ CD NNS,a,few,more,minutes,
babylm_sents,"In the course of a great many journeys to the forest he carried away many rich stuffs and much fine linen , and set up a shop opposite that of Ali Baba 's son .",118242,a great many journeys,DT JJ CD NNS,a,great,many,journeys,
babylm_sents,Dutch Schultz continued to operate his rackets for only a few more years.,130971,a few more years,DT JJ CD NNS,a,few,more,years,
babylm_sents,"Another fucking few minutes, he could be a stool.",132656,Another fucking few minutes,DT JJ CD NNS,Another,fucking,few,minutes,
babylm_sents,"In the autumn a great many sparrows assembled together in a wheatfield, and there the old bird met his four children again, and full of joy took them home with him.",136087,a great many sparrows,DT JJ CD NNS,a,great,many,sparrows,
babylm_sents,"A great many officers came to attend the Prince while he dismounted his horse , and afterward conducted him into the Sultan 's apartment , who was at that time surrounded with his favorites .",143563,A great many officers,DT JJ CD NNS,A,great,many,officers,
babylm_sents,"Then the tiger called the Raja's son, and when he came the tiger and his wife made him a great many salaams.",144425,a great many salaams,DT JJ CD NNS,a,great,many,salaams,
babylm_sents,"A great many Rajas and Rajas' sons have come here to marry her, and her father has had them all killed.",144993,A great many Rajas,DT JJ CD NNPS,A,great,many,Rajas,
babylm_sents,"He next asked the old woman to show him where the King 's daughters lay ; and the old woman took him upstairs and opened a great many doors , and out of every door came a beautiful lady who had been imprisoned there by the Etin ; and ane o ' the ladies was the King 's daughter .",146886,a great many doors,DT JJ CD NNS,a,great,many,doors,
babylm_sents,"Once there was a king called King Dantal, who had a great many rupees and soldiers and horses.",148046,a great many rupees,DT JJ CD NNS,a,great,many,rupees,
babylm_sents,"After a great many years he grew more cheerful and happy, and began to go again into his father's beautiful garden with Husain Mahamat.",148355,a great many years,DT JJ CD NNS,a,great,many,years,
babylm_sents,"It meant a great many things, but in short it meant what it was to be Roman (that is, Roman-ness).",149538,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"If you obey our orders, we will give you a great many rupees.""",155767,a great many rupees,DT JJ CD NNS,a,great,many,rupees,
babylm_sents,"The dog made her a great many salaams, and said, ""To-morrow I shall die;"" and the cow then went back to her stable.",155933,a great many salaams,DT JJ CD NNS,a,great,many,salaams,
babylm_sents,"A great many Kings, Rajas, and their sons accepted this invitation and came.",156403,A great many Kings,DT JJ CD NNPS,A,great,many,Kings,
babylm_sents,"He rode very far, and shot a great many birds and a quantity of deer.",156623,a great many birds,DT JJ CD NNS,a,great,many,birds,
babylm_sents,"The King gave his daughter and the young prince a great many horses, and elephants, and all sorts of presents, and also a great many sepoys to guard them.",156938,a great many sepoys,DT JJ CD NNS,a,great,many,sepoys,
babylm_sents,"In this grand state they travelled to the prince's country, which was not a great many miles off.",156939,a great many miles,DT JJ CD NNS,a,great,many,miles,
babylm_sents,He made her a great many salaams.,157113,a great many salaams,DT JJ CD NNS,a,great,many,salaams,
babylm_sents,"Adler joined NPR in 1979 as a general assignment reporter, after spending a year as an NPR freelance reporter covering New York City, and subsequently worked on a great many pieces dealing with subjects as diverse as the death penalty, the right to die movement, the response to the war in Kosovo, computer gaming, the drug ecstasy, geek culture, children and technology and Pokémon.",165613,a great many pieces,DT JJ CD NNS,a,great,many,pieces,
babylm_sents,"Gault was kept in jail for a few more days, then was sent home.",168009,a few more days,DT JJ CD NNS,a,few,more,days,
babylm_sents,"The Turtle and His Bride There was once a turtle who lived among a great many people of different kinds , in a large camp near a big river which was born right up amongst the snows , and flowed straight away south till it reached a sea where the water was always hot .",169156,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"` You will have to wait till the spring , though , ' she said ; ' I must make a great many slippers and dresses for myself , as I shall not have much time afterwards . '",169271,a great many slippers,DT JJ CD NNS,a,great,many,slippers,
babylm_sents,"How Geirald The Coward Was Punished Once upon a time there lived a poor knight who had a great many children , and found it very hard to get enough for them to eat .",170562,a great many children,DT JJ CD NNS,a,great,many,children,
babylm_sents,"""I wish _I_ could get a few more days' holiday,"" said Bill ruefully.",182418,a few more days,DT JJ CD NNS,a,few,more,days,
babylm_sents,Not that he had done a great many things as yet.,205972,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"To provide company for the maid a few more houses had to be built, and people invited to live in them.",212697,a few more houses,DT JJ CD NNS,a,few,more,houses,
babylm_sents,"A great many birds assembled on the trees around the net, and said, ""What fine corn that is!",212846,A great many birds,DT JJ CD NNS,A,great,many,birds,
babylm_sents,"Next night a great many more Mice came, and on Sunday two Rats even appeared; but these thought the story was not pretty, and the little Mice were sorry for that, for now they also did not like it so much as before.",214928,a great many more Mice,DT JJ JJ CD NNPS,a,great & many,more,Mice,
babylm_sents,"and darted sharply south for a round dozen blocks, then went due east",217172,a round dozen blocks,DT JJ CD NNS,a,round,dozen,blocks,
babylm_sents,"He had a great many friends who said he was a real gentleman, and that pleased him very much.",218494,a great many friends,DT JJ CD NNS,a,great,many,friends,
babylm_sents,"Then he offered nine hundred crowns to anyone who caught the evil-doer , and at the same time ordered that whoever did not keep proper watch over the fields should be killed ; but though there were a great many people , none seemed able to protect the fields .",219701,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"Besides these , he has a strong bodyguard and a good many cross-bowmen .",223653,a good many cross - bowmen,DT JJ CD NNS NNS NNS,a,good,many,cross & - & bowmen,
babylm_sents,"Jack now resolved to enter the giant's cave in search of his treasure, and, passing along through a great many windings and turnings, he came at length to a large room paved with freestone, at the upper end of which was a boiling caldron, and on the right hand a large table, at which the giant used to dine.",233354,a great many windings,DT JJ CD NNS,a,great,many,windings,
babylm_sents,"He had scored a great many hits on the heavy cruiser ""Chokai"", also sunk that day.",234129,a great many hits,DT JJ CD NNS,a,great,many,hits,
babylm_sents,"He took his bow , and aiming an arrow at the largest wolf , shot him through the heart , and a few more arrows soon put the rest to flight .",237768,a few more arrows,DT JJ CD NNS,a,few,more,arrows,
babylm_sents,Aside from said obsession he is a slight coward to Judy who he had developed a crush on as shown in a few dozen episodes alongside her husband Hugh.,238762,a few dozen episodes,DT JJ CD NNS,a,few,dozen,episodes,
babylm_sents,"But the raft was nearly done, and after the Tin Woodman had cut a few more logs and fastened them together with wooden pins, they were ready to start.",259024,a few more logs,DT JJ CD NNS,a,few,more,logs,
babylm_sents,"If you will kill for me the Wicked Witch of the West, I will bestow upon you a great many brains, and such good brains that you will be the wisest man in all the Land of Oz.""",261780,a great many brains,DT JJ CD NNS,a,great,many,brains,
babylm_sents,"The Emerald City was built a great many years ago, for I was a young man when the balloon brought me here, and I am a very old man now.",265006,a great many years,DT JJ CD NNS,a,great,many,years,
babylm_sents,"Then he entered the back room and took up a measure of bran, which he mixed with a great many pins and needles.",265405,a great many pins,DT JJ CD NNS,a,great,many,pins,
babylm_sents,"And Fanny says to her: ""I suppose a great many things happened before you were born, didn't they, Grandmother?""",276710,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"He did a good many things, however, which a little astonished his subjects.",283322,a good many things,DT JJ CD NNS,a,good,many,things,
babylm_sents,And a great many people were brought to the Lord.,286540,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"So it was that for an entire year they met with the church and taught a great many people, and it was in Antioch that the disciples were first called ""Christians.""",286591,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"Once in the spring , a little before Midsummer , Walter heard that there were a great many wolves in the wood , and that pleased him .",289334,a great many wolves,DT JJ CD NNS,a,great,many,wolves,
babylm_sents,We had a few more things to buy.,316919,a few more things,DT JJ CD NNS,a,few,more,things,
babylm_sents,"Golfers play at the Anglesea Golf Club on Noble Street, home to a great many kangaroos.",318938,a great many kangaroos,DT JJ CD NNS,a,great,many,kangaroos,
babylm_sents,"Why had no one ever given it that before , and so absorbed was the little beast , sniffing about after a few more crumbs , that it never heard Peronnik creep up till it felt the halter on its neck and the rope round its feet , and -- in another moment -- some one on its back .",320409,a few more crumbs,DT JJ CD NNS,a,few,more,crumbs,
babylm_sents,Bonnie don't you think we should get a few more people to go to .,330042,a few more people,DT JJ CD NNS,a,few,more,people,
babylm_sents,That seemed a good many people to like—when you were not used to liking.,330751,a good many people,DT JJ CD NNS,a,good,many,people,
babylm_sents,Mary Lennox knew they were roses because she had seen a great many roses in India.,331869,a great many roses,DT JJ CD NNS,a,great,many,roses,
babylm_sents,"She thanked the little men gratefully , and after a few more instructions , jumped on the back of her great bird , and was borne away to the isle of Lok .",333237,a few more instructions,DT JJ CD NNS,a,few,more,instructions,
babylm_sents,"Looks like we'll be spending a few more days here, Opalescence.",337627,a few more days,DT JJ CD NNS,a,few,more,days,
babylm_sents,In the catchment area are a few more dams:,340324,a few more dams,DT JJ CD NNS,a,few,more,dams,
babylm_sents,“He knows a good many things out of books but he doesn’t know anything else.,343998,a good many things,DT JJ CD NNS,a,good,many,things,
babylm_sents,She had looked forward to telling him a great many things and she had meant to try to make up her mind whether it would be safe to trust him with the great secret.,345060,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,Dr. Craven had never made such a short stay after a “tantrum”; usually he was obliged to remain a very long time and do a great many things.,347616,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,He said it a great many times—not a thousand times but quite a goodly number.,353833,a great many times,DT JJ CD NNS,a,great,many,times,
babylm_sents,She asked a great many questions and her blue eyes were full of deep thinking.,354384,a great many questions,DT JJ CD NNS,a,great,many,questions,
babylm_sents,"Now, this actor is trained to convince you, you need his services, so your room mates will hire him for a few more appearances during the next couple of months.",355210,a few more appearances,DT JJ CD NNS,a,few,more,appearances,
babylm_sents,There are a few more ways to represent the universal quantifier:,358458,a few more ways,DT JJ CD NNS,a,few,more,ways,
babylm_sents,"Well, maybe he's learned a few more things since then.",360441,a few more things,DT JJ CD NNS,a,few,more,things,
babylm_sents,"All that day and all the next night he walked , and at length he came to a village where a great many weavers lived together .",365566,a great many weavers,DT JJ CD NNS,a,great,many,weavers,
babylm_sents,Do a few more examples of that.,374264,a few more examples,DT JJ CD NNS,a,few,more,examples,
babylm_sents,"“There are plenty of men and plenty of other camels close by, and a great many clouds of smoke.",374969,a great many clouds,DT JJ CD NNS,a,great,many,clouds,
babylm_sents,"“Of course,” said the troop horse, “everyone is not made in the same way, and I can quite see that your family, on your father’s side, would fail to understand a great many things.”",375150,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"It was a great many years ago, and I can scarcely remember anything about it, but I think it was in some foreign country.",380199,a great many years,DT JJ CD NNS,a,great,many,years,
babylm_sents,"Well, maybe he's learned a few more things since then.",383026,a few more things,DT JJ CD NNS,a,few,more,things,
babylm_sents,"There were a great many skiffs rowing about or floating with the stream in the neighborhood of the ferryboat, but the boys could not determine what the men in them were doing.",388668,a great many skiffs,DT JJ CD NNS,a,great,many,skiffs,
babylm_sents,"They went out and visited many big shops together, and bought a great many things.",405355,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"They bought, indeed, a great many more things than Sara needed; but Captain Crewe was a rash, innocent young man and wanted his little girl to have everything she admired and everything he admired himself, so between them they collected a wardrobe much too grand for a child of seven.",405357,a great many more things,DT JJ JJ CD NNS,a,great & many,more,things,
babylm_sents,"And each oligodendrocyte will extend a few processes, maybe up to a few dozen processes each, towards the axons of neurons.",407686,a few dozen processes,DT JJ CD NNS,a,few,dozen,processes,
babylm_sents,"Later, we'd like to ask you a few more questions.",408776,a few more questions,DT JJ CD NNS,a,few,more,questions,
babylm_sents,By 1965 fewer than a half dozen buildings had been rebuilt in the creek valley adjacent north of the city.,412972,a half dozen buildings,DT JJ CD NNS,a,half,dozen,buildings,
babylm_sents,"The rat shuffled a little nearer and ate a few more crumbs, then he stopped and sniffed delicately, giving a side glance at the occupant of the footstool; then he darted at the piece of bun with something very like the sudden boldness of the sparrow, and the instant he had possession of it fled back to the wall, slipped down a crack in the skirting board, and was gone.",416673,a few more crumbs,DT JJ CD NNS,a,few,more,crumbs,
babylm_sents,"And I grew up in an area that, uh, was just a few feet from a rather large lake, and a few more miles from that was a even larger lake",421469,a few more miles,DT JJ CD NNS,a,few,more,miles,
babylm_sents,"She shed a good many tears, and mopped her eyes a good deal.",430484,a good many tears,DT JJ CD NNS,a,good,many,tears,
babylm_sents,"You see I've been abroad a good many years, and haven't been into company enough yet to know how you do things here.""",434954,a good many years,DT JJ CD NNS,a,good,many,years,
babylm_sents,"He fitted them into a great many shapes , but he wanted to make them spell the word ` Love . '",435586,a great many shapes,DT JJ CD NNS,a,great,many,shapes,
babylm_sents,"""Once upon a time, there were four girls, who had enough to eat and drink and wear, a good many comforts and pleasures, kind friends and parents who loved them dearly, and yet they were not contented.""",436950,a good many comforts,DT JJ CD NNS,a,good,many,comforts,
babylm_sents,"People wouldn't feel so bad about me if I was sick, and I don't deserve to have them, but I'd like to be loved and missed by a great many friends, so I'm going to try and be like Beth all I can.",457169,a great many friends,DT JJ CD NNS,a,great,many,friends,
babylm_sents,"Santos, although having competed consistently, would need to wait a few more years to gain top status.",471816,a few more years,DT JJ CD NNS,a,few,more,years,
babylm_sents,"Women work a good many miracles, and I have a persuasion that they may perform even that of raising the standard of manhood by refusing to echo such sayings.",480233,a good many miracles,DT JJ CD NNS,a,good,many,miracles,
babylm_sents,_nullah_ again; and a few more runs added another couple of boars to the,482576,a few more runs,DT JJ CD NNS,a,few,more,runs,
babylm_sents,"There were a great many holidays at Plumfield, and one of the most delightful was the yearly apple-picking.",486266,a great many holidays,DT JJ CD NNS,a,great,many,holidays,
babylm_sents,"but my husband had been in fact, he's been, probably has made a few more calls than I have because I tend to not make them around dinner time,",516110,a few more calls,DT JJ CD NNS,a,few,more,calls,
babylm_sents,"for a few more minutes in her society, while Wargrave climbed up to the",520203,a few more minutes,DT JJ CD NNS,a,few,more,minutes,
babylm_sents,"The coxswain told me how to lay the ship to; after a good many trials I succeeded, and we both sat in silence over another meal.",524206,a good many trials,DT JJ CD NNS,a,good,many,trials,
babylm_sents,"“Oh, we talked of a great many things.",541074,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,Sloan Canyon contains a great many petroglyphs and has been called the Sistine Chapel of Native American rock art due to their size and significance.,555150,a great many petroglyphs,DT JJ CD NNS,a,great,many,petroglyphs,
babylm_sents,"Well , they went to a great many masters , but all said that they could make the lad as good as they were themselves , but better than that they could not make him .",555805,a great many masters,DT JJ CD NNS,a,great,many,masters,
babylm_sents,surrounded by a half dozen men in armor one of whom attempted to seize,558281,a half dozen men,DT JJ CD NNS,a,half,dozen,men,
babylm_sents,"After a few more outings in Porsche 962C's in Britain and Japan, she had one last shot at Le Mans in 1991 in a Spice SE90C.",563850,a few more outings,DT JJ CD NNS,a,few,more,outings,
babylm_sents,"After a few more expostulations, the conversation drifted into other channels, but the prince, who had been an attentive listener, thought all this excitement about so small a matter very curious.",565468,a few more expostulations,DT JJ CD NNS,a,few,more,expostulations,
babylm_sents,“With a few more inheritances of that kind I should soon be ruined!”,577422,a few more inheritances,DT JJ CD NNS,a,few,more,inheritances,
babylm_sents,"A few more words of explanation followed, words which were spoken without the smallest excitement by his companion, but which evoked the greatest agitation in the prince; and it was discovered that two old ladies to whose care the prince had been left by Pavlicheff, and who lived at Zlatoverhoff, were also relations of Ivan Petrovitch.",577563,A few more words,DT JJ CD NNS,A,few,more,words,
babylm_sents,"The difficulties he met with -- huge rocks to be climbed , deep rivers to be crossed , and thorny tracts to be avoided -- only served to make his heart beat quicker , for he was really brave all through , and not merely when he could not help himself , like a great many people .",579655,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"The prince asked a few more questions, and though he learned nothing else, he became more and more agitated.",579876,a few more questions,DT JJ CD NNS,a,few,more,questions,
babylm_sents,"We need a great many facts in his biography; and we should like to know whether, and when, and after or at the same time as what personal experience, he read Montaigne, II.",592091,a great many facts,DT JJ CD NNS,a,great,many,facts,
babylm_sents,"Mr. Lorry had just finished his dinner, and was sitting before a cheery little log or two of fire perhaps looking into their blaze for the picture of that younger elderly gentleman from Tellson's, who had looked into the red coals at the Royal George at Dover, now a good many years ago.",599547,a good many years,DT JJ CD NNS,a,good,many,years,
babylm_sents,you can stay up with me for a few more minutes .,619822,a few more minutes,DT JJ CD NNS,a,few,more,minutes,
babylm_sents,a half dozen years back to a thoroughfare of great charm.,629791,a half dozen years,DT JJ CD NNS,a,half,dozen,years,
babylm_sents,Right as far as that writing see if  I want you to remind me that's where we're up to next lesson and I shall give you a few more notes on that to explain about how it happens ten thousand times.,634307,a few more notes,DT JJ CD NNS,a,few,more,notes,
babylm_sents,"I could not leave without inconveniencing a great many people, so I remained.""",639201,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"""There's a good many people claimin' things they never git.",639812,a good many people,DT JJ CD NNS,a,good,many,people,
babylm_sents,passer-by who had a few more nuggets in his possession than his,646262,a few more nuggets,DT JJ CD NNS,a,few,more,nuggets,
babylm_sents,"The impertinence of these kind of scrutinies, moreover, was generally concluded with a compliment, which though meant as its douceur, was considered by Marianne as the greatest impertinence of all; for after undergoing an examination into the value and make of her gown, the colour of her shoes, and the arrangement of her hair, she was almost sure of being told that upon ""her word she looked vastly smart, and she dared to say she would make a great many conquests.""",659440,a great many conquests,DT JJ CD NNS,a,great,many,conquests,
babylm_sents,"He killed a great many people, but converted but few.",676196,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"He killed a great many people, burned their dwellings, and drove out many more, but at last his tribes made trouble, as there were not spoils enough to go around, and his army was conquered.",680569,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"Before she could reach it , however , it was opened from without ; being a primitive sort of door , with a latch that any one could lift if he chose -- and a good many people did choose , for all kinds of neighbours liked to have a cheerful word or two with the Carrier , though he was no great talker himself .",683041,a good many people,DT JJ CD NNS,a,good,many,people,
babylm_sents,"Since there are only a few more days, they should study for a half-hour or even an hour every evening.",683240,a few more days,DT JJ CD NNS,a,few,more,days,
babylm_sents,"Arnold conducted a campaign into Virginia, and was very brutal about it, killing a great many people who were strangers to him, and who had never harmed him, not knowing him, as the historian says, from ""Adam's off ox.""",683397,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"Old man Lundy, whose lane was used for the purpose, said that it was one of the bloodiest fights, by a good many gallons, that he ever attended.",684417,a good many gallons,DT JJ CD NNS,a,good,many,gallons,
babylm_sents,"in a great many ways,"" said the little lady, her eyes flashing.",684595,a great many ways,DT JJ CD NNS,a,great,many,ways,
babylm_sents,"Speculation also had made a good many snobs who had sent their gold and silver abroad for foreign luxuries, also some paupers who could not do so.",685098,a good many snobs,DT JJ CD NNS,a,good,many,snobs,
babylm_sents,"A good many people do not know this, but it is true.",686286,A good many people,DT JJ CD NNS,A,good,many,people,
babylm_sents,I'll go back in to bang out a few more notes.,686981,a few more notes,DT JJ CD NNS,a,few,more,notes,
babylm_sents,"""That was a great many years ago; but once you are Real you can't become unreal again.",690564,a great many years,DT JJ CD NNS,a,great,many,years,
babylm_sents,"The venerable old gentleman at the street-doors -LRB- who were all in full action -RRB- showed especial interest in the party , pausing occasionally before leaping , as if they were listening to the conversation , and then plunging wildly over and over , a great many times , without halting for breath -- as in a frantic state of delight with the whole proceedings .",692650,a great many times,DT JJ CD NNS,a,great,many,times,
babylm_sents,"Well, if he lived in the north- east, er part of this county, that great ar area where there is very little in terms of infrastructure perhaps er er it's a pity we can't have a few more hysterics and we would perhaps get further down the road.",696535,a few more hysterics,DT JJ CD NNS,a,few,more,hysterics,
babylm_sents,A few more minutes and you'd have been roast chicken!,697145,A few more minutes,DT JJ CD NNS,A,few,more,minutes,
babylm_sents,"My dear, she lived on her income and that is a thing that a great many people would like to be able to do.",699298,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,I'll go back in to bang out a few more notes.,700081,a few more notes,DT JJ CD NNS,a,few,more,notes,
babylm_sents,"In short , Harthover was a grand place , and Sir John a grand old man , whom even Mr. Grimes respected ; for not only could he send Mr. Grimes to prison when he deserved it , as he did once or twice a week ; not only did he own all the land about for miles ; not only was he a jolly , honest , sensible squire , as ever kept a pack of hounds , who would do what he thought right by his neighbours , as well as get what he thought right for himself ; but , what was more , he weighed full fifteen stone , was nobody knew how many inches round the chest , and could have thrashed Mr. Grimes himself in fair fight , which very few folk round there could do , and which , my dear little boy , would not have been right for him to do , as a great many things are not which one both can do , and would like very much to do .",707369,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,A few more minutes and you'd have been roast chicken!,710102,A few more minutes,DT JJ CD NNS,A,few,more,minutes,
babylm_sents,"Then please not to see the logic of a great many arguments exactly like it , which you will hear before your beard is gray .",713796,a great many arguments,DT JJ CD NNS,a,great,many,arguments,
babylm_sents,"There are a great many things in the world which you never heard of ; and a great many more which nobody ever heard of ; and a great many things , too , which nobody will ever hear of , at least until the coming of the Cocqcigrues , when man shall be the measure of all things .",714734,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"And the otter grew so sentimental -LRB- for otters can be very sentimental when they choose , like a good many people who are both cruel and greedy , and no good to anybody at all -RRB- that she sailed solemnly away down the burn , and Tom saw her no more for that time .",719667,a good many people,DT JJ CD NNS,a,good,many,people,
