source,sentence,sentence_idx,construction,pattern,DT,ADJ,NUMERAL,NOUN,ADV
babylm_sents,So if she needs around ten thousand pounds  where's the extra three thousand pounds a year gonna come from?,19884,the extra three thousand pounds,DT JJ CD CD NNS,the,extra,three & thousand,pounds,
babylm_sents,Snooker world rankings 1983/1984: The professional world rankings for the top 32 snooker players in the 1983/1984 season are listed below.,22925,the top 32 snooker players,DT JJ CD NN NNS,the,top,32,snooker & players,
babylm_sents,"Allende attempted to follow Castro's advice, but the latter two recommendations proved difficult.",23272,the latter two recommendations,DT JJ CD NNS,the,latter,two,recommendations,
babylm_sents,"The only two newspapers that were allowed to continue publishing after the military takeover were ""El Mercurio"" and ""La Tercera de la Hora"", both of which were anti-Allende under his leadership.",23825,The only two newspapers,DT JJ CD NNS,The,only,two,newspapers,
babylm_sents,"""Furious"" spent the next three months after her return working up.",24858,the next three months,DT JJ CD NNS,the,next,three,months,
babylm_sents,"As of June 2019, there are eighteen Accredited European Schools located in thirteen EU countries, with a further three schools engaged in the accreditation process.",25036,a further three schools,DT JJ CD NNS,a,further,three,schools,
babylm_sents,"On 12 October 1954, the first two years of the secondary school began to operate.",25064,the first two years,DT JJ CD NNS,the,first,two,years,
babylm_sents,"The historical significance of the first European School, founded a mere 8 years after the end of World War II, was not lost on its architects.",25160,a mere 8 years,DT JJ CD NNS,a,mere,8,years,
babylm_sents,"As of June 2019, there are eighteen Accredited European Schools located in thirteen EU countries, with a further three schools engaged in the accreditation process.",25474,a further three schools,DT JJ CD NNS,a,further,three,schools,
babylm_sents,"So what I want to suggest is that the second two categories I've mentioned, that's the vocal channel and the body language channel can actually be very important in communication.",26262,the second two categories,DT JJ CD NNS,the,second,two,categories,
babylm_sents,"What I'd like you to do now is er, just for a couple of minutes, informally with the people sitting next to you, see if you can list as many channels as you can under those second two headings, okay?",26266,those second two headings,DT JJ CD NNS,those,second,two,headings,
babylm_sents,"Teams competed round-robin within their own pool, with the top two teams of each pool advancing to single-elimination play for a spot in the U.S. final or international final, followed by the U.S champion and international champion meeting in the World Championship game.",29414,the top two teams,DT JJ CD NNS,the,top,two,teams,
babylm_sents,Let's lock both ends of the chain of the first four bubbles in one lock twist.,29550,the first four bubbles,DT JJ CD NNS,the,first,four,bubbles,
babylm_sents,Twist a chain of the next three bubbles.,29620,the next three bubbles,DT JJ CD NNS,the,next,three,bubbles,
babylm_sents,Lock both ends of the chain of the last four or the last six bubbles in one lock twist.,29666,the last six bubbles,DT JJ CD NNS,the,last,six,bubbles,
babylm_sents,We have to force the end of the balloon through the loop of the chain of the first four bubbles.,29672,the first four bubbles,DT JJ CD NNS,the,first,four,bubbles,
babylm_sents,"For the next three days everybody went about saying, “White rose, Red rose, Red rose, White rose”; and the King gave orders that the Page’s salary was to be doubled.",29684,the next three days,DT JJ CD NNS,the,next,three,days,
babylm_sents,Twist a chain of the next three bubbles.,29703,the next three bubbles,DT JJ CD NNS,the,next,three,bubbles,
babylm_sents,Lock the free end of the chain of the last three bubbles between the next two bubbles in the center of the square.,29728,the next two bubbles,DT JJ CD NNS,the,next,two,bubbles,
babylm_sents,"Coverage of the qualifying games has increased substantially in the US within the past decade: as of 2018, all regional group games (with the exception of the Southwest region) are available via subscription online through the ESPN+ platform, with the last three games of each regional tournament on an ESPN network.",29837,the last three games,DT JJ CD NNS,the,last,three,games,
babylm_sents,Each of the other eleven divisions of Little League Baseball has its own World Series format (including three in boys' softball).,29856,the other eleven divisions,DT JJ CD NNS,the,other,eleven,divisions,
babylm_sents,Twist a chain of the next three bubbles.,29894,the next three bubbles,DT JJ CD NNS,the,next,three,bubbles,
babylm_sents,Lock the free end of the chain of the last three bubbles between the next two bubbles in the center of the square.,29896,the next two bubbles,DT JJ CD NNS,the,next,two,bubbles,
babylm_sents,Twist a chain of the next three bubbles.,29919,the next three bubbles,DT JJ CD NNS,the,next,three,bubbles,
babylm_sents,Lock the free end of the chain of the last three bubbles between the next two bubbles at the center of the square.,29960,the next two bubbles,DT JJ CD NNS,the,next,two,bubbles,
babylm_sents,We actually locked both ends of the chain of the last sixteen bubbles in one lock twist.,29994,the last sixteen bubbles,DT JJ CD NNS,the,last,sixteen,bubbles,
babylm_sents,"The township of Kelmscott was gazetted in 1830, and for the next sixty years was the administrative and social hub for those colonists who took up land between present-day Kelmscott and Byford.",30197,the next sixty years,DT JJ CD NNS,the,next,sixty,years,
babylm_sents,Let's twist a chain of the first six bubbles.,30323,the first six bubbles,DT JJ CD NNS,the,first,six,bubbles,
babylm_sents,Here is the chain of the first six bubbles.,30415,the first six bubbles,DT JJ CD NNS,the,first,six,bubbles,
babylm_sents,Let's lock both ends of the chain of the last four bubbles in one lock twist.,30427,the last four bubbles,DT JJ CD NNS,the,last,four,bubbles,
babylm_sents,Twist the chain of the next two bubbles.,30437,the next two bubbles,DT JJ CD NNS,the,next,two,bubbles,
babylm_sents,And now we lock both ends of the chain of the first eight bubbles in one lock twist.,30480,the first eight bubbles,DT JJ CD NNS,the,first,eight,bubbles,
babylm_sents,Twist a chain of the next three bubbles.,30571,the next three bubbles,DT JJ CD NNS,the,next,three,bubbles,
babylm_sents,Lock the free end of the chain of the last three bubbles between nearest two bubbles of the small rectangle.,30588,the last three bubbles,DT JJ CD NNS,the,last,three,bubbles,
babylm_sents,Now we twist the chain of the next two bubbles.,30644,the next two bubbles,DT JJ CD NNS,the,next,two,bubbles,
babylm_sents,Lock the free end of the chain of the last two bubbles between the third and the fourth bubble.,30686,the last two bubbles,DT JJ CD NNS,the,last,two,bubbles,
babylm_sents,Now we twist the chain of the next three bubbles.,30742,the next three bubbles,DT JJ CD NNS,the,next,three,bubbles,
babylm_sents,Lock the free end of the chain of the last three bubbles between the nearest two bubbles of the small rectangle.,30807,the last three bubbles,DT JJ CD NNS,the,last,three,bubbles,
babylm_sents,Twist the chain of the next three bubbles.,30970,the next three bubbles,DT JJ CD NNS,the,next,three,bubbles,
babylm_sents,Lock the free end between the next two bubbles at the center.,30986,the next two bubbles,DT JJ CD NNS,the,next,two,bubbles,
babylm_sents,Twist the chain of the next two bubbles.,31016,the next two bubbles,DT JJ CD NNS,the,next,two,bubbles,
babylm_sents,Lock the free end of the chain of the last two bubbles.,31031,the last two bubbles,DT JJ CD NNS,the,last,two,bubbles,
babylm_sents,Twist the chain of the next three bubbles.,31053,the next three bubbles,DT JJ CD NNS,the,next,three,bubbles,
babylm_sents,At the end we lock both ends of the chain of the first twenty four bubbles in one lock twist.,31067,the first twenty four bubbles,DT JJ CD CD NNS,the,first,twenty & four,bubbles,
babylm_sents,"Recorded to celebrate 21 years of involvement in music, the album comprised new recordings of songs from their early cassette albums and the first two CD albums, along with new material.",31943,the first two CD albums,DT JJ CD NN NNS,the,first,two,CD & albums,
babylm_sents,And I'm really happy to be here for the next three days.,33036,the next three days,DT JJ CD NNS,the,next,three,days,
babylm_sents,In the first five years of the Board's existence most of its members served on the Fremantle Town Council.,35701,the first five years,DT JJ CD NNS,the,first,five,years,
babylm_sents,Historically the beach and its panorama are reflections of the changes in the last 110 years of Perth's history.,36563,the last 110 years,DT JJ CD NNS,the,last,110,years,
babylm_sents,Those are the only two tones.,37706,the only two tones,DT JJ CD NNS,the,only,two,tones,
babylm_sents,"The Raven of the woods, who was now married, accompanied her for the first three miles.",38791,the first three miles,DT JJ CD NNS,the,first,three,miles,
babylm_sents,passed the last ten years in Bengal.,40146,the last ten years,DT JJ CD NNS,the,last,ten,years,
babylm_sents,"Pitching with just his fastball, curveball, and changeup, Cuellar shut out the Reds for the next eight innings to defeat them 9–3, clinching the World Series title for the Orioles, winning four games to one.",40245,the next eight innings,DT JJ CD NNS,the,next,eight,innings,
babylm_sents,passed the last ten years of their life to the handsome new home which,40712,the last ten years,DT JJ CD NNS,the,last,ten,years,
babylm_sents,"He wrote the BBC sitcom ""Steptoe and Son"" (1962–1974), ""Hancock's Half Hour"" (1954–1961) and the first two series of ""Comedy Playhouse"" (1961–1963).",45942,the first two series,DT JJ CD NNS,the,first,two,series,
babylm_sents,"In June 2020, Demings became one of the final four finalists for Joe Biden's running mate for the 2020 election.",46350,the final four finalists,DT JJ CD NNS,the,final,four,finalists,
babylm_sents,"In 1975, Norman moved to London and had no staged opera appearances for the next five years.",46662,the next five years,DT JJ CD NNS,the,next,five,years,
babylm_sents,At her cries the other two mice ran up.,46956,the other two mice,DT JJ CD NNS,the,other,two,mice,
babylm_sents,"Palmer, Wally Bunker and Dave McNally pitched shutouts in the next three games.",48119,the next three games,DT JJ CD NNS,the,next,three,games,
babylm_sents,"During the next two seasons, Palmer struggled with arm injuries.",48143,the next two seasons,DT JJ CD NNS,the,next,two,seasons,
babylm_sents,"Over the next six seasons, Palmer was hampered by arm fatigue and myriad minor injuries.",48388,the next six seasons,DT JJ CD NNS,the,next,six,seasons,
babylm_sents,"However, the first two games were criticized for forcing the player to use the Directional Pad rather than the left analogue to make the playable character to move.",50791,the first two games,DT JJ CD NNS,the,first,two,games,
babylm_sents,Right now I've got it narrowed down to the top four teams.,51909,the top four teams,DT JJ CD NNS,the,top,four,teams,
babylm_sents,"Only a few hundred people remained in the once vibrant city due to a major decline in silver prices, ongoing unrest in the country with a revolution in progress, and the exodus of business owners and people of wealth.",52968,a few hundred people,DT JJ CD NNS,a,few,hundred,people,
babylm_sents,"That same year of 1923, he was hired as an English lecturer at Virginia Theological Seminary and College in Lynchburg, Virginia, a position he would hold for the next three years.",53260,the next three years,DT JJ CD NNS,the,next,three,years,
babylm_sents,"After that she tried the other seven windows in turn, and there was some new and surprising entertainment to be seen from each of them, so that Beauty never could feel lonely any more.",54064,the other seven windows,DT JJ CD NNS,the,other,seven,windows,
babylm_sents,"So in the evening, when the giant came home with the goats, the Prince went into the chamber and hummed and sang again as he had done on the other two evenings.",55149,the other two evenings,DT JJ CD NNS,the,other,two,evenings,
babylm_sents,"The lower 6 miles (10 km) of the river form a navigable tidal estuary stretching westward from Indian River Bay, which is protected from the open ocean by two sand bar peninsulas.",56829,The lower 6 miles,DT JJR CD NNS,The,lower,6,miles,
babylm_sents,"The first form talked about it more than any one else, of course they squealed with laughter when they saw the poor Mary Lou Manselle and Gwendoline, all falling victims to the same spider, jolly clever spider said Irene, it means the only three people in the form that it  that would be scared of it, I take my hat off to that spider, can't think why it chose my desk said Mary Lou, no, that was a shame said Gwendoline, poor Mary Lou it must of been an awful shock for you when you saw it, I wonder who put it there?",56927,the only three people,DT JJ CD NNS,the,only,three,people,
babylm_sents,"On November 12, 2014, the Central Bank of Nigeria issued a special 100 naira note to celebrate the 100 years of Nigeria's existence.",58229,a special 100 naira,DT JJ CD NNS,a,special,100,naira,
babylm_sents,"For the first 16 years of his life, Pauly lived an inward life as he was mixed race in an all white town, finding solace in books/reading and model construction.",59646,the first 16 years,DT JJ CD NNS,the,first,16,years,
babylm_sents,The other two bakers were considerably more youthful in appearance than Wendell.,59952,The other two bakers,DT JJ CD NNS,The,other,two,bakers,
babylm_sents,"In April 2008, Allison Waldman of ""The Huffington Post"" named Jackson as one of the top ten actors to make an impact on ""General Hospital"", stating: ""He's still the real Lucky to many people, even though two other actors have subsequently played the part.""",62757,the top ten actors,DT JJ CD NNS,the,top,ten,actors,
babylm_sents,For the next 500 years it was used for storing goods.,62902,the next 500 years,DT JJ CD NNS,the,next,500,years,
babylm_sents,The Tosefta is a collection of ancient jewish oral laws collected by scholars in the first 200 years AD.,62985,the first 200 years,DT JJ CD NNS,the,first,200,years,
babylm_sents,"The first two singles ""Baby's gone"" and ""Welchen Weg soll ich gehen (One more mountain to climb)"" were released with his artist name Chris Robert.",63558,The first two singles,DT JJ CD NNS,The,first,two,singles,
babylm_sents,There is also a huge carnival that goes on for the days of the fiesta; on the last two days of the celebration there are jaripeos (rodeos).,63802,the last two days,DT JJ CD NNS,the,last,two,days,
babylm_sents,"The latter area replaced the old and much degraded ""Quinta do Mocho"" zone, which was the centre an African emigrant community, from the former Portuguese colonies, that returned to Portugal after the Carnation Revolution in 1974, and whom lived in poor conditions, over the past three decades.",65405,the past three decades,DT JJ CD NNS,the,past,three,decades,
babylm_sents,"For the next 20 years, she was one of the biggest stars in Korean movies and led the Shin Film company along with her husband, the director Shin Sang-ok. She was born in Gwangju, Gyeonggi.",65409,the next 20 years,DT JJ CD NNS,the,next,20,years,
babylm_sents,"What makes all this more complicated is that the last three kanji are almost never written by themselves in Japanese, if at all, since they are usually used in adjectives, verbs, and adverbs.",65677,the last three kanji,DT JJ CD NNS,the,last,three,kanji,
babylm_sents,"The Murderkill River is tidally influenced from its mouth upstream to just past Frederica, and is considered by the U.S. Army Corps of Engineers to be navigable for the lower 10 miles (16 km) of its course.",66022,the lower 10 miles,DT JJR CD NNS,the,lower,10,miles,
babylm_sents,"However, in the straight Mennea gained ground and passed Quarrie and Leonard and at the very end of the race, just beating Wells, winning the gold by a mere 0.02 seconds.",66356,a mere 0.02 seconds,DT JJ CD NNS,a,mere,0.02,seconds,
babylm_sents,"In 1983, in Cassino, he clocked a manual 14.8 seconds in 150 metres, a world best time that he held until it was bettered by Usain Bolt in Manchester in 2009.",66370,a manual 14.8 seconds,DT JJ CD NNS,a,manual,14.8,seconds,
babylm_sents,argument with the individual who had for the last ten minutes been,66512,the last ten minutes,DT JJ CD NNS,the,last,ten,minutes,
babylm_sents,The floor ultimately was raised an additional seven to eight feet (2.0 to 2.5 m) and up to 30 feet (9.0 m) near the upper entrance.,68769,an additional seven to eight feet,DT JJ CD TO CD NNS,an,additional,seven & eight,feet,
babylm_sents,I'm done with them for the next four years.,69071,the next four years,DT JJ CD NNS,the,next,four,years,
babylm_sents,"But there had not been much hay in the barn for the last two years, for every St. John’s eve, when the grass was in the height of its vigor, it was all eaten clean up, just as if a whole flock of sheep had gnawed it down to the ground during the night.",69430,the last two years,DT JJ CD NNS,the,last,two,years,
babylm_sents,"This happened once, and it happened twice, but then the man got tired of losing his crop, and said to his sons he had three of them, and the third was called Cinderlad that one of them must go and sleep in the barn on St. John’s night, for it was absurd to let the grass be eaten up again, blade and stalk, as it had been the last two years, and the one who went to watch must keep a sharp look-out, the man said.",69431,the last two years,DT JJ CD NNS,the,last,two,years,
babylm_sents,"Prince Ahmed no sooner perceived himself in Nouronnihar’s chamber than he rose off the tapestry, as did also the other two Princes, and went to the bedside, and put the apple under her nose; some moments after the Princess opened her eyes, and turned her head from one side to another, looking at the persons who stood about her; and then rose up in the bed, and asked to be dressed, just as if she had waked out of a sound sleep.",70335,the other two Princes,DT JJ CD NNPS,the,other,two,Princes,
babylm_sents,"Bundesliga, along with the top four finishers of the 3.",70985,the top four finishers,DT JJ CD NNS,the,top,four,finishers,
babylm_sents,One pot contains the 18 teams from the previous season of the Bundesliga and the top 14 teams from the previous season of the 2.,71021,the top 14 teams,DT JJ CD NNS,the,top,14,teams,
babylm_sents,The other pot contains the bottom 4 teams from the previous season of the 2.,71023,the bottom 4 teams,DT JJ CD NNS,the,bottom,4,teams,
babylm_sents,"Bundesliga, the top 4 teams from the previous season of the 3.",71024,the top 4 teams,DT JJ CD NNS,the,top,4,teams,
babylm_sents,"Up until 2008, only the top two divisions of German football, the Bundesliga and 2.",71349,the top two divisions,DT JJ CD NNS,the,top,two,divisions,
babylm_sents,At her cries the other two mice ran up .,71579,the other two mice,DT JJ CD NNS,the,other,two,mice,
babylm_sents,"He missed three months, returning for just the last three games of the 2007 season.",71811,the last three games,DT JJ CD NNS,the,last,three,games,
babylm_sents,"The lower 30 mi (48 km) of the river is surrounded by extensive swamps and wetlands, except at the coast.",72017,The lower 30 mi,DT JJR CD NNS,The,lower,30,mi,
babylm_sents,Michael Schumacher had won pole at four of the last five races.,73045,the last five races,DT JJ CD NNS,the,last,five,races,
babylm_sents,The bottom 6 teams in the 2003 Constructors' Championship were entitled to run a third car in free practice on Thursday.,73297,The bottom 6 teams,DT JJ CD NNS,The,bottom,6,teams,
babylm_sents,"This proved to be his most productive period as in the next eighteen months he published over four collections of radio plays, Aao (Come), Manto ke Drame (Manto's Dramas), Janaze (Funerals) and Teen Auraten (Three women).",74029,the next eighteen months,DT JJ CD NNS,the,next,eighteen,months,
babylm_sents,During the last two decades many stage productions were done to present his character in conflict with the harsh socio-economic realities of post partition era.,74122,the last two decades,DT JJ CD NNS,the,last,two,decades,
babylm_sents,"For the next seven years, Bell gave clinical lectures at the Middlesex Hospital and in 1835 he accepted the position of the Chair of Surgery at the University of Edinburgh following the premature death of Prof John William Turner.",74644,the next seven years,DT JJ CD NNS,the,next,seven,years,
babylm_sents,The value of the appropriate real formula_5' which should be substituted cannot be derived from this simple principle and can only be determined by a more sophisticated model or simulation.,76125,the appropriate real formula_5 ',DT JJ JJ CD NNS,the,appropriate & real,formula_5,',
babylm_sents,Around 300 were built in the first five years of being built.,76384,the first five years,DT JJ CD NNS,the,first,five,years,
babylm_sents,Archaeological surveys of the area have turned up evidence of native occupation over the last 2000 years.,76914,the last 2000 years,DT JJ CD NNS,the,last,2000,years,
babylm_sents,"In a 2012 edition, the Institute for Research on Public Policy's magazine, ""Policy Options"", named Davis the second-best Canadian premier of the last forty years, beaten only by Peter Lougheed.",77314,the last forty years,DT JJ CD NNS,the,last,forty,years,
babylm_sents,"It is the line graph of a graph (rather than a multigraph) if this set of cliques satisfies the additional condition that no two vertices of ""L"" are both in the same two cliques.",78636,the same two cliques,DT JJ CD NNS,the,same,two,cliques,
babylm_sents,"It has the same vertices as the line graph, but potentially fewer edges: two vertices of the medial graph are adjacent if and only if the corresponding two edges are consecutive on some face of the planar embedding.",78867,the corresponding two edges,DT JJ CD NNS,the,corresponding,two,edges,
babylm_sents,and I've really faithful these past two months of going to the health club and working out,80212,these past two months,DT JJ CD NNS,these,past,two,months,
babylm_sents,Kulick and St. John are the only two members of Kiss never to have worn makeup in the band.,80920,the only two members,DT JJ CD NNS,the,only,two,members,
babylm_sents,"Over the past two decades, Suchitra had written about 24 novels and a large number of short stories in different leading Bengali literary magazines.",81092,the past two decades,DT JJ CD NNS,the,past,two,decades,
babylm_sents,"For the last four months, that poor man has been wandering around Europe, looking for you.",82078,the last four months,DT JJ CD NNS,the,last,four,months,
babylm_sents,More than 120 cyclists have died in crashes in the past two years in London.,82794,the past two years,DT JJ CD NNS,the,past,two,years,
babylm_sents,"Much to his or her chagrin, however, the elderly tenant on the top floor of the building absolutely refused to sell, and so the patron was obliged to completely demolish the bottom three floors of the building and construct the Maison de Verre underneath, all without disturbing the original top floor.",83836,the bottom three floors,DT JJ CD NNS,the,bottom,three,floors,
babylm_sents,"so I would say in the last three years, we've probably used a lot more cans than ever before.",84608,the last three years,DT JJ CD NNS,the,last,three,years,
babylm_sents,"During the first three weeks of ""Big Brother Series 7"", Channel 4 conducted a promotion in conjunction with Nestlé to distribute 100 ""golden tickets"" randomly throughout Kit Kats, in a style reminiscent of the story ""Charlie and the Chocolate Factory"".",85674,the first three weeks,DT JJ CD NNS,the,first,three,weeks,
babylm_sents,"The other two spies, with the copies,",85733,The other two spies,DT JJ CD NNS,The,other,two,spies,
babylm_sents,The growing of cereal crops and the use of central control to organize farm workers helped the success of the state for the next 800 years.,85979,the next 800 years,DT JJ CD NNS,the,next,800,years,
babylm_sents,alright i'm gonna take a quick two minutes be right back .,86713,a quick two minutes,DT JJ CD NNS,a,quick,two,minutes,
babylm_sents,"In 1963 the paper took second place, and in 1964 another first, and the paper was barred from competing for the next five years.",86741,the next five years,DT JJ CD NNS,the,next,five,years,
babylm_sents,"He weighed – during filming, but in the film he was billed at ; one publisher said of Drago, ""He's a hulking 261 pounds of merciless fighting machine, the best that Soviet science & medicine can create"".",87096,a hulking 261 pounds,DT JJ CD NNS,a,hulking,261,pounds,
babylm_sents,"He first appeared opposite Polly Shannon in ""Direct Action"" under Sidney J. Furie, portraying Sergeant Frank Gannon, an officer who has spent the last three years on the Direct Action Unit (DAU) task force, fighting gang crime and corruption and after he leaves he is hunted down by former colleagues for betraying the brotherhood.",87664,the last three years,DT JJ CD NNS,the,last,three,years,
babylm_sents,the past two months you have pranced along the streets with your head,87960,the past two months,DT JJ CD NNS,the,past,two,months,
babylm_sents,"This was followed by a further six weeks of filming in the ""Reno-Tahoe area"".",88015,a further six weeks,DT JJ CD NNS,a,further,six,weeks,
babylm_sents,"In an interview with them, he claimed to often train up to six days a week, usually one-hour sessions completed in the morning, saying that ""it's just one hour a day, and then you can enjoy the other 23 hours"".",88087,the other 23 hours,DT JJ CD NNS,the,other,23,hours,
babylm_sents,"Other scholars are not as optimistic as De Muth; Marc Lynch suggests that the protests of the Arab Spring were long overdue, and that the political movements in the Arab Middle East have been slowly building strength for the last thirty years.",88586,the last thirty years,DT JJ CD NNS,the,last,thirty,years,
babylm_sents,The last 220 troops left Iraq by July 18.,89394,The last 220 troops,DT JJ CD NNS,The,last,220,troops,
babylm_sents,Agreement about the general chronology used in Egyptology has not changed much over the last 100 years.,90058,the last 100 years,DT JJ CD NNS,the,last,100,years,
babylm_sents,"Despite a power boost to 1.5 million watts, and an increased coverage area—expanded to 15 counties in northeastern Pennsylvania—WNEP-TV bounced back and forth in the ratings for most of the next two decades.",90094,the next two decades,DT JJ CD NNS,the,next,two,decades,
babylm_sents,"For the first two weeks nothing was found, but in",90104,the first two weeks,DT JJ CD NNS,the,first,two,weeks,
babylm_sents,"For example, a number of stone vessels of the rulers of the first two dynasties were placed in rooms under the Step Pyramid of Djoser.",90222,the first two dynasties,DT JJ CD NNS,the,first,two,dynasties,
babylm_sents,WNEP has led the ratings in northeastern Pennsylvania for most of the last 30 years and according to Nielsen data attracts more viewers than the other stations in town combined.,90572,the last 30 years,DT JJ CD NNS,the,last,30,years,
