sentence_idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
1345777,a very different document 24 years,ARTICLE RB JJ NN CD NNS,a,very different document,24,years,254,0.10375816993464053
1346335,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
1346381,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
1369257,a full lectureship three years,ARTICLE JJ NN CD NNS,a,full lectureship,three,years,254,0.10375816993464053
1398519,a brand new baby twenty years,ARTICLE RB JJ NN CD NNS,a,brand new baby,twenty,years,254,0.10375816993464053
1399312,an estimated three years,ARTICLE VBN CD NNS,an,estimated,three,years,254,0.10375816993464053
1468894,an additional six years,ARTICLE JJ CD NNS,an,additional,six,years,254,0.10375816993464053
1495512,an additional 20 years,ARTICLE JJ CD NNS,an,additional,20,years,254,0.10375816993464053
1495557,an additional 20 years,ARTICLE JJ CD NNS,an,additional,20,years,254,0.10375816993464053
1505615,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
1507775,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
1518069,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
1519272,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
1538017,a robust 92 years,ARTICLE JJ CD NNS,a,robust,92,years,254,0.10375816993464053
1564595,a full four years,ARTICLE JJ CD NNS,a,full,four,years,254,0.10375816993464053
1575856,a further two years,ARTICLE JJ CD NNS,a,further,two,years,254,0.10375816993464053
1598812,a possible ten years,ARTICLE JJ CD NNS,a,possible,ten,years,254,0.10375816993464053
1613896,an additional 30 years,ARTICLE JJ CD NNS,an,additional,30,years,254,0.10375816993464053
1639950,a further 10 years,ARTICLE JJR CD NNS,a,further,10,years,254,0.10375816993464053
1648226,a mere two years,ARTICLE JJ CD NNS,a,mere,two,years,254,0.10375816993464053
1655663,a much shorter version two years,ARTICLE RB JJR NN CD NNS,a,much shorter version,two,years,254,0.10375816993464053
1677474,a local estimate ten years,ARTICLE JJ NN CD NNS,a,local estimate,ten,years,254,0.10375816993464053
1679679,a splendid four years,ARTICLE JJ CD NNS,a,splendid,four,years,254,0.10375816993464053
1705932,an additional 120 years,ARTICLE JJ CD NNS,an,additional,120,years,254,0.10375816993464053
1761166,a final two years,ARTICLE JJ CD NNS,a,final,two,years,254,0.10375816993464053
1775785,a further three years,ARTICLE JJ CD NNS,A,further,three,years,254,0.10375816993464053
1789096,a further five years,ARTICLE JJ CD NNS,a,further,five,years,254,0.10375816993464053
1810121,a mere 20 years,ARTICLE JJ CD NNS,a,mere,20,years,254,0.10375816993464053
1815523,a long friendship and many years,ARTICLE JJ NN CC FEW NNS,a,long friendship and,many,years,254,0.10375816993464053
1857828,a further seven years,ARTICLE JJ CD NNS,a,further,seven,years,254,0.10375816993464053
1927211,a fucking million years,ARTICLE JJ CD NNS,a,fucking,million,years,254,0.10375816993464053
1929226,a good 17 years,ARTICLE JJ CD NNS,a,good,17,years,254,0.10375816993464053
1931491,an additional two years,ARTICLE JJ CD NNS,an,additional,two,years,254,0.10375816993464053
1937533,a staggering 22 years,ARTICLE JJ CD NNS,a,staggering,22,years,254,0.10375816993464053
1945219,a staggering 22 years,ARTICLE JJ CD NNS,a,staggering,22,years,254,0.10375816993464053
1969351,a further ten years,ARTICLE JJ CD NNS,a,further,ten,years,254,0.10375816993464053
2035319,a further seven years,ARTICLE JJ CD NNS,a,further,seven,years,254,0.10375816993464053
2052904,a fantastic ten years,ARTICLE JJ CD NNS,a,fantastic,ten,years,254,0.10375816993464053
2086653,a hard five years,ARTICLE JJ CD NNS,a,hard,five,years,254,0.10375816993464053
2118099,a terrible hurt ten years,ARTICLE JJ NN CD NNS,a,terrible hurt,ten,years,254,0.10375816993464053
2120410,a mere twenty years,ARTICLE JJ CD NNS,a,mere,twenty,years,254,0.10375816993464053
2156035,an amazing 82 years,ARTICLE JJ CD NNS,an,amazing,82,years,254,0.10375816993464053
2194512,a local celebrity eight years,ARTICLE JJ NN CD NNS,a,local celebrity,eight,years,254,0.10375816993464053
2195921,an unfortunate love affair two years,ARTICLE JJ NN NN CD NNS,an,unfortunate love affair,two,years,254,0.10375816993464053
2222435,a little girl four thousand years,ARTICLE JJ NN CD CD NNS,a,little girl,four thousand,years,254,0.10375816993464053
2291935,"a stern , reserved man many years","ARTICLE JJ , JJ NN FEW NNS",a,"stern , reserved man",many,years,254,0.10375816993464053
2395104,an initial 10 years,ARTICLE JJ CD NNS,an,initial,10,years,254,0.10375816993464053
2436308,a long eight years,ARTICLE JJ CD NNS,a,long,eight,years,254,0.10375816993464053
2465434,a further three years,ARTICLE JJ CD NNS,a,further,three,years,254,0.10375816993464053
2474231,"a long , like seven or eight years","ARTICLE JJ , UH CD CC CD NNS",a,"long , like",seven or eight,years,254,0.10375816993464053
2481012,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,254,0.10375816993464053
2494532,a quiet and delightful hundred years,ARTICLE JJ CC JJ CD NNS,a,quiet and delightful,hundred,years,254,0.10375816993464053
2498115,a successful three years,ARTICLE JJ CD NNS,a,successful,three,years,254,0.10375816993464053
2574948,an independent program and two more years,ARTICLE JJ NN CC CD FEW NNS,an,independent program and,two more,years,254,0.10375816993464053
2607046,an estimated nine years,ARTICLE VBN CD NNS,an,estimated,nine,years,254,0.10375816993464053
2612251,a similar aged seed two years,ARTICLE JJ VBN NN CD NNS,a,similar aged seed,two,years,254,0.10375816993464053
2650448,a further three years,ARTICLE JJ CD NNS,a,further,three,years,254,0.10375816993464053
2655971,a good seven or eight years,ARTICLE JJ CD CC CD NNS,a,good,seven or eight,years,254,0.10375816993464053
2764042,a great two years,ARTICLE JJ CD NNS,a,great,two,years,254,0.10375816993464053
2803064,a sudden war three years,ARTICLE JJ NN CD NNS,a,sudden war,three,years,254,0.10375816993464053
2855901,a good about erm eight or nine years,ARTICLE JJ RB UH CD CC CD NNS,a,good about erm,eight or nine,years,254,0.10375816993464053
2919097,an additional 4–6 years,ARTICLE JJ CD NNS,an,additional,4–6,years,254,0.10375816993464053
2919800,an additional 1 to 7 years,ARTICLE JJ CD TO CD NNS,an,additional,1 to 7,years,254,0.10375816993464053
3027052,an amazing six years,ARTICLE JJ CD NNS,an,amazing,six,years,254,0.10375816993464053
3029129,an amazing six years,ARTICLE JJ CD NNS,an,amazing,six,years,254,0.10375816993464053
3041113,a similar drought seven years,ARTICLE JJ NN CD NNS,a,similar drought,seven,years,254,0.10375816993464053
3084801,a good many years,ARTICLE JJ FEW NNS,A,good,many,years,254,0.10375816993464053
3118218,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
3213927,a mere 20 years,ARTICLE JJ CD NNS,a,mere,20,years,254,0.10375816993464053
3311783,an illustrious 11 years,ARTICLE JJ CD NNS,an,illustrious,11,years,254,0.10375816993464053
3353761,a partial hysterectomy four years,ARTICLE JJ NN CD NNS,a,partial hysterectomy,four,years,254,0.10375816993464053
3444557,a crude telescope four hundred years,ARTICLE JJ NN CD CD NNS,a,crude telescope,four hundred,years,254,0.10375816993464053
3445909,a political outcast two years,ARTICLE JJ NN CD NNS,a,political outcast,two,years,254,0.10375816993464053
3507536,a hard couple years,ARTICLE JJ FEW NNS,a,hard,couple,years,254,0.10375816993464053
3511022,a hard couple years,ARTICLE JJ FEW NNS,a,hard,couple,years,254,0.10375816993464053
3514626,a hard couple years,ARTICLE JJ FEW NNS,a,hard,couple,years,254,0.10375816993464053
3558429,a pretty wacky last four years,ARTICLE RB JJ JJ CD NNS,a,pretty wacky last,four,years,254,0.10375816993464053
3567195,a terrible accident ten years,ARTICLE JJ NN CD NNS,a,terrible accident,ten,years,254,0.10375816993464053
3568479,a mere three years,ARTICLE JJ CD NNS,a,mere,three,years,254,0.10375816993464053
3571304,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years,254,0.10375816993464053
3628487,an estimated one million years,ARTICLE VBN CD CD NNS,an,estimated,one million,years,254,0.10375816993464053
3645478,another little person several years,ARTICLE JJ NN FEW NNS,another,little person,several,years,254,0.10375816993464053
3892515,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years,254,0.10375816993464053
3945489,a good three years,ARTICLE JJ CD NNS,a,good,three,years,254,0.10375816993464053
4177532,a full 17 years,ARTICLE JJ CD NNS,a,full,17,years,254,0.10375816993464053
4186767,a clear ten years,ARTICLE JJ CD NNS,a,clear,ten,years,254,0.10375816993464053
4213178,an early age 3–6 years,ARTICLE JJ NN CD NNS,an,early age,3–6,years,254,0.10375816993464053
4214737,an african - american boy three years,ARTICLE JJ HYPH JJ NN CD NNS,an,african - american boy,three,years,254,0.10375816993464053
4243253,a further eight years,ARTICLE JJ CD NNS,a,further,eight,years,254,0.10375816993464053
4265453,a good thirty years,ARTICLE JJ CD NNS,a,good,thirty,years,254,0.10375816993464053
4299759,a good 10 years,ARTICLE JJ CD NNS,a,good,10,years,254,0.10375816993464053
4304057,a good 10 years,ARTICLE JJ CD NNS,a,good,10,years,254,0.10375816993464053
4310790,an extra two thousand years,ARTICLE JJ CD CD NNS,an,extra,two thousand,years,254,0.10375816993464053
4400929,a sudden illness twenty years,ARTICLE JJ NN CD NNS,a,sudden illness,twenty,years,254,0.10375816993464053
4402163,an extra two years,ARTICLE JJ CD NNS,an,extra,two,years,254,0.10375816993464053
4541988,a sudden two years,ARTICLE JJ CD NNS,a,sudden,two,years,254,0.10375816993464053
4542351,an extra ten years,ARTICLE JJ CD NNS,an,extra,ten,years,254,0.10375816993464053
4666168,an agonising first nine years,ARTICLE JJ JJ CD NNS,An,agonising first,nine,years,254,0.10375816993464053
4679083,another great battle two years,ARTICLE JJ NN CD NNS,another,great battle,two,years,254,0.10375816993464053
4679092,a wonderful three years,ARTICLE JJ CD NNS,a,wonderful,three,years,254,0.10375816993464053
4686682,a popular level many years,ARTICLE JJ NN FEW NNS,a,popular level,many,years,254,0.10375816993464053
4697083,a similar project eleven years,ARTICLE JJ NN CD NNS,a,similar project,eleven,years,254,0.10375816993464053
4718475,a at least two years,ARTICLE RB JJS CD NNS,a,at least,two,years,254,0.10375816993464053
4835063,a wealthy tobacco planter 20 years,ARTICLE JJ NN NN CD NNS,a,wealthy tobacco planter,20,years,254,0.10375816993464053
4952707,"a good 10,000 years",ARTICLE JJ CD NNS,a,good,"10,000",years,254,0.10375816993464053
5133802,a good 10 years,ARTICLE JJ CD NNS,a,good,10,years,254,0.10375816993464053
5162977,a mere seven years,ARTICLE JJ CD NNS,a,mere,seven,years,254,0.10375816993464053
5167567,a full twenty years,ARTICLE JJ CD NNS,a,full,twenty,years,254,0.10375816993464053
5222792,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,254,0.10375816993464053
5281780,a female jockey 45 years,ARTICLE JJ NN CD NNS,a,female jockey,45,years,254,0.10375816993464053
5356240,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
5433758,an early retirement four years,ARTICLE JJ NN CD NNS,an,early retirement,four,years,254,0.10375816993464053
5490335,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
5541968,a good 60 years,ARTICLE JJ CD NNS,a,good,60,years,254,0.10375816993464053
5694405,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
5853698,a little girl and four years,ARTICLE JJ NN CC CD NNS,a,little girl and,four,years,254,0.10375816993464053
5868531,a great five years,ARTICLE JJ CD NNS,a,great,five,years,254,0.10375816993464053
5981859,a young fellow thirty years,ARTICLE JJ NN CD NNS,a,young fellow,thirty,years,254,0.10375816993464053
6075168,a great last couple years,ARTICLE JJ JJ FEW NNS,a,great last,couple,years,254,0.10375816993464053
6085071,another good two or three years,ARTICLE JJ CD CC CD NNS,another,good,two or three,years,254,0.10375816993464053
6093003,another good two or three years,ARTICLE JJ CD CC CD NNS,another,good,two or three,years,254,0.10375816993464053
6142512,a .. 46 years,ARTICLE JJ CD NNS,a,..,46,years,254,0.10375816993464053
6398132,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,254,0.10375816993464053
6405175,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
6413106,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years,254,0.10375816993464053
6427471,a further fifty five years,ARTICLE JJ CD CD NNS,a,further,fifty five,years,254,0.10375816993464053
6445211,a big demo five years,ARTICLE JJ NN CD NNS,a,big demo,five,years,254,0.10375816993464053
6457454,a statesman - like word eleven years,ARTICLE NN HYPH JJ NN CD NNS,a,statesman - like word,eleven,years,254,0.10375816993464053
6476464,a good hundred years,ARTICLE JJ CD NNS,a,good,hundred,years,254,0.10375816993464053
6531971,a mere ten years,ARTICLE JJ CD NNS,a,mere,ten,years,254,0.10375816993464053
6583033,a sweet 16 years,ARTICLE JJ CD NNS,a,sweet,16,years,254,0.10375816993464053
6593178,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,254,0.10375816993464053
6597838,a good few years,ARTICLE JJ FEW NNS,a,good,few,years,254,0.10375816993464053
6702939,an illusory four years,ARTICLE JJ CD NNS,an,illusory,four,years,254,0.10375816993464053
6738202,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,254,0.10375816993464053
6752954,a little boy three years,ARTICLE JJ NN CD NNS,a,little boy,three,years,254,0.10375816993464053
6784508,a good 3 years,ARTICLE JJ CD NNS,a,good,3,years,254,0.10375816993464053
6788889,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
6864809,a devoted young colored man ten years,ARTICLE JJ JJ JJ NN CD NNS,a,devoted young colored man,ten,years,254,0.10375816993464053
7070660,a terrific book-- five years,ARTICLE JJ NN CD NNS,a,terrific book--,five,years,254,0.10375816993464053
7190262,a mandatory five years,ARTICLE JJ CD NNS,a,mandatory,five,years,254,0.10375816993464053
7196405,a small beginning 182 years,ARTICLE JJ NN CD NNS,a,small beginning,182,years,254,0.10375816993464053
7235692,a good idea and eight thousand years,ARTICLE JJ NN CC CD CD NNS,a,good idea and,eight thousand,years,254,0.10375816993464053
7249251,a similar court case 13 years,ARTICLE JJ NN NN CD NNS,a,similar court case,13,years,254,0.10375816993464053
7285256,an independent company seven years,ARTICLE JJ NN CD NNS,an,independent company,seven,years,254,0.10375816993464053
7363203,"a little , seventy years","ARTICLE JJ , CD NNS",a,"little ,",seventy,years,254,0.10375816993464053
7395196,a good 10 years,ARTICLE JJ CD NNS,a,good,10,years,254,0.10375816993464053
7409004,an extra two or three years,ARTICLE JJ CD CC CD NNS,An,extra,two or three,years,254,0.10375816993464053
7420512,a small beginning 182 years,ARTICLE JJ NN CD NNS,a,small beginning,182,years,254,0.10375816993464053
7517521,an electrical engineer 75 years,ARTICLE JJ NN CD NNS,an,electrical engineer,75,years,254,0.10375816993464053
7525637,a very young 92 years,ARTICLE RB JJ CD NNS,a,very young,92,years,254,0.10375816993464053
7594234,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years,254,0.10375816993464053
7620940,a tremendous 60 years,ARTICLE JJ CD NNS,a,tremendous,60,years,254,0.10375816993464053
7669391,an additional 3 years,ARTICLE JJ CD NNS,an,additional,3,years,254,0.10375816993464053
8087328,a very interesting five years,ARTICLE RB JJ CD NNS,a,very interesting,five,years,254,0.10375816993464053
8087329,"a sudden , two years","ARTICLE JJ , CD NNS",a,"sudden ,",two,years,254,0.10375816993464053
8196300,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years,254,0.10375816993464053
8202850,a mandatory 25 years,ARTICLE JJ CD NNS,a,mandatory,25,years,254,0.10375816993464053
8228359,a staggering 10 years,ARTICLE JJ CD NNS,a,staggering,10,years,254,0.10375816993464053
8239980,a special very two years,ARTICLE JJ RB CD NNS,a,special very,two,years,254,0.10375816993464053
8319371,a deceased donor kidney transplant 10 years,ARTICLE JJ NN NN NN CD NNS,a,deceased donor kidney transplant,10,years,254,0.10375816993464053
8345517,a guaranteed 18 years,ARTICLE JJ CD NNS,a,guaranteed,18,years,254,0.10375816993464053
8393158,a good couple years,ARTICLE JJ FEW NNS,a,good,couple,years,254,0.10375816993464053
8444125,a tumultuous couple years,ARTICLE JJ FEW NNS,a,tumultuous,couple,years,254,0.10375816993464053
8515217,an innocent 60 years,ARTICLE JJ CD NNS,an,innocent,60,years,254,0.10375816993464053
8561934,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
8645435,a disturbed young girl five years,ARTICLE JJ JJ NN CD NNS,a,disturbed young girl,five,years,254,0.10375816993464053
8646984,a confused little girl five years,ARTICLE JJ JJ NN CD NNS,a,confused little girl,five,years,254,0.10375816993464053
8792170,a white male 25 to 45 years,ARTICLE JJ NN CD TO CD NNS,a,white male,25 to 45,years,254,0.10375816993464053
8792955,an identical murder 2 years,ARTICLE JJ NN CD NNS,an,identical murder,2,years,254,0.10375816993464053
8809908,a long six years,ARTICLE JJ CD NNS,a,long,six,years,254,0.10375816993464053
8875110,"a little , 18 years","ARTICLE JJ , CD NNS",A,"little ,",18,years,254,0.10375816993464053
8981690,a portable phone many years,ARTICLE JJ NN FEW NNS,a,portable phone,many,years,254,0.10375816993464053
8981803,a massive 108 years,ARTICLE JJ CD NNS,a,massive,108,years,254,0.10375816993464053
8982025,an impressive 70 years,ARTICLE JJ CD NNS,an,impressive,70,years,254,0.10375816993464053
9035633,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
9176384,an emotional farewell 15 years,ARTICLE JJ NN CD NNS,an,emotional farewell,15,years,254,0.10375816993464053
9181430,an unlucky 13 years,ARTICLE JJ CD NNS,an,unlucky,13,years,254,0.10375816993464053
9433481,a flamboyant young doctor ten years,ARTICLE JJ JJ NN CD NNS,a,flamboyant young doctor,ten,years,254,0.10375816993464053
9505173,a real estate broker three years,ARTICLE JJ NN NN CD NNS,a,real estate broker,three,years,254,0.10375816993464053
9900327,an additional two years,ARTICLE JJ CD NNS,an,additional,two,years,254,0.10375816993464053
9901371,an additional two years,ARTICLE JJ CD NNS,an,additional,two,years,254,0.10375816993464053
9996137,a broken leg three years,ARTICLE JJ NN CD NNS,a,broken leg,three,years,254,0.10375816993464053
10162677,a fun next 18 years,ARTICLE JJ JJ CD NNS,a,fun next,18,years,254,0.10375816993464053
10355080,a naturalized citizen three years,ARTICLE JJ NN CD NNS,a,naturalized citizen,three,years,254,0.10375816993464053
10355895,a naturalized citizen three years,ARTICLE JJ NN CD NNS,a,naturalized citizen,three,years,254,0.10375816993464053
10362012,an attempted robbery four years,ARTICLE VBN NN CD NNS,an,attempted robbery,four,years,254,0.10375816993464053
10404357,a good many more years,ARTICLE JJ FEW FEW NNS,a,good,many more,years,254,0.10375816993464053
10435750,a mere seven years,ARTICLE JJ CD NNS,a,mere,seven,years,254,0.10375816993464053
10447601,a good many years,ARTICLE JJ FEW NNS,A,good,many,years,254,0.10375816993464053
10451374,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,254,0.10375816993464053
10542542,a long 8 years,ARTICLE JJ CD NNS,A,long,8,years,254,0.10375816993464053
10685417,"a good ten , 15 years","ARTICLE JJ CD , CD NNS",a,good,"ten , 15",years,254,0.10375816993464053
10687116,"a good ten , 15 years","ARTICLE JJ CD , CD NNS",a,good,"ten , 15",years,254,0.10375816993464053
10784925,a crashed ship 10 years,ARTICLE VBN NN CD NNS,a,crashed ship,10,years,254,0.10375816993464053
10822543,a good two years,ARTICLE JJ CD NNS,A,good,two,years,254,0.10375816993464053
10879808,a further five years,ARTICLE JJ CD NNS,a,further,five,years,254,0.10375816993464053
11044039,a further 9 years,ARTICLE JJ CD NNS,a,further,9,years,254,0.10375816993464053
11128375,a mere 800 years,ARTICLE JJ CD NNS,a,mere,800,years,254,0.10375816993464053
11423988,a next few years,ARTICLE JJ FEW NNS,a,next,few,years,254,0.10375816993464053
11442965,"a little longer , like 200 years","ARTICLE JJ JJR , UH CD NNS",a,"little longer , like",200,years,254,0.10375816993464053
11451260,a good 50 years,ARTICLE JJ CD NNS,a,good,50,years,254,0.10375816993464053
11547428,a major fight twenty years,ARTICLE JJ NN CD NNS,a,major fight,twenty,years,254,0.10375816993464053
884,a smaller three to four people,ARTICLE JJR CD TO CD NNS,a,smaller,three to four,people,124,0.15441176470588236
16576,an extra two to three people,ARTICLE JJ CD TO CD NNS,an,extra,two to three,people,124,0.15441176470588236
29044,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
56953,an estimated 400 people,ARTICLE VBN CD NNS,an,estimated,400,people,124,0.15441176470588236
80323,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,124,0.15441176470588236
167186,"an estimated 1,700 people",ARTICLE VBN CD NNS,An,estimated,"1,700",people,124,0.15441176470588236
167399,"an estimated 100,000 people",ARTICLE VBN CD NNS,an,estimated,"100,000",people,124,0.15441176470588236
169156,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
219701,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
286540,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
286591,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
330751,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,124,0.15441176470588236
425642,"an estimated 4,000 people",ARTICLE VBN CD NNS,an,estimated,"4,000",people,124,0.15441176470588236
579655,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
639201,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
639812,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,124,0.15441176470588236
659461,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
676196,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
680569,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
683041,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,124,0.15441176470588236
683397,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
686286,a good many people,ARTICLE JJ FEW NNS,A,good,many,people,124,0.15441176470588236
699298,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
716317,an astonishing 98 people,ARTICLE JJ CD NNS,An,astonishing,98,people,124,0.15441176470588236
719667,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,124,0.15441176470588236
728005,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,124,0.15441176470588236
730597,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,124,0.15441176470588236
760100,a great many people,ARTICLE JJ FEW NNS,A,great,many,people,124,0.15441176470588236
788832,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,124,0.15441176470588236
797089,a further 360 people,ARTICLE JJ CD NNS,a,further,360,people,124,0.15441176470588236
