sentence_idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
140385,a great many young children,ARTICLE JJ FEW JJ NNS,a,great,many,young children,2,0.21486928104575165
143563,a great many officers,ARTICLE JJ FEW NNS,A,great,many,officers,3,0.12745098039215685
144425,a great many salaams,ARTICLE JJ FEW NNS,a,great,many,salaams,3,0.12990196078431374
146886,a great many doors,ARTICLE JJ FEW NNS,a,great,many,doors,4,0.10049019607843138
148046,a great many rupees,ARTICLE JJ FEW NNS,a,great,many,rupees,2,0.20669934640522875
148355,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,13,0.05800653594771242
148447,an additional ten states,ARTICLE JJ CD NNS,an,additional,ten,states,1,0.28308823529411764
149538,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
155767,a great many rupees,ARTICLE JJ FEW NNS,a,great,many,rupees,2,0.20669934640522875
155933,a great many salaams,ARTICLE JJ FEW NNS,a,great,many,salaams,3,0.12990196078431374
156623,a great many birds,ARTICLE JJ FEW NNS,a,great,many,birds,2,0.1919934640522876
156939,a great many miles,ARTICLE JJ FEW NNS,a,great,many,miles,2,0.20179738562091504
157113,a great many salaams,ARTICLE JJ FEW NNS,a,great,many,salaams,3,0.12990196078431374
159152,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.07802287581699346
167186,"an estimated 1,700 people",ARTICLE VBN CD NNS,An,estimated,"1,700",people,1,0.3815359477124183
167399,"an estimated 100,000 people",ARTICLE VBN CD NNS,an,estimated,"100,000",people,2,0.15441176470588236
169156,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
169902,an average sixty - six immigrants,ARTICLE JJ CD HYPH CD NNS,an,average,sixty - six,immigrants,1,0.3047385620915033
170562,a great many children,ARTICLE JJ FEW NNS,a,great,many,children,4,0.0988562091503268
173662,an additional six months,ARTICLE JJ CD NNS,an,additional,six,months,2,0.14460784313725492
179606,a good two years,ARTICLE JJ CD NNS,a,good,two,years,2,0.18872549019607843
183594,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.07802287581699346
205972,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
209357,a mere 360 metres,ARTICLE JJ CD NNS,a,mere,360,metres,2,0.2238562091503268
209550,a mere 360 metres,ARTICLE JJ CD NNS,a,mere,360,metres,2,0.2238562091503268
212846,a great many birds,ARTICLE JJ FEW NNS,A,great,many,birds,2,0.1919934640522876
218494,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.07312091503267974
219701,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
220990,an estimated five million bricks,ARTICLE VBN CD CD NNS,an,estimated,five million,bricks,1,0.4424019607843137
222931,a combined 5 minutes,ARTICLE VBN CD NNS,a,combined,5,minutes,1,0.3545751633986928
229447,a full 15 games,ARTICLE JJ CD NNS,a,full,15,games,1,0.49836601307189543
229503,a distant 30 games,ARTICLE JJ CD NNS,a,distant,30,games,1,0.37336601307189543
232264,"an estimated 600,000 daily passengers",ARTICLE VBN CD JJ NNS,an,estimated,"600,000",daily passengers,1,0.43014705882352944
232367,"an estimated 500,000 riders",ARTICLE VBN CD NNS,an,estimated,"500,000",riders,1,0.4256535947712418
233354,a great many windings,ARTICLE JJ FEW NNS,a,great,many,windings,2,0.21241830065359477
265006,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,13,0.05800653594771242
269338,"an estimated 110,000 tons",ARTICLE VBN CD NNS,an,estimated,"110,000",tons,1,0.3880718954248366
269339,"an estimated 8,300 premature deaths",ARTICLE VBN CD JJ NNS,an,estimated,"8,300",premature deaths,1,0.43504901960784315
269340,"an estimated 360,000 asthma attacks",ARTICLE VBN CD NN NNS,an,estimated,"360,000",asthma attacks,1,0.41380718954248363
269489,an annualized 15 billion gallons,ARTICLE VBN CD CD NNS,an,annualized,15 billion,gallons,1,0.2937091503267974
271759,"an estimated 250,000 shearwater burrows",ARTICLE VBN CD NN NNS,an,estimated,"250,000",shearwater burrows,1,0.4056372549019608
275060,a constant sometimes eight colors,ARTICLE JJ RB CD NNS,a,constant sometimes,eight,colors,1,0.36233660130718953
276710,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
283322,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,14,0.046977124183006536
286540,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
286591,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
326636,"an estimated 90,000 african slaves",ARTICLE VBN CD JJ NNS,an,estimated,"90,000",african slaves,1,0.440359477124183
327972,an additional 124 officers,ARTICLE JJ CD NNS,an,additional,124,officers,1,0.25449346405228757
329442,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,7,0.07598039215686274
330751,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,12,0.06290849673202614
332341,an estimated 523 japanese soldiers,ARTICLE VBN CD JJ NNS,an,estimated,523,japanese soldiers,1,0.4272875816993464
334740,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.07802287581699346
335274,an estimated 100–240 black people,ARTICLE VBN CD JJ NNS,an,estimated,100–240,black people,1,0.3872549019607843
343998,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,14,0.046977124183006536
345060,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
347616,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
352538,an additional 16 months,ARTICLE JJ CD NNS,an,additional,16,months,1,0.25531045751633985
353833,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,14,0.05269607843137255
354309,an estimated 81 million total viewers,ARTICLE VBN CD CD JJ NNS,An,estimated,81 million,total viewers,1,0.4383169934640523
354384,a great many questions,ARTICLE JJ FEW NNS,a,great,many,questions,3,0.12867647058823528
354995,an elongated oval form 12.5 km,ARTICLE JJ JJ NN CD NNS,an,elongated oval form,12.5,km,1,0.377859477124183
360393,a chilly 248 degrees,ARTICLE JJ CD NNS,a,chilly,248,degrees,1,0.34395424836601307
360764,a colossal 5 stories,ARTICLE JJ CD NNS,a,colossal,5,stories,1,0.3492647058823529
360882,a record seven times,ARTICLE RECORD CD NNS,a,record,seven,times,3,0.13970588235294118
362374,an additional three years,ARTICLE JJ CD NNS,an,additional,three,years,1,0.28594771241830064
363222,"an estimated 4,694 times",ARTICLE JJ CD NNS,an,estimated,"4,694",times,1,0.4170751633986928
368422,an estimated 1600 students,ARTICLE VBN CD NNS,an,estimated,1600,students,1,0.39338235294117646
375150,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
379511,an additional 22 issues,ARTICLE JJ CD NNS,an,additional,22,issues,1,0.2610294117647059
380199,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,13,0.05800653594771242
388434,a dead spider five times,ARTICLE JJ NN CD NNS,a,dead spider,five,times,1,0.36764705882352944
390650,a career - high 20 starts,ARTICLE NN HYPH JJ CD NNS,a,career - high,20,starts,1,0.32802287581699346
405355,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
414367,"an estimated 50,000 spectators",ARTICLE VBN CD NNS,an,estimated,"50,000",spectators,1,0.42401960784313725
414709,a record five times,ARTICLE RECORD CD NNS,a,record,five,times,2,0.23447712418300654
415235,an atomic bomb test 10 years,ARTICLE JJ NN NN CD NNS,an,atomic bomb test,10,years,1,0.30106209150326796
424372,an even 300 wins,ARTICLE JJ CD NNS,an,even,300,wins,1,0.4485294117647059
425642,"an estimated 4,000 people",ARTICLE VBN CD NNS,an,estimated,"4,000",people,1,0.4158496732026144
433980,an annual world convention and four symposia,ARTICLE JJ NN NN CC CD NNS,an,annual world convention and,four,symposia,1,0.29330065359477125
434954,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,21,0.04125816993464052
436950,a good many comforts,ARTICLE JJ FEW NNS,a,good,many,comforts,2,0.1772875816993464
440735,a good many little gifts,ARTICLE JJ FEW JJ NNS,a,good,many,little gifts,2,0.18055555555555555
441862,a good many bitter tears,ARTICLE JJ FEW JJ NNS,a,good,many,bitter tears,2,0.17565359477124182
452023,"an additional 100,000 men",ARTICLE JJ CD NNS,an,additional,"100,000",men,1,0.25326797385620914
457058,a good many hard times,ARTICLE JJ FEW JJ NNS,a,good,many,hard times,2,0.17973856209150327
457169,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.07312091503267974
462122,"a fine picture or two , a stand of flowers","ARTICLE JJ NN CC CD , ARTICLE NN IN NNS",a,NA,"two ,",a stand of flowers,2,0.24754901960784315
467939,a good many hard knocks,ARTICLE JJ FEW JJ NNS,a,good,many,hard knocks,2,0.17892156862745098
476521,a grim papa and three grimmer maiden aunts,ARTICLE JJ NN CC CD JJR NN NNS,a,grim papa and,three,grimmer maiden aunts,2,0.2181372549019608
480233,a good many miracles,ARTICLE JJ FEW NNS,a,good,many,miracles,2,0.1830065359477124
511111,a fine beast fourteen hands,ARTICLE JJ NN CD NNS,a,fine beast,fourteen,hands,1,0.4897875816993464
517682,a fair and beloved wife and several lovely children,ARTICLE JJ CC JJ NN CC FEW JJ NNS,a,fair and beloved wife and,several,lovely children,1,0.4832516339869281
524450,an additional two years,ARTICLE JJ CD NNS,an,additional,two,years,4,0.0857843137254902
541074,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
549224,a record seven times,ARTICLE RECORD CD NNS,a,record,seven,times,3,0.13970588235294118
569678,an additional 2 miles,ARTICLE JJ CD NNS,an,additional,2,miles,1,0.2581699346405229
575112,an estimated 15 % of citizens,ARTICLE VBN CD NN IN NNS,An,estimated,15,% of citizens,1,0.39215686274509803
577024,a record four times,ARTICLE RECORD CD NNS,a,record,four,times,2,0.23529411764705882
579655,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
579861,a career - high 8.7 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,8.7,points,1,0.33578431372549017
581081,"an extra 2,600 men",ARTICLE JJ CD NNS,an,extra,"2,600",men,1,0.4550653594771242
584500,"an additional 1,000 sorties",ARTICLE JJ CD NNS,an,additional,"1,000",sorties,1,0.25163398692810457
591689,a cheap hall bedroom and two art lessons,ARTICLE JJ NN NN CC CD NN NNS,a,cheap hall bedroom and,two,art lessons,1,0.3431372549019608
599547,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,21,0.04125816993464052
606899,a career - best 220 wickets,ARTICLE NN HYPH JJ CD NNS,a,career - best,220,wickets,1,0.32393790849673204
607049,a combined 18 weeks,ARTICLE VBN CD NNS,a,combined,18,weeks,1,0.352124183006536
608321,a fine eighteen months,ARTICLE JJ CD NNS,a,fine,eighteen,months,1,0.48937908496732024
619017,"a collective 8,000 spots",ARTICLE JJ CD NNS,a,collective,"8,000",spots,1,0.3488562091503268
622773,a difficult question sentence answer sentence question sentence length three marks,ARTICLE JJ NN NN NN NN NN NN NN CD NNS,a,difficult question sentence answer sentence question sentence length,three,marks,1,0.37173202614379086
630595,an estimated 250 million phonograph records,ARTICLE VBN CD CD NN NNS,an,estimated,250 million,phonograph records,1,0.4040032679738562
634562,a combined 319 yards,ARTICLE JJ CD NNS,a,combined,319,yards,1,0.35375816993464054
639201,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
639812,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,12,0.06290849673202614
649710,a combined 20 league games,ARTICLE VBN CD NN NNS,a,combined,20,league games,1,0.35294117647058826
655855,an estimated 500 settlers,ARTICLE VBN CD NNS,An,estimated,500,settlers,1,0.42483660130718953
659461,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
676196,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
679288,an estimated 660 000 deaths,ARTICLE VBN CD CD NNS,an,estimated,660 000,deaths,1,0.43137254901960786
680569,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
683041,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,12,0.06290849673202614
683397,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
684595,a great many ways,ARTICLE JJ FEW NNS,a,great,many,ways,2,0.21160130718954248
686286,a good many people,ARTICLE JJ FEW NNS,A,good,many,people,12,0.06290849673202614
689299,an additional 700 miles,ARTICLE JJ CD NNS,an,additional,700,miles,1,0.27205882352941174
690564,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,13,0.05800653594771242
691359,"an estimated one hundred and sixty three , six forty pounds","ARTICLE VBN CD CD CC CD CD , CD CD NNS",an,estimated,"one hundred and sixty three , six forty",pounds,1,0.4444444444444444
692650,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,14,0.05269607843137255
693440,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things,4,0.10375816993464053
699298,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
700170,an extra eleven million pounds,ARTICLE JJ CD CD NNS,an,extra,eleven million,pounds,1,0.4616013071895425
707369,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
711598,an accumulative 44 years,ARTICLE JJ CD NNS,an,accumulative,44,years,1,0.24959150326797386
713081,an additional 18 episodes,ARTICLE JJ CD NNS,an,additional,18,episodes,1,0.2569444444444444
714734,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
716317,an astonishing 98 people,ARTICLE JJ CD NNS,An,astonishing,98,people,1,0.2977941176470588
719411,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,7,0.07598039215686274
719667,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,12,0.06290849673202614
721225,a half - dozen men,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,men,2,0.21895424836601307
721557,a great many years,ARTICLE JJ FEW NNS,A,great,many,years,13,0.05800653594771242
724504,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,14,0.046977124183006536
728005,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,12,0.06290849673202614
729549,a great many hundred years,ARTICLE JJ FEW CD NNS,a,great,many hundred,years,2,0.21568627450980393
730597,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
730756,a half - dozen times,ARTICLE JJ HYPH FEW NNS,A,half -,dozen,times,2,0.21977124183006536
733392,a good many folks,ARTICLE JJ FEW NNS,a,good,many,folks,3,0.12377450980392157
735855,an estimated 500 children,ARTICLE VBN CD NNS,An,estimated,500,children,1,0.4244281045751634
743145,a great many strange things,ARTICLE JJ FEW JJ NNS,a,great,many,strange things,3,0.13112745098039216
760100,a great many people,ARTICLE JJ FEW NNS,A,great,many,people,38,0.032679738562091505
761101,an additional 17 years,ARTICLE JJ CD NNS,an,additional,17,years,1,0.2565359477124183
762439,a great many mistakes,ARTICLE JJ FEW NNS,a,great,many,mistakes,2,0.2034313725490196
770255,a great many mistakes,ARTICLE JJ FEW NNS,a,great,many,mistakes,2,0.2034313725490196
772627,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars,3,0.13848039215686275
772629,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars,3,0.13848039215686275
772742,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars,3,0.13848039215686275
779012,a good many mild days,ARTICLE JJ FEW JJ NNS,a,good,many,mild days,2,0.18218954248366012
779707,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,14,0.05269607843137255
780300,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies,4,0.10212418300653595
780327,a great many species,ARTICLE JJ FEW NNS,a,great,many,species,4,0.10702614379084967
781012,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours,4,0.09558823529411764
781996,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies,4,0.10212418300653595
782018,a great many species,ARTICLE JJ FEW NNS,a,great,many,species,4,0.10702614379084967
785670,a crucial three points,ARTICLE JJ CD NNS,a,crucial,three,points,1,0.36437908496732024
788832,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,12,0.06290849673202614
791649,an audacious shot 30 yards,ARTICLE JJ NN CD NNS,an,audacious shot,30,yards,1,0.30187908496732024
792088,a good many boys,ARTICLE JJ FEW NNS,a,good,many,boys,2,0.17647058823529413
800215,an additional seven awards,ARTICLE JJ CD NNS,An,additional,seven,awards,1,0.2806372549019608
801302,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,13,0.05800653594771242
801306,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,7,0.07598039215686274
805856,a confirmed drunkard twenty years,ARTICLE VBN NN CD NNS,a,confirmed drunkard,twenty,years,1,0.3602941176470588
810797,"an additional 1,000 miles",ARTICLE JJ CD NNS,an,additional,"1,000",miles,1,0.2512254901960784
816535,a good many fairies,ARTICLE JJ FEW NNS,a,good,many,fairies,2,0.1781045751633987
828872,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,13,0.05800653594771242
829036,a good many fairies,ARTICLE JJ FEW NNS,a,good,many,fairies,2,0.1781045751633987
836618,a great many children,ARTICLE JJ FEW NNS,A,great,many,children,4,0.0988562091503268
836977,a fucking few minutes,ARTICLE JJ FEW NNS,a,fucking,few,minutes,2,0.16258169934640523
844769,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,14,0.05269607843137255
852154,an extra 9 experiences,ARTICLE JJ CD NNS,an,extra,9,experiences,1,0.4599673202614379
852985,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things,4,0.10375816993464053
853601,a great many women,ARTICLE JJ FEW NNS,a,great,many,women,2,0.21323529411764705
864747,a direct current overhead power supply 600 volts,ARTICLE JJ JJ JJ NN NN CD NNS,a,direct current overhead power supply,600,volts,1,0.37254901960784315
864780,a great many windings,ARTICLE JJ FEW NNS,a,great,many,windings,2,0.21241830065359477
866580,a great many doors,ARTICLE JJ FEW NNS,a,great,many,doors,4,0.10049019607843138
868150,a clear ten years,ARTICLE JJ CD NNS,a,clear,ten,years,2,0.14950980392156862
870572,a fair wife and two children,ARTICLE JJ NN CC CD NNS,a,fair wife and,two,children,1,0.4840686274509804
876055,a mere three years,ARTICLE JJ CD NNS,a,mere,three,years,2,0.22794117647058823
889514,a mere five minutes,ARTICLE JJ CD NNS,a,mere,five,minutes,2,0.22549019607843138
900754,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things,4,0.10375816993464053
904249,a great many voices,ARTICLE JJ FEW NNS,a,great,many,voices,2,0.2107843137254902
904634,an additional thirteen minutes,ARTICLE JJ CD NNS,an,additional,thirteen,minutes,1,0.2834967320261438
905191,a combined ten seasons,ARTICLE JJ CD NNS,a,combined,ten,seasons,1,0.3582516339869281
905842,a combined 14 seasons,ARTICLE JJ CD NNS,a,combined,14,seasons,2,0.1511437908496732
918115,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
919708,a great many brave deeds,ARTICLE JJ FEW JJ NNS,a,great,many,brave deeds,2,0.19281045751633988
919766,a good many young men,ARTICLE JJ FEW JJ NNS,a,good,many,young men,2,0.184640522875817
920178,a great many strange things,ARTICLE JJ FEW JJ NNS,a,great,many,strange things,3,0.13112745098039216
922300,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
922301,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
923817,a good many mild days,ARTICLE JJ FEW JJ NNS,a,good,many,mild days,2,0.18218954248366012
924449,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,14,0.05269607843137255
924922,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies,4,0.10212418300653595
924936,a great many species,ARTICLE JJ FEW NNS,a,great,many,species,4,0.10702614379084967
925782,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours,4,0.09558823529411764
926144,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
926892,a great many strange adventures,ARTICLE JJ FEW JJ NNS,a,great,many,strange adventures,2,0.20751633986928106
927899,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.07312091503267974
929614,a quiet and delightful hundred years,ARTICLE JJ CC JJ CD NNS,a,quiet and delightful,hundred,years,2,0.23284313725490197
930519,a great many days,ARTICLE JJ FEW NNS,a,great,many,days,8,0.06985294117647059
930670,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
930930,a great many hundred years,ARTICLE JJ FEW CD NNS,a,great,many hundred,years,2,0.21568627450980393
933162,a great many tender feelings,ARTICLE JJ FEW JJ NNS,a,great,many,tender feelings,2,0.20915032679738563
933324,an estimated 65 % of customers,ARTICLE VBN CD NN IN NNS,an,estimated,65,% of customers,1,0.4309640522875817
934404,an audio cd and several dvds,ARTICLE JJ NN CC FEW NNS,an,audio cd and,several,dvds,1,0.3022875816993464
935360,a great many giants,ARTICLE JJ FEW NNPS,a,great,many,giants,2,0.19526143790849673
935809,a great many thousand pygmies,ARTICLE JJ FEW CD NNPS,a,great,many thousand,pygmies,2,0.21650326797385622
935959,a great many centuries,ARTICLE JJ FEW NNS,a,great,many,centuries,2,0.19362745098039216
937766,a vast many rows,ARTICLE JJ FEW NNS,a,vast,many,rows,2,0.2434640522875817
937950,a great many trumpeters,ARTICLE JJ FEW NNS,a,great,many,trumpeters,2,0.2099673202614379
938271,a great many hurricanes,ARTICLE JJ FEW NNS,a,great,many,hurricanes,2,0.1968954248366013
939937,a great many yards,ARTICLE JJ FEW NNS,a,great,many,yards,2,0.21405228758169934
940606,a great many flowers,ARTICLE JJ FEW NNS,a,great,many,flowers,3,0.12622549019607843
941399,a vast many tender fears,ARTICLE JJ FEW JJ NNS,a,vast,many,tender fears,2,0.24428104575163398
941811,a great many other accomplishments,ARTICLE JJ FEW JJ NNS,a,great,many,other accomplishments,2,0.20506535947712418
941945,a great many little children,ARTICLE JJ FEW JJ NNS,a,great,many,little children,2,0.20016339869281047
942569,a great many misfortunes,ARTICLE JJ FEW NNS,a,great,many,misfortunes,2,0.20261437908496732
942739,a great many tears,ARTICLE JJ FEW NNS,a,great,many,tears,2,0.20833333333333334
944877,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,13,0.05800653594771242
957031,a great many ladies,ARTICLE JJ FEW NNS,a,great,many,ladies,2,0.19934640522875818
957682,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
962753,a combined 41 official reigns,ARTICLE VBN CD JJ NNS,a,combined,41,official reigns,1,0.3541666666666667
965431,"an additional 3,400 commuters",ARTICLE JJ CD NNS,An,additional,"3,400",commuters,1,0.2651143790849673
965500,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
965975,an additional eight strings,ARTICLE JJ CD NNS,an,additional,eight,strings,1,0.2749183006535948
968836,a career - high seven tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,seven,tackles,1,0.3374183006535948
