source,sentence,sentence_idx,construction,pattern,DT,ADJ,NUMERAL,NOUN,ADV
babylm_sents,"He next asked the old woman to show him where the King’s daughters lay; and the old woman took him upstairs and opened a great many doors, and out of every door came a beautiful lady who had been imprisoned there by the Etin; and ane o’ the ladies was the King’s daughter.",72747,a great many doors,DT JJ CD NNS,a,great,many,doors,
babylm_sents,"The girl had to ride for a great many days , and for a long and wearisome time , before she got there ; but at last she did arrive , and then she asked the East Wind if he could tell her the way to the Prince who dwelt east of the sun and west of the moon .",74097,a great many days,DT JJ CD NNS,a,great,many,days,
babylm_sents,"THE YELLOW DWARF Once upon a time there lived a queen who had been the mother of a great many children , and of them all only one daughter was left .",75040,a great many children,DT JJ CD NNS,a,great,many,children,
babylm_sents,"At this second lie, his nose grew a few more inches.",79716,a few more inches,DT JJ CD NNS,a,few,more,inches,
babylm_sents,"""I am afraid that a good many people know about them, most undesirable",80323,a good many people,DT JJ CD NNS,a,good,many,people,
babylm_sents,It is only a few more steps away.”,80362,a few more steps,DT JJ CD NNS,a,few,more,steps,
babylm_sents,"It has since been performed a few more times, notably at Cambridge University in 2003, Highgate in 2004, Guildford (Surrey) in 2007 (where it was voted best event of the year by the students of the University of Surrey), Adelaide Australia 2009, and several more productions have been proposed.",83979,a few more times,DT JJ CD NNS,a,few,more,times,
babylm_sents,alright i'm gonna take a quick two minutes be right back .,86713,a quick two minutes,DT JJ CD NNS,a,quick,two,minutes,
babylm_sents,"He weighed – during filming, but in the film he was billed at ; one publisher said of Drago, ""He's a hulking 261 pounds of merciless fighting machine, the best that Soviet science & medicine can create"".",87096,a hulking 261 pounds,DT JJ CD NNS,a,hulking,261,pounds,
babylm_sents,"This was followed by a further six weeks of filming in the ""Reno-Tahoe area"".",88015,a further six weeks,DT JJ CD NNS,a,further,six,weeks,
babylm_sents,Ah well it's a good few years for this.,90331,a good few years,DT JJ CD NNS,a,good,few,years,
babylm_sents,He swam a few more strokes.,92699,a few more strokes,DT JJ CD NNS,a,few,more,strokes,
babylm_sents,"After a few more steps, they saw, at the end of a long road near a clump of trees, a tiny cottage built of straw.",93062,a few more steps,DT JJ CD NNS,a,few,more,steps,
babylm_sents,we'll do a few more minutes .,96138,a few more minutes,DT JJ CD NNS,a,few,more,minutes,
babylm_sents,"Now the Queen had been shut up in a great tower by the King 's orders , and when a great many days went by and still she heard nothing from the Fairy she made her escape from the window by means of a rope ladder , taking her little baby with her .",98452,a great many days,DT JJ CD NNS,a,great,many,days,
babylm_sents,Well I'm only trying to find just a few more recordings for her because they're coming towards the end of the er,98456,a few more recordings,DT JJ CD NNS,a,few,more,recordings,
babylm_sents,"They are the most beautiful and valuable things that have ever been made in gold.” She wanted to have everything brought to her there, but he said, “There are so many of them that it would take a great many days to do that, and so many rooms would be required to exhibit them, that your house is not big enough.” Then her curiosity and longing were still more excited, until at last she said, “Conduct me to the ship, I will go there myself, and behold the treasures of thine master.”",102160,a great many days,DT JJ CD NNS,a,great,many,days,
babylm_sents,He travelled a few more miles that day but got worse that night.,102372,a few more miles,DT JJ CD NNS,a,few,more,miles,
babylm_sents,"Under the 1939 White Paper, Jews could only send a further 75,000 immigrants over 5 years and the goal of giving over Israel to Palestine.",105793,"a further 75,000 immigrants",DT JJR CD NNS,a,further,"75,000",immigrants,
babylm_sents,"The album went on to sell over 850,000 copies in the UK (double platinum), and a further 250,000 copies in the United States.",110319,"a further 250,000 copies",DT JJ CD NNS,a,further,"250,000",copies,
babylm_sents,"The album itself followed in March 1999 to mixed reviews, and only sold a mere 25,000 copies in its first week as it crawled in at Number 9 on the album chart, spending only 10 weeks in the UK Top 75.",110402,"a mere 25,000 copies",DT JJ CD NNS,a,mere,"25,000",copies,
babylm_sents,"The band made a few more festival appearances, including an appearance at V99, as a last-minute replacement for Placebo, before playing their last ever gig in the Netherlands at the end of August.",110424,a few more festival appearances,DT JJ CD NN NNS,a,few,more,festival & appearances,
babylm_sents,"It was not that the fagot-maker was not , perhaps , more vexed than his wife , but that she teased him , and that he was of the humor of a great many others , who love wives to speak well , but think those very importunate who are continually doing so .",114635,a great many others,DT JJ CD NNS,a,great,many,others,
babylm_sents,give me a few more minutes okay ?,115637,a few more minutes,DT JJ CD NNS,a,few,more,minutes,
babylm_sents,"On 28 June 2005 Capill entered guilty pleas on a further three charges of indecent assault, one of rape, and one of unlawful sexual connection, all committed against girls under the age of 12.",117952,a further three charges,DT JJ CD NNS,a,further,three,charges,
babylm_sents,"In the course of a great many journeys to the forest he carried away many rich stuffs and much fine linen , and set up a shop opposite that of Ali Baba 's son .",118242,a great many journeys,DT JJ CD NNS,a,great,many,journeys,
babylm_sents,And during a certain fatal three days when the,121316,a certain fatal three days,DT JJ JJ CD NNS,a,certain & fatal,three,days,
babylm_sents,"Before the rally, Sanders spoke to an additional 3,000 supporters outside who could not get into the arena.",126657,"an additional 3,000 supporters",DT JJ CD NNS,an,additional,"3,000",supporters,
babylm_sents,Dutch Schultz continued to operate his rackets for only a few more years.,130971,a few more years,DT JJ CD NNS,a,few,more,years,
babylm_sents,"Another fucking few minutes, he could be a stool.",132656,Another fucking few minutes,DT JJ CD NNS,Another,fucking,few,minutes,
babylm_sents,"In the autumn a great many sparrows assembled together in a wheatfield, and there the old bird met his four children again, and full of joy took them home with him.",136087,a great many sparrows,DT JJ CD NNS,a,great,many,sparrows,
babylm_sents,"Roger Ebert of the ""Chicago Sun-Times"" lauded the film, awarding it a full four stars and describing it as ""unflinchingly honest, and so well acted that for most of the film I abandoned any detachment and just watched it as if I were observing the lives of real people.""",136989,a full four stars,DT JJ CD NNS,a,full,four,stars,
babylm_sents,"A great many officers came to attend the Prince while he dismounted his horse , and afterward conducted him into the Sultan 's apartment , who was at that time surrounded with his favorites .",143563,A great many officers,DT JJ CD NNS,A,great,many,officers,
babylm_sents,"Then the tiger called the Raja's son, and when he came the tiger and his wife made him a great many salaams.",144425,a great many salaams,DT JJ CD NNS,a,great,many,salaams,
babylm_sents,"A great many Rajas and Rajas' sons have come here to marry her, and her father has had them all killed.",144993,A great many Rajas,DT JJ CD NNPS,A,great,many,Rajas,
babylm_sents,"He next asked the old woman to show him where the King 's daughters lay ; and the old woman took him upstairs and opened a great many doors , and out of every door came a beautiful lady who had been imprisoned there by the Etin ; and ane o ' the ladies was the King 's daughter .",146886,a great many doors,DT JJ CD NNS,a,great,many,doors,
babylm_sents,"Once there was a king called King Dantal, who had a great many rupees and soldiers and horses.",148046,a great many rupees,DT JJ CD NNS,a,great,many,rupees,
babylm_sents,"After a great many years he grew more cheerful and happy, and began to go again into his father's beautiful garden with Husain Mahamat.",148355,a great many years,DT JJ CD NNS,a,great,many,years,
babylm_sents,"Currently, ratification by an additional ten states would be necessary for this amendment to become law.",148447,an additional ten states,DT JJ CD NNS,an,additional,ten,states,
babylm_sents,"It meant a great many things, but in short it meant what it was to be Roman (that is, Roman-ness).",149538,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"If you obey our orders, we will give you a great many rupees.""",155767,a great many rupees,DT JJ CD NNS,a,great,many,rupees,
babylm_sents,"The dog made her a great many salaams, and said, ""To-morrow I shall die;"" and the cow then went back to her stable.",155933,a great many salaams,DT JJ CD NNS,a,great,many,salaams,
babylm_sents,"A great many Kings, Rajas, and their sons accepted this invitation and came.",156403,A great many Kings,DT JJ CD NNPS,A,great,many,Kings,
babylm_sents,"He rode very far, and shot a great many birds and a quantity of deer.",156623,a great many birds,DT JJ CD NNS,a,great,many,birds,
babylm_sents,"The King gave his daughter and the young prince a great many horses, and elephants, and all sorts of presents, and also a great many sepoys to guard them.",156938,a great many sepoys,DT JJ CD NNS,a,great,many,sepoys,
babylm_sents,"In this grand state they travelled to the prince's country, which was not a great many miles off.",156939,a great many miles,DT JJ CD NNS,a,great,many,miles,
babylm_sents,He made her a great many salaams.,157113,a great many salaams,DT JJ CD NNS,a,great,many,salaams,
babylm_sents,try to do a whole forty five minutes here .,162483,a whole forty five minutes,DT JJ CD CD NNS,a,whole,forty & five,minutes,
babylm_sents,"Adler joined NPR in 1979 as a general assignment reporter, after spending a year as an NPR freelance reporter covering New York City, and subsequently worked on a great many pieces dealing with subjects as diverse as the death penalty, the right to die movement, the response to the war in Kosovo, computer gaming, the drug ecstasy, geek culture, children and technology and Pokémon.",165613,a great many pieces,DT JJ CD NNS,a,great,many,pieces,
babylm_sents,"Gault was kept in jail for a few more days, then was sent home.",168009,a few more days,DT JJ CD NNS,a,few,more,days,
babylm_sents,"The Turtle and His Bride There was once a turtle who lived among a great many people of different kinds , in a large camp near a big river which was born right up amongst the snows , and flowed straight away south till it reached a sea where the water was always hot .",169156,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"` You will have to wait till the spring , though , ' she said ; ' I must make a great many slippers and dresses for myself , as I shall not have much time afterwards . '",169271,a great many slippers,DT JJ CD NNS,a,great,many,slippers,
babylm_sents,"These small settlements totalled only a few thousand people, but they were many of the first European arrivals in North America",169575,a few thousand people,DT JJ CD NNS,a,few,thousand,people,
babylm_sents,"How Geirald The Coward Was Punished Once upon a time there lived a poor knight who had a great many children , and found it very hard to get enough for them to eat .",170562,a great many children,DT JJ CD NNS,a,great,many,children,
babylm_sents,"Plus probably an additional six months through the, the worker's stuff that they have at, at, uh, through the company",173662,an additional six months,DT JJ CD NNS,an,additional,six,months,
babylm_sents,He ended the 2008–09 season with a very impressive 32 goals in 33 matches.,175893,a very impressive 32 goals,DT RB JJ CD NNS,a,impressive,32,goals,very
babylm_sents,Would you catch a couple thousand fireflies,177223,a couple thousand fireflies,DT JJ CD NNS,a,couple,thousand,fireflies,
babylm_sents,"he's probably, oh, a good two years old, big, old, fat and sassy tabby.",179606,a good two years,DT JJ CD NNS,a,good,two,years,
babylm_sents,"The actual telesoftware programme was contained from frame 70067d onwards, in this case for a further ten frames.",182028,a further ten frames,DT JJ CD NNS,a,further,ten,frames,
babylm_sents,"""I wish _I_ could get a few more days' holiday,"" said Bill ruefully.",182418,a few more days,DT JJ CD NNS,a,few,more,days,
babylm_sents,"It is set in a future Four Lands in which the Federation of the Southland has driven off the Elves, enslaved the Dwarves, and outlawed magic.",183850,a future Four Lands,DT JJ CD NNPS,a,future,Four,Lands,
babylm_sents,Even though the poem is a mere nineteen lines there are many differing interpretations.,186938,a mere nineteen lines,DT JJ CD NNS,a,mere,nineteen,lines,
babylm_sents,"In the next season, Salminen ran a new 10,000 m world record of 30:05.6.",189145,"a new 10,000 m",DT JJ CD NNS,a,new,"10,000",m,
babylm_sents,cross rail tender type of document would be to have a standard three or four sheets that were relative to the whole group.,189241,a standard three or four sheets,DT JJ CD CC CD NNS,a,standard,three & four,sheets,
babylm_sents,We're talking a few thousand dollars!,196476,a few thousand dollars,DT JJ CD NNS,a,few,thousand,dollars,
babylm_sents,"With the afternoon start, they made three miles (5 km) and camped in a line a few hundred yards from a stand of timber.",204103,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,
babylm_sents,Not that he had done a great many things as yet.,205972,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"The distance between Chinatown and the next station, Clarke Quay, is the shortest distance between two MRT stations in Singapore, a mere 360 metres.",209357,a mere 360 metres,DT JJ CD NNS,a,mere,360,metres,
babylm_sents,"The distance between Clarke Quay and the previous station, Chinatown, is the shortest distance between two MRT stations in Singapore, a mere 360 metres.",209550,a mere 360 metres,DT JJ CD NNS,a,mere,360,metres,
babylm_sents,"To provide company for the maid a few more houses had to be built, and people invited to live in them.",212697,a few more houses,DT JJ CD NNS,a,few,more,houses,
babylm_sents,"A great many birds assembled on the trees around the net, and said, ""What fine corn that is!",212846,A great many birds,DT JJ CD NNS,A,great,many,birds,
babylm_sents,"Next night a great many more Mice came, and on Sunday two Rats even appeared; but these thought the story was not pretty, and the little Mice were sorry for that, for now they also did not like it so much as before.",214928,a great many more Mice,DT JJ JJ CD NNPS,a,great & many,more,Mice,
babylm_sents,and we're gonna try and get you a good forty minutes half an hour .,215963,a good forty minutes,DT JJ CD NNS,a,good,forty,minutes,
babylm_sents,"and darted sharply south for a round dozen blocks, then went due east",217172,a round dozen blocks,DT JJ CD NNS,a,round,dozen,blocks,
babylm_sents,"He had a great many friends who said he was a real gentleman, and that pleased him very much.",218494,a great many friends,DT JJ CD NNS,a,great,many,friends,
babylm_sents,"Then he offered nine hundred crowns to anyone who caught the evil-doer , and at the same time ordered that whoever did not keep proper watch over the fields should be killed ; but though there were a great many people , none seemed able to protect the fields .",219701,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"Besides these , he has a strong bodyguard and a good many cross-bowmen .",223653,a good many cross - bowmen,DT JJ CD NNS NNS NNS,a,good,many,cross & - & bowmen,
babylm_sents,"In 1875, the final year of the NA, the Red Stockings were an amazing 71-8, finishing a full 15 games ahead of the Athletics.",229447,a full 15 games,DT JJ CD NNS,a,full,15,games,
babylm_sents,"In 1885, the team finished above .500 for the first time, going 56-54 and finishing in third place, a distant 30 games behind the White Stockings and 28 games behind second-place New York Giants.",229503,a distant 30 games,DT JJ CD NNS,a,distant,30,games,
babylm_sents,"Jack now resolved to enter the giant's cave in search of his treasure, and, passing along through a great many windings and turnings, he came at length to a large room paved with freestone, at the upper end of which was a boiling caldron, and on the right hand a large table, at which the giant used to dine.",233354,a great many windings,DT JJ CD NNS,a,great,many,windings,
babylm_sents,"He had scored a great many hits on the heavy cruiser ""Chokai"", also sunk that day.",234129,a great many hits,DT JJ CD NNS,a,great,many,hits,
babylm_sents,"He took his bow , and aiming an arrow at the largest wolf , shot him through the heart , and a few more arrows soon put the rest to flight .",237768,a few more arrows,DT JJ CD NNS,a,few,more,arrows,
babylm_sents,Aside from said obsession he is a slight coward to Judy who he had developed a crush on as shown in a few dozen episodes alongside her husband Hugh.,238762,a few dozen episodes,DT JJ CD NNS,a,few,dozen,episodes,
babylm_sents,The Tamu Massif was formed about 145 million years ago during the late Jurassic to early Cretaceous period over a relatively short period of time (a few million years) and then became extinct.,251766,a few million years,DT JJ CD NNS,a,few,million,years,
babylm_sents,"But the raft was nearly done, and after the Tin Woodman had cut a few more logs and fastened them together with wooden pins, they were ready to start.",259024,a few more logs,DT JJ CD NNS,a,few,more,logs,
babylm_sents,"If you will kill for me the Wicked Witch of the West, I will bestow upon you a great many brains, and such good brains that you will be the wisest man in all the Land of Oz.""",261780,a great many brains,DT JJ CD NNS,a,great,many,brains,
babylm_sents,"The Emerald City was built a great many years ago, for I was a young man when the balloon brought me here, and I am a very old man now.",265006,a great many years,DT JJ CD NNS,a,great,many,years,
babylm_sents,"Then he entered the back room and took up a measure of bran, which he mixed with a great many pins and needles.",265405,a great many pins,DT JJ CD NNS,a,great,many,pins,
babylm_sents,"And Fanny says to her: ""I suppose a great many things happened before you were born, didn't they, Grandmother?""",276710,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"The flow moved at a swift 12 feet per minute, destroying entire towns and villages in its path.",278022,a swift 12 feet,DT JJ CD NNS,a,swift,12,feet,
babylm_sents,"He did a good many things, however, which a little astonished his subjects.",283322,a good many things,DT JJ CD NNS,a,good,many,things,
babylm_sents,"Now the lion had been very ill , and was not strong enough to go hunting for himself , and when the hare came and told him that a very fat donkey was to be found only a few hundred yards off , tears of disappointment and weakness filled his eyes . '",285769,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,
babylm_sents,And a great many people were brought to the Lord.,286540,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"So it was that for an entire year they met with the church and taught a great many people, and it was in Antioch that the disciples were first called ""Christians.""",286591,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"Once in the spring , a little before Midsummer , Walter heard that there were a great many wolves in the wood , and that pleased him .",289334,a great many wolves,DT JJ CD NNS,a,great,many,wolves,
babylm_sents,"I think we talked for a good eight minutes about the subject,",296380,a good eight minutes,DT JJ CD NNS,a,good,eight,minutes,
babylm_sents,He stayed with Sivananda for a further nine years but received little formal instruction from him.,308631,a further nine years,DT JJ CD NNS,a,further,nine,years,
babylm_sents,We had a few more things to buy.,316919,a few more things,DT JJ CD NNS,a,few,more,things,
babylm_sents,"Golfers play at the Anglesea Golf Club on Noble Street, home to a great many kangaroos.",318938,a great many kangaroos,DT JJ CD NNS,a,great,many,kangaroos,
babylm_sents,"Why had no one ever given it that before , and so absorbed was the little beast , sniffing about after a few more crumbs , that it never heard Peronnik creep up till it felt the halter on its neck and the rope round its feet , and -- in another moment -- some one on its back .",320409,a few more crumbs,DT JJ CD NNS,a,few,more,crumbs,
babylm_sents,"` Put thy finger in the mare 's ear and throw behind thee whatever thou findest in it , ' and the king 's son found a splinter of grey stone , and threw it behind him , and in a twinkling twenty miles of solid rock lay between them and the giant .",324283,a twinkling twenty miles,DT JJ CD NNS,a,twinkling,twenty,miles,
babylm_sents,"This is their starburst phase, and might last a few hundred million years.",326782,a few hundred million years,DT JJ CD CD NNS,a,few,hundred & million,years,
babylm_sents,"position revealed a full ten inches of the startling hose; and, since",327652,a full ten inches,DT JJ CD NNS,a,full,ten,inches,
babylm_sents,"However, aside from seizing some minor fortifications, the attack failed after six days of hand-to-hand combat, leaving Nogi with the deaths of an additional 124 officers and 3611 soldiers to report to his Emperor instead of a victory.",327972,an additional 124 officers,DT JJ CD NNS,an,additional,124,officers,
babylm_sents,"He then resumed his attempts to break through the fortifications at Port Arthur in other locations, cumulating in a six-day general assault at the end of October, which cost the Japanese a further 124 officers and 3611 men.",328094,a further 124 officers,DT JJ CD NNS,a,further,124,officers,
babylm_sents,"At the end of the siege, the Japanese captured a further 878 army officers and 23,491 other ranks; 15,000 of those captured were wounded.",328308,a further 878 army officers,DT JJR CD NN NNS,a,further,878,army & officers,
babylm_sents,Bonnie don't you think we should get a few more people to go to .,330042,a few more people,DT JJ CD NNS,a,few,more,people,
babylm_sents,That seemed a good many people to like—when you were not used to liking.,330751,a good many people,DT JJ CD NNS,a,good,many,people,
babylm_sents,Mary Lennox knew they were roses because she had seen a great many roses in India.,331869,a great many roses,DT JJ CD NNS,a,great,many,roses,
babylm_sents,"She thanked the little men gratefully , and after a few more instructions , jumped on the back of her great bird , and was borne away to the isle of Lok .",333237,a few more instructions,DT JJ CD NNS,a,few,more,instructions,
babylm_sents,"Looks like we'll be spending a few more days here, Opalescence.",337627,a few more days,DT JJ CD NNS,a,few,more,days,
babylm_sents,In the catchment area are a few more dams:,340324,a few more dams,DT JJ CD NNS,a,few,more,dams,
babylm_sents,“He knows a good many things out of books but he doesn’t know anything else.,343998,a good many things,DT JJ CD NNS,a,good,many,things,
babylm_sents,She had looked forward to telling him a great many things and she had meant to try to make up her mind whether it would be safe to trust him with the great secret.,345060,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,A further 15000 ha of HVP managed native forest has been protected as part of the agreement.,347369,A further 15000 ha,DT JJ CD NNS,A,further,15000,ha,
babylm_sents,Dr. Craven had never made such a short stay after a “tantrum”; usually he was obliged to remain a very long time and do a great many things.,347616,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"Bartali won the Tour de Suisse twice, another Milan–San Remo, and the 1948 Tour de France – a full ten years after his last victory.",349194,a full ten years,DT JJ CD NNS,a,full,ten,years,
babylm_sents,"Of this edition Robert Weinberg has written: ""Only a few hundred copies of the book were printed, and even less than that were sold, even though it was available at the bargain price of $1 per copy.",349994,a few hundred copies,DT JJ CD NNS,a,few,hundred,copies,
babylm_sents,"A good thirty yards separated the two, and the",351781,A good thirty yards,DT JJ CD NNS,A,good,thirty,yards,
babylm_sents,He was charged and sentenced to an additional 16 months for writing the letters in 1990.,352538,an additional 16 months,DT JJ CD NNS,an,additional,16,months,
babylm_sents,He said it a great many times—not a thousand times but quite a goodly number.,353833,a great many times,DT JJ CD NNS,a,great,many,times,
babylm_sents,She asked a great many questions and her blue eyes were full of deep thinking.,354384,a great many questions,DT JJ CD NNS,a,great,many,questions,
babylm_sents,"Now, this actor is trained to convince you, you need his services, so your room mates will hire him for a few more appearances during the next couple of months.",355210,a few more appearances,DT JJ CD NNS,a,few,more,appearances,
babylm_sents,There are a few more ways to represent the universal quantifier:,358458,a few more ways,DT JJ CD NNS,a,few,more,ways,
babylm_sents,"So that most of the atoms we find on the Earth's crust today are only a few hundred millions years old, and By, geologic standards that's quite young.",358608,a few hundred millions years,DT JJ CD CD NNS,a,few,hundred & millions,years,
babylm_sents,This further lowers the expected temperature and given the reflected light you'd expect the earth surface temperate to average out to a chilly 248 degrees kelvin.,360393,a chilly 248 degrees,DT JJ CD NNS,a,chilly,248,degrees,
babylm_sents,"Well, maybe he's learned a few more things since then.",360441,a few more things,DT JJ CD NNS,a,few,more,things,
babylm_sents,"you're not going to, you're not going to run up a few thousand dollars for that,",360685,a few thousand dollars,DT JJ CD NNS,a,few,thousand,dollars,
babylm_sents,"The instruction manual also stated the suit to be a colossal 5 stories tall and 5 tons (which is seriously underweight for a machine that tall), contrary to promo material stating it to be 4 stories tall.",360764,a colossal 5 stories,DT JJ CD NNS,a,colossal,5,stories,
babylm_sents,On 13 December 2007 he was sentenced to an additional three years jail for offences against a third boy.,362374,an additional three years,DT JJ CD NNS,an,additional,three,years,
babylm_sents,"Rann saw that the monkeys were carrying something, and dropped a few hundred yards to find out whether their load was good to eat.",363066,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,
