source,sentence,sentence_idx,construction,pattern,DT,ADJ,NUMERAL,NOUN,ADV
babylm_sents,"The Ottoman Empire had faced a number of setbacks in the last few decades—a few of its provinces achieved independence, some were annexed by other countries, or many lost in conflict—and for internal political reasons it may have seemed important to maintain Kuwait as part of the empire, even if only symbolically.",46090,the last few decades,DT JJ CD NNS,the,last,few,decades,
babylm_sents,"The girl had to ride for a great many days, and for a long and wearisome time, before she got there; but at last she did arrive, and then she asked the East Wind if he could tell her the way to the Prince who dwelt east of the sun and west of the moon.",47983,a great many days,DT JJ CD NNS,a,great,many,days,
babylm_sents,can you give us just a few more minutes ?,48033,a few more minutes,DT JJ CD NNS,a,few,more,minutes,
babylm_sents,"Once upon a time there lived a queen who had been the mother of a great many children, and of them all only one daughter was left.",48239,a great many children,DT JJ CD NNS,a,great,many,children,
babylm_sents,"A good many years had passed -- seventeen , in fact -- since Queen Rosalind was married , but you would not think it to look at her .",52634,A good many years,DT JJ CD NNS,A,good,many,years,
babylm_sents,"Now the Queen had been shut up in a great tower by the King’s orders, and when a great many days went by and still she heard nothing from the Fairy she made her escape from the window by means of a rope ladder, taking her little baby with her.",57401,a great many days,DT JJ CD NNS,a,great,many,days,
babylm_sents,"The Fairy Paribanou , I am sure , taught you nothing beyond the ordinary magical accomplishments suited to your rank ; but there are a great many things in the Cornelius which I think you should not study till you are older and wiser . ''",57750,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"It was not that the fagot-maker was not, perhaps, more vexed than his wife, but that she teased him, and that he was of the humor of a great many others, who love wives to speak well, but think those very importunate who are continually doing so.",63518,a great many others,DT JJ CD NNS,a,great,many,others,
babylm_sents,"In the course of a great many journeys to the forest he carried away many rich stuffs and much fine linen, and set up a shop opposite that of Ali Baba’s son.",64435,a great many journeys,DT JJ CD NNS,a,great,many,journeys,
babylm_sents,"Although the Almoravids were dominant in the first few years, they were in decline when Afonso I of Portugal definitively captured Lisbon (al-Ušbuna) in October 1147.",65093,the first few years,DT JJ CD NNS,the,first,few,years,
babylm_sents,"In the last few decades, besides these two urban areas, new urban agglomerations have emerged, such as ""Courela do Foguete"", ""Fonte Perra"", ""Olival Covo"", ""Quinta do Património"" and ""Real Forte"", as well as ""Terraços da Ponte"".",65404,the last few decades,DT JJ CD NNS,the,last,few,decades,
babylm_sents,"While the crier informed Prince Ahmed of the virtues of the artificial apple, a great many persons came about them and confirmed what he said; and one among the rest said he had a friend dangerously ill, whose life was despaired of; and that was a favorable opportunity to show Prince Ahmed the experiment.",70295,a great many persons,DT JJ CD NNS,a,great,many,persons,
babylm_sents,"A great many officers came to attend the Prince while he dismounted his horse, and afterward conducted him into the Sultan’s apartment, who was at that time surrounded with his favorites.",71366,A great many officers,DT JJ CD NNS,A,great,many,officers,
babylm_sents,"But, uh, he was in the nursing home the last several years of his life",72133,the last several years,DT JJ CD NNS,the,last,several,years,
babylm_sents,"He next asked the old woman to show him where the King’s daughters lay; and the old woman took him upstairs and opened a great many doors, and out of every door came a beautiful lady who had been imprisoned there by the Etin; and ane o’ the ladies was the King’s daughter.",72747,a great many doors,DT JJ CD NNS,a,great,many,doors,
babylm_sents,"The girl had to ride for a great many days , and for a long and wearisome time , before she got there ; but at last she did arrive , and then she asked the East Wind if he could tell her the way to the Prince who dwelt east of the sun and west of the moon .",74097,a great many days,DT JJ CD NNS,a,great,many,days,
babylm_sents,"In the first few chapters, Bell organizes his treatise as an early textbook of comparative anatomy.",75028,the first few chapters,DT JJ CD NNS,the,first,few,chapters,
babylm_sents,"After the first few chapters, Bell orients his treatise around the significance of the hand and its importance in its use in anatomy.",75030,the first few chapters,DT JJ CD NNS,the,first,few,chapters,
babylm_sents,"THE YELLOW DWARF Once upon a time there lived a queen who had been the mother of a great many children , and of them all only one daughter was left .",75040,a great many children,DT JJ CD NNS,a,great,many,children,
babylm_sents,"from what I understand from various net readings, it, the Federal government is going to try to legislate a more aggressive enforcement of state tax schemes, uh, in, into place in the next few years.",77562,the next few years,DT JJ CD NNS,the,next,few,years,
babylm_sents,"By now, Piano Magic was proving more popular abroad than in their homeland, and the next few years' activity included mainly European tours.",79153,the next few years,DT JJ CD NNS,the,next,few,years,
babylm_sents,"At this second lie, his nose grew a few more inches.",79716,a few more inches,DT JJ CD NNS,a,few,more,inches,
babylm_sents,and so this past couple months have been really hectic,80169,this past couple months,DT JJ CD NNS,this,past,couple,months,
babylm_sents,"""I am afraid that a good many people know about them, most undesirable",80323,a good many people,DT JJ CD NNS,a,good,many,people,
babylm_sents,It is only a few more steps away.”,80362,a few more steps,DT JJ CD NNS,a,few,more,steps,
babylm_sents,"“By this time, he must have been swallowed by the Terrible Shark, which, for the last few days, has been bringing terror to these waters.”",82783,the last few days,DT JJ CD NNS,the,last,few,days,
babylm_sents,"It has since been performed a few more times, notably at Cambridge University in 2003, Highgate in 2004, Guildford (Surrey) in 2007 (where it was voted best event of the year by the students of the University of Surrey), Adelaide Australia 2009, and several more productions have been proposed.",83979,a few more times,DT JJ CD NNS,a,few,more,times,
babylm_sents,Ah well it's a good few years for this.,90331,a good few years,DT JJ CD NNS,a,good,few,years,
babylm_sents,"After the first few bites, those greedy fish found out that the wood was not good for their teeth, and, afraid of indigestion, they turned and ran here and there without saying good-by or even as much as thank you to me.",91520,the first few bites,DT JJ CD NNS,the,first,few,bites,
babylm_sents,He swam a few more strokes.,92699,a few more strokes,DT JJ CD NNS,a,few,more,strokes,
babylm_sents,"A single infant or twins can be born, although it is not uncommon for one of the twins to perish within the first few months.",92837,the first few months,DT JJ CD NNS,the,first,few,months,
babylm_sents,"After a few more steps, they saw, at the end of a long road near a clump of trees, a tiny cottage built of straw.",93062,a few more steps,DT JJ CD NNS,a,few,more,steps,
babylm_sents,"this sort of work during the past few years?""",93486,the past few years,DT JJ CD NNS,the,past,few,years,
babylm_sents,we'll do a few more minutes .,96138,a few more minutes,DT JJ CD NNS,a,few,more,minutes,
babylm_sents,"Now the Queen had been shut up in a great tower by the King 's orders , and when a great many days went by and still she heard nothing from the Fairy she made her escape from the window by means of a rope ladder , taking her little baby with her .",98452,a great many days,DT JJ CD NNS,a,great,many,days,
babylm_sents,Well I'm only trying to find just a few more recordings for her because they're coming towards the end of the er,98456,a few more recordings,DT JJ CD NNS,a,few,more,recordings,
babylm_sents,"They are the most beautiful and valuable things that have ever been made in gold.” She wanted to have everything brought to her there, but he said, “There are so many of them that it would take a great many days to do that, and so many rooms would be required to exhibit them, that your house is not big enough.” Then her curiosity and longing were still more excited, until at last she said, “Conduct me to the ship, I will go there myself, and behold the treasures of thine master.”",102160,a great many days,DT JJ CD NNS,a,great,many,days,
babylm_sents,He travelled a few more miles that day but got worse that night.,102372,a few more miles,DT JJ CD NNS,a,few,more,miles,
babylm_sents,Little was heard about Humphrey over the next few years.,104111,the next few years,DT JJ CD NNS,the,next,few,years,
babylm_sents,"They, uh, they've been in San Diego for the last few years,",106729,the last few years,DT JJ CD NNS,the,last,few,years,
babylm_sents,"The band made a few more festival appearances, including an appearance at V99, as a last-minute replacement for Placebo, before playing their last ever gig in the Netherlands at the end of August.",110424,a few more festival appearances,DT JJ CD NN NNS,a,few,more,festival & appearances,
babylm_sents,"It was not that the fagot-maker was not , perhaps , more vexed than his wife , but that she teased him , and that he was of the humor of a great many others , who love wives to speak well , but think those very importunate who are continually doing so .",114635,a great many others,DT JJ CD NNS,a,great,many,others,
babylm_sents,give me a few more minutes okay ?,115637,a few more minutes,DT JJ CD NNS,a,few,more,minutes,
babylm_sents,"In the course of a great many journeys to the forest he carried away many rich stuffs and much fine linen , and set up a shop opposite that of Ali Baba 's son .",118242,a great many journeys,DT JJ CD NNS,a,great,many,journeys,
babylm_sents,"old church, it seemed, for the first few moments, pitch-dark.",124746,the first few moments,DT JJ CD NNS,the,first,few,moments,
babylm_sents,"In the first few months of the campaign, Cruz held campaign rallies in Tulsa, Oklahoma.",125051,the first few months,DT JJ CD NNS,the,first,few,months,
babylm_sents,"During a police lineup, a defiant Coll said that he had been in Albany, New York, for the past several months and refused to answer any other questions without an attorney present.",130625,the past several months,DT JJ CD NNS,the,past,several,months,
babylm_sents,Dutch Schultz continued to operate his rackets for only a few more years.,130971,a few more years,DT JJ CD NNS,a,few,more,years,
babylm_sents,"now I think maybe it's started changing in the past few years because, uh, they have of these, uh, sort of mandatory tests if you have to take before you get  a diploma.",132072,the past few years,DT JJ CD NNS,the,past,few,years,
babylm_sents,"In the past few years, however, phone makers have begun to make and sell cheap smartphones for sale in places where high-end smartphones are not popular.",132404,the past few years,DT JJ CD NNS,the,past,few,years,
babylm_sents,"Another fucking few minutes, he could be a stool.",132656,Another fucking few minutes,DT JJ CD NNS,Another,fucking,few,minutes,
babylm_sents,In an interview around the time Kéllé Bryan revealed that the band had been offered numerous record deals over the past few years since the band had split up.,135393,the past few years,DT JJ CD NNS,the,past,few,years,
babylm_sents,poverty and angry misery during the last few weeks of her life.,135886,the last few weeks,DT JJ CD NNS,the,last,few,weeks,
babylm_sents,"In the autumn a great many sparrows assembled together in a wheatfield, and there the old bird met his four children again, and full of joy took them home with him.",136087,a great many sparrows,DT JJ CD NNS,a,great,many,sparrows,
babylm_sents,watering place where they had spent the last few weeks of her life.,138221,the last few weeks,DT JJ CD NNS,the,last,few,weeks,
babylm_sents,But during the last few days it had been otherwise.,138496,the last few days,DT JJ CD NNS,the,last,few,days,
babylm_sents,"During the last few days he had made a real conquest of Miss Burnaby,",142497,the last few days,DT JJ CD NNS,the,last,few,days,
babylm_sents,"And then, not for the first time in the last few days, the aunt began",142899,the last few days,DT JJ CD NNS,the,last,few,days,
babylm_sents,"A great many officers came to attend the Prince while he dismounted his horse , and afterward conducted him into the Sultan 's apartment , who was at that time surrounded with his favorites .",143563,A great many officers,DT JJ CD NNS,A,great,many,officers,
babylm_sents,"Then the tiger called the Raja's son, and when he came the tiger and his wife made him a great many salaams.",144425,a great many salaams,DT JJ CD NNS,a,great,many,salaams,
babylm_sents,"A great many Rajas and Rajas' sons have come here to marry her, and her father has had them all killed.",144993,A great many Rajas,DT JJ CD NNPS,A,great,many,Rajas,
babylm_sents,"Hutton's next feature film, ""Taps"" (with George C. Scott, Sean Penn, and Tom Cruise), was popular with critics and audiences, but during the next several years, his motion pictures, such as ""Iceman"", ""Daniel"", ""Turk 182"", ""Made in Heaven"", and ""Q&A"", struggled at the box office.",146441,the next several years,DT JJ CD NNS,the,next,several,years,
babylm_sents,"He next asked the old woman to show him where the King 's daughters lay ; and the old woman took him upstairs and opened a great many doors , and out of every door came a beautiful lady who had been imprisoned there by the Etin ; and ane o ' the ladies was the King 's daughter .",146886,a great many doors,DT JJ CD NNS,a,great,many,doors,
babylm_sents,"Once there was a king called King Dantal, who had a great many rupees and soldiers and horses.",148046,a great many rupees,DT JJ CD NNS,a,great,many,rupees,
babylm_sents,"The last few nights, always about 3:00 in the morning,",148328,The last few nights,DT JJ CD NNS,The,last,few,nights,
babylm_sents,"After a great many years he grew more cheerful and happy, and began to go again into his father's beautiful garden with Husain Mahamat.",148355,a great many years,DT JJ CD NNS,a,great,many,years,
babylm_sents,During the last few days Sir Lyon had become convinced that Lionel,148599,the last few days,DT JJ CD NNS,the,last,few,days,
babylm_sents,no he'll be home in the next few minutes .,148660,the next few minutes,DT JJ CD NNS,the,next,few,minutes,
babylm_sents,It was as if in the last few days a pit had been dug,148844,the last few days,DT JJ CD NNS,the,last,few,days,
babylm_sents,"It meant a great many things, but in short it meant what it was to be Roman (that is, Roman-ness).",149538,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,dwelt with retrospective pleasure on the last few hours.,149791,the last few hours,DT JJ CD NNS,the,last,few,hours,
babylm_sents,"If you obey our orders, we will give you a great many rupees.""",155767,a great many rupees,DT JJ CD NNS,a,great,many,rupees,
babylm_sents,"The dog made her a great many salaams, and said, ""To-morrow I shall die;"" and the cow then went back to her stable.",155933,a great many salaams,DT JJ CD NNS,a,great,many,salaams,
babylm_sents,"A great many Kings, Rajas, and their sons accepted this invitation and came.",156403,A great many Kings,DT JJ CD NNPS,A,great,many,Kings,
babylm_sents,"He rode very far, and shot a great many birds and a quantity of deer.",156623,a great many birds,DT JJ CD NNS,a,great,many,birds,
babylm_sents,woman Pegler saw nothing for the first few days she occupied the haunted,156664,the first few days,DT JJ CD NNS,the,first,few,days,
babylm_sents,"The King gave his daughter and the young prince a great many horses, and elephants, and all sorts of presents, and also a great many sepoys to guard them.",156938,a great many sepoys,DT JJ CD NNS,a,great,many,sepoys,
babylm_sents,"In this grand state they travelled to the prince's country, which was not a great many miles off.",156939,a great many miles,DT JJ CD NNS,a,great,many,miles,
babylm_sents,He made her a great many salaams.,157113,a great many salaams,DT JJ CD NNS,a,great,many,salaams,
babylm_sents,"Often, during the last few days, he had told",160322,the last few days,DT JJ CD NNS,the,last,few,days,
babylm_sents,"She remembered that for some time the child had spoken more cheerfully, and that during the last few days she had raised herself in bed in the morning to look with sparkling eyes at her little garden which contained but a single pea plant.",162832,the last few days,DT JJ CD NNS,the,last,few,days,
babylm_sents,"In 2014, the HBO television series ""True Detective"" attracted attention from some of Ligotti's fans because of the striking resemblance between the pessimistic, antinatalist philosophy espoused in the first few episodes by the character of Rust Cohle (played by Matthew McConaughey) and Ligotti's own philosophical pessimism and antinatalism, especially as expressed in ""The Conspiracy Against the Human Race"".",163496,the first few episodes,DT JJ CD NNS,the,first,few,episodes,
babylm_sents,"Adler joined NPR in 1979 as a general assignment reporter, after spending a year as an NPR freelance reporter covering New York City, and subsequently worked on a great many pieces dealing with subjects as diverse as the death penalty, the right to die movement, the response to the war in Kosovo, computer gaming, the drug ecstasy, geek culture, children and technology and Pokémon.",165613,a great many pieces,DT JJ CD NNS,a,great,many,pieces,
babylm_sents,Well at least we're going to have a space station supposedly in the next few years.,166060,the next few years,DT JJ CD NNS,the,next,few,years,
babylm_sents,Working for this past few days have been a little hard as there is a lot of frustrating parts and now at the end i am really happy of my work to get it to finally start moving.,166452,this past few days,DT JJ CD NNS,this,past,few,days,
babylm_sents,A westward moving tropical wave reached the Caribbean Sea in late May and gradually organized over the next few days.,166544,the next few days,DT JJ CD NNS,the,next,few,days,
babylm_sents,"Felix weakened over the next few days back to a Category 1 hurricane on August 14, after an eyewall replacement cycle and an increase in wind shear.",166808,the next few days,DT JJ CD NNS,the,next,few,days,
babylm_sents,"Over the next few days, the cloud pattern associated with the system fluctuated in organization and a tropical depression may have developed as early as August 24.",167082,the next few days,DT JJ CD NNS,the,next,few,days,
babylm_sents,"After tracking steadily westward over the next few days, the system began developing convection.",167253,the next few days,DT JJ CD NNS,the,next,few,days,
babylm_sents,"Gault was kept in jail for a few more days, then was sent home.",168009,a few more days,DT JJ CD NNS,a,few,more,days,
babylm_sents,"The Turtle and His Bride There was once a turtle who lived among a great many people of different kinds , in a large camp near a big river which was born right up amongst the snows , and flowed straight away south till it reached a sea where the water was always hot .",169156,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"` You will have to wait till the spring , though , ' she said ; ' I must make a great many slippers and dresses for myself , as I shall not have much time afterwards . '",169271,a great many slippers,DT JJ CD NNS,a,great,many,slippers,
babylm_sents,"How Geirald The Coward Was Punished Once upon a time there lived a poor knight who had a great many children , and found it very hard to get enough for them to eat .",170562,a great many children,DT JJ CD NNS,a,great,many,children,
babylm_sents,within the last few minutes.,171777,the last few minutes,DT JJ CD NNS,the,last,few,minutes,
babylm_sents,"He had earned some starts after sitting out the first few games, including a 42 save performance in a controversial 3–2 loss against Finland.",174080,the first few games,DT JJ CD NNS,the,first,few,games,
babylm_sents,"During the last few days--I wonder if you've noticed it,",174987,the last few days,DT JJ CD NNS,the,last,few,days,
babylm_sents,"But a black band, twined unseen among the green leaves, and a streamer of crape hung down from it; for within the last few days the young artist had died.",177173,the last few days,DT JJ CD NNS,the,last,few,days,
babylm_sents,"In the first few years of their marriage, the couple lived in Spain.",177800,the first few years,DT JJ CD NNS,the,first,few,years,
babylm_sents,The events of the last few days had,179736,the last few days,DT JJ CD NNS,the,last,few,days,
babylm_sents,"""I wish _I_ could get a few more days' holiday,"" said Bill ruefully.",182418,a few more days,DT JJ CD NNS,a,few,more,days,
babylm_sents,spend each of the precious minutes that remained in the next few hours,182451,the next few hours,DT JJ CD NNS,the,next,few,hours,
babylm_sents,"During the first few days of the genocide, the Rwandan Army and the Presidential Guard took charge of executing people in Kigali.",183191,the first few days,DT JJ CD NNS,the,first,few,days,
babylm_sents,"The former antipope continued to intrigue against Damasus for the next few years, and unsuccessfully attempted to revive his claim on Damasus's death.",189063,the next few years,DT JJ CD NNS,the,next,few,years,
babylm_sents,"And you will find, as we will in the next few weeks, the Southern political power by the 1850s and 1860s is really no longer in Virginia, or even South Carolina, it's out in the Mississippi Valley.",193382,the next few weeks,DT JJ CD NNS,the,next,few,weeks,
babylm_sents,"Randy Torres, who had been gradually becoming less involved in the band over the previous several albums, decided to officially leave the band in late 2008 to work for Tooth and Nail records, and later, Microsoft.",203590,the previous several albums,DT JJ CD NNS,the,previous,several,albums,
babylm_sents,So that we could keep the bloody team together over the next few years.,203758,the next few years,DT JJ CD NNS,the,next,few,years,
babylm_sents,Not that he had done a great many things as yet.,205972,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"To provide company for the maid a few more houses had to be built, and people invited to live in them.",212697,a few more houses,DT JJ CD NNS,a,few,more,houses,
babylm_sents,"A great many birds assembled on the trees around the net, and said, ""What fine corn that is!",212846,A great many birds,DT JJ CD NNS,A,great,many,birds,
babylm_sents,"Next night a great many more Mice came, and on Sunday two Rats even appeared; but these thought the story was not pretty, and the little Mice were sorry for that, for now they also did not like it so much as before.",214928,a great many more Mice,DT JJ JJ CD NNPS,a,great & many,more,Mice,
babylm_sents,"and darted sharply south for a round dozen blocks, then went due east",217172,a round dozen blocks,DT JJ CD NNS,a,round,dozen,blocks,
babylm_sents,"He had a great many friends who said he was a real gentleman, and that pleased him very much.",218494,a great many friends,DT JJ CD NNS,a,great,many,friends,
babylm_sents,"Then he offered nine hundred crowns to anyone who caught the evil-doer , and at the same time ordered that whoever did not keep proper watch over the fields should be killed ; but though there were a great many people , none seemed able to protect the fields .",219701,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"Over the next few days, Dooley and Kane find themselves assigned to work at a landfill and a toxic waste dump.",222496,the next few days,DT JJ CD NNS,the,next,few,days,
babylm_sents,"Besides these , he has a strong bodyguard and a good many cross-bowmen .",223653,a good many cross - bowmen,DT JJ CD NNS NNS NNS,a,good,many,cross & - & bowmen,
babylm_sents,"The city population grew nearly 500% over the next few years, bringing the population to near 6,000 people.",227512,the next few years,DT JJ CD NNS,the,next,few,years,
babylm_sents,on it so often in the past few days that it was like the face of an,229749,the past few days,DT JJ CD NNS,the,past,few,days,
babylm_sents,"Jack now resolved to enter the giant's cave in search of his treasure, and, passing along through a great many windings and turnings, he came at length to a large room paved with freestone, at the upper end of which was a boiling caldron, and on the right hand a large table, at which the giant used to dine.",233354,a great many windings,DT JJ CD NNS,a,great,many,windings,
babylm_sents,"He had scored a great many hits on the heavy cruiser ""Chokai"", also sunk that day.",234129,a great many hits,DT JJ CD NNS,a,great,many,hits,
babylm_sents,"During those first few months you have to think about running and why your elbow hurts and why you can't breathe and this and that,",236355,those first few months,DT JJ CD NNS,those,first,few,months,
babylm_sents,"He took his bow , and aiming an arrow at the largest wolf , shot him through the heart , and a few more arrows soon put the rest to flight .",237768,a few more arrows,DT JJ CD NNS,a,few,more,arrows,
babylm_sents,Aside from said obsession he is a slight coward to Judy who he had developed a crush on as shown in a few dozen episodes alongside her husband Hugh.,238762,a few dozen episodes,DT JJ CD NNS,a,few,dozen,episodes,
babylm_sents,"He worked in his garden for the next few weeks , and he and his mother contrived to live on the fruit and vegetables he got out of it , and then she too died suddenly .",243976,the next few weeks,DT JJ CD NNS,the,next,few,weeks,
babylm_sents,"After the first few whirls around, and one other time when the house tipped badly, she felt as if she were being rocked gently, like a baby in a cradle.",255135,the first few whirls,DT JJ CD NNS,the,first,few,whirls,
babylm_sents,"But the raft was nearly done, and after the Tin Woodman had cut a few more logs and fastened them together with wooden pins, they were ready to start.",259024,a few more logs,DT JJ CD NNS,a,few,more,logs,
babylm_sents,"If you will kill for me the Wicked Witch of the West, I will bestow upon you a great many brains, and such good brains that you will be the wisest man in all the Land of Oz.""",261780,a great many brains,DT JJ CD NNS,a,great,many,brains,
babylm_sents,"The Emerald City was built a great many years ago, for I was a young man when the balloon brought me here, and I am a very old man now.",265006,a great many years,DT JJ CD NNS,a,great,many,years,
babylm_sents,"Then he entered the back room and took up a measure of bran, which he mixed with a great many pins and needles.",265405,a great many pins,DT JJ CD NNS,a,great,many,pins,
babylm_sents,The owl's main source of habitat is old growth forests which have become scarce the last few decades.,266260,the last few decades,DT JJ CD NNS,the,last,few,decades,
babylm_sents,"He carried on like this  for the next few minutes, farting and fanning, and  farting AND fanning.",273254,the next few minutes,DT JJ CD NNS,the,next,few,minutes,
babylm_sents,He carefully read the two mottoes and said : ` The last few days have shown me how uncertain is happiness and how easily riches vanish away .,274560,The last few days,DT JJ CD NNS,The,last,few,days,
babylm_sents,Nothing but the ivory box with its diamond motto was left to show him that the last few weeks had not been a dream .,274946,the last few weeks,DT JJ CD NNS,the,last,few,weeks,
babylm_sents,"And Fanny says to her: ""I suppose a great many things happened before you were born, didn't they, Grandmother?""",276710,a great many things,DT JJ CD NNS,a,great,many,things,
babylm_sents,"Mrs. Bartz, for example, giving me weekly updates in the last few months saying how much I have to go and basically helping me organize.",279172,the last few months,DT JJ CD NNS,the,last,few,months,
babylm_sents,"For the next few weeks little was seen of the prince , who spent all his days in hunting , and trying to forget the old wife at home .",283263,the next few weeks,DT JJ CD NNS,the,next,few,weeks,
babylm_sents,"He did a good many things, however, which a little astonished his subjects.",283322,a good many things,DT JJ CD NNS,a,good,many,things,
babylm_sents,"If you all you had were these documents about the first several decades at the beginning of Christianity, and as a matter of fact, all you have as documents for the first few decades of Christianity are the New",284464,the first few decades,DT JJ CD NNS,the,first,few,decades,
babylm_sents,And a great many people were brought to the Lord.,286540,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"So it was that for an entire year they met with the church and taught a great many people, and it was in Antioch that the disciples were first called ""Christians.""",286591,a great many people,DT JJ CD NNS,a,great,many,people,
babylm_sents,"and I would imagine if there are more of people like that with an opportunity that, that's a possibility of a change that we could see in the next few years.",288933,the next few years,DT JJ CD NNS,the,next,few,years,
babylm_sents,"According to Maple's account, in the last few weeks of Pickingill's life, when he had become very ill, the local people moved him to the infirmary against his will, where he declared that at his funeral there would be one more demonstration of his magical powers.",288957,the last few weeks,DT JJ CD NNS,the,last,few,weeks,
babylm_sents,"Once in the spring , a little before Midsummer , Walter heard that there were a great many wolves in the wood , and that pleased him .",289334,a great many wolves,DT JJ CD NNS,a,great,many,wolves,
babylm_sents,"""Say,"" said Mr. Parker, ""hasn't something happened to this paper these last few weeks?",299613,these last few weeks,DT JJ CD NNS,these,last,few,weeks,
babylm_sents,A gray apathy had succeeded the frenzied restlessness of the first few days.,300347,the first few days,DT JJ CD NNS,the,first,few,days,
babylm_sents,"Tt we were expressing , John and I, some erm concern that the the same few people seemed to be offering the soloing or  we'll do something bits.",301368,the same few people,DT JJ CD NNS,the,same,few,people,
