idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
2430329,a career - high 92 games,ARTICLE NN HYPH JJ CD NNS,a,career - high,92,games,15,0.5110294117647058
2905044,"a bricked wall 0,5 metres",ARTICLE JJ NN CD NNS,a,bricked wall,"0,5",metres,15,0.5171568627450981
3444957,an extra four hundred million dollars,ARTICLE JJ CD CD CD NNS,an,extra,four hundred million,dollars,15,0.5049019607843137
3603939,a mere 8 dollars,ARTICLE JJ CD NNS,a,mere,8,dollars,15,0.5049019607843137
5353047,an extra one hundred thousand dollars,ARTICLE JJ CD CD CD NNS,an,extra,one hundred thousand,dollars,15,0.5049019607843137
5784224,a significant problem 15 to 30 billion dollars,ARTICLE JJ NN CD TO CD CD NNS,a,significant problem,15 to 30 billion,dollars,15,0.5049019607843137
6058274,a mere seven hundred million dollars,ARTICLE JJ CD CD CD NNS,a,mere,seven hundred million,dollars,15,0.5049019607843137
6312579,a further so many hundred metres,ARTICLE JJ RB FEW CD NNS,a,further so,many hundred,metres,15,0.5171568627450981
6312874,a nice steady fifty five metres,ARTICLE JJ JJ CD CD NNS,a,nice steady,fifty five,metres,15,0.5171568627450981
6313071,a steady three metres,ARTICLE JJ CD NNS,a,steady,three,metres,15,0.5171568627450981
6313430,a fixed three metres,ARTICLE VBN CD NNS,a,fixed,three,metres,15,0.5171568627450981
6988794,a good many million dollars,ARTICLE JJ FEW CD NNS,a,good,many million,dollars,15,0.5049019607843137
7033723,a measly five hundred dollars,ARTICLE JJ CD CD NNS,A,measly,five hundred,dollars,15,0.5049019607843137
7037248,a extry five dollars,ARTICLE JJ CD NNS,a,extry,five,dollars,15,0.5049019607843137
8649118,an even quarter million dollars,ARTICLE JJ NN CD NNS,an,even quarter,million,dollars,15,0.5049019607843137
9672063,a half - million dollars,ARTICLE JJ HYPH CD NNS,a,half -,million,dollars,15,0.5049019607843137
11404197,a whopping 30 metres,ARTICLE JJ CD NNS,a,whopping,30,metres,15,0.5171568627450981
11524682,a massive 30 metres,ARTICLE JJ CD NNS,a,massive,30,metres,15,0.5171568627450981
269338,"an estimated 110,000 tons",ARTICLE VBN CD NNS,an,estimated,"110,000",tons,13,0.5224673202614379
581321,"a further 46,750 tons",ARTICLE JJ CD NNS,a,further,"46,750",tons,13,0.5224673202614379
725296,a mammoth four tons,ARTICLE JJ CD NNS,a,mammoth,four,tons,13,0.5224673202614379
1422770,"an estimated 5,350 tons",ARTICLE VBN CD NNS,an,estimated,"5,350",tons,13,0.5224673202614379
2309503,an estimated 70 billion tons,ARTICLE VBN CD CD NNS,an,estimated,70 billion,tons,13,0.5224673202614379
3329320,an estimated 42 billion tons,ARTICLE VBN CD CD NNS,an,estimated,42 billion,tons,13,0.5224673202614379
3845881,an estimated 10 to 30 tons,ARTICLE VBN CD TO CD NNS,an,estimated,10 to 30,tons,13,0.5224673202614379
4310665,a whopping six hundred and seventy tons,ARTICLE JJ CD CD CC CD NNS,a,whopping,six hundred and seventy,tons,13,0.5224673202614379
4318965,an estimated 23 tons,ARTICLE VBN CD NNS,an,estimated,23,tons,13,0.5224673202614379
5403656,an additional 10 tons,ARTICLE JJ CD NNS,an,additional,10,tons,13,0.5224673202614379
5465828,an estimated 15 tons,ARTICLE VBN CD NNS,an,estimated,15,tons,13,0.5224673202614379
8975365,a second dredge 150 tons,ARTICLE JJ NN CD NNS,a,second dredge,150,tons,13,0.5224673202614379
8975992,a second dredge 150 tons,ARTICLE JJ NN CD NNS,a,second dredge,150,tons,13,0.5224673202614379
28788,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.5290032679738562
91528,a new site 65 meters,ARTICLE JJ NN CD NNS,a,new site,65,meters,8,0.5322712418300654
136989,a full four stars,ARTICLE JJ CD NNS,a,full,four,stars,8,0.5388071895424836
218494,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.5290032679738562
329442,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,8,0.5355392156862745
368422,an estimated 1600 students,ARTICLE VBN CD NNS,an,estimated,1600,students,8,0.5420751633986928
457169,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.5290032679738562
690769,a recumbent half - moon and two stars,ARTICLE JJ JJ HYPH NN CC CD NNS,a,recumbent half - moon and,two,stars,8,0.5388071895424836
719411,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,8,0.5355392156862745
723243,a good many other people,ARTICLE JJ FEW JJ NNS,a,good,many,other people,8,0.5355392156862745
772627,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars,8,0.5388071895424836
772629,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars,8,0.5388071895424836
772742,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars,8,0.5388071895424836
801306,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,8,0.5355392156862745
927899,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.5290032679738562
968836,a career - high seven tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,seven,tackles,8,0.5453431372549019
1057381,a new 150 meters,ARTICLE JJ CD NNS,a,new,150,meters,8,0.5322712418300654
1180786,a possible four stars,ARTICLE JJ CD NNS,a,possible,four,stars,8,0.5388071895424836
1250299,a career - high 44 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,44,tackles,8,0.5453431372549019
1297362,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.5290032679738562
1508563,a career - high 46 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,46,tackles,8,0.5453431372549019
1624687,a school - record 46 tackles,ARTICLE NN HYPH RECORD CD NNS,a,school - record,46,tackles,8,0.5453431372549019
2184575,a career - high 51 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,51,tackles,8,0.5453431372549019
2407523,a thick square minaret 10–15 meters,ARTICLE JJ JJ NN CD NNS,a,thick square minaret,10–15,meters,8,0.5322712418300654
2481243,an unseen five students,ARTICLE JJ CD NNS,an,unseen,five,students,8,0.5420751633986928
2490261,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.5290032679738562
2594236,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.5290032679738562
2645640,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,8,0.5355392156862745
2664578,"an estimated 26,000 students",ARTICLE VBN CD NNS,an,estimated,"26,000",students,8,0.5420751633986928
2664668,"an estimated 2,250 students",ARTICLE VBN CD NNS,an,estimated,"2,250",students,8,0.5420751633986928
2664684,"an estimated 34,000 students",ARTICLE VBN CD NNS,an,estimated,"34,000",students,8,0.5420751633986928
2664698,an estimated 850 students,ARTICLE VBN CD NNS,an,estimated,850,students,8,0.5420751633986928
2762857,a career - best 22 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - best,22,tackles,8,0.5453431372549019
2762897,a career - high 25 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,25,tackles,8,0.5453431372549019
2919092,a national total 160 students,ARTICLE JJ NN CD NNS,a,national total,160,students,8,0.5420751633986928
3056142,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,8,0.5355392156862745
3069414,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,8,0.5355392156862745
3120668,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,8,0.5355392156862745
3572688,an extra two bucks,ARTICLE JJ CD NNS,an,extra,two,bucks,8,0.5257352941176471
4174812,a natural swimming pool 1.500 meters,ARTICLE JJ NN NN CD NNS,a,natural swimming pool,1.500,meters,8,0.5322712418300654
4994326,a large hill 585 meters,ARTICLE JJ NN CD NNS,a,large hill,585,meters,8,0.5322712418300654
5214040,an impressive 32 meters,ARTICLE JJ CD NNS,an,impressive,32,meters,8,0.5322712418300654
5268676,"an estimated 31,000 students",ARTICLE VBN CD NNS,an,estimated,"31,000",students,8,0.5420751633986928
5340998,a small stick nest several meters,ARTICLE JJ NN NN FEW NNS,a,small stick nest,several,meters,8,0.5322712418300654
5352618,a team - high nine tackles,ARTICLE NN HYPH JJ CD NNS,a,team - high,nine,tackles,8,0.5453431372549019
5432242,a rare zero - stars,ARTICLE JJ CD HYPH NNS,a,rare,zero -,stars,8,0.5388071895424836
7352906,a lousy 300 bucks,ARTICLE JJ CD NNS,A,lousy,300,bucks,8,0.5257352941176471
7872210,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.5290032679738562
9570300,a very somber five stars,ARTICLE RB JJ CD NNS,a,very somber,five,stars,8,0.5388071895424836
9944171,an extra 20 bucks,ARTICLE JJ CD NNS,an,extra,20,bucks,8,0.5257352941176471
10872829,a lousy 10 bucks,ARTICLE JJ CD NNS,a,lousy,10,bucks,8,0.5257352941176471
10943054,"a measly 1,000 bucks",ARTICLE JJ CD NNS,A,measly,"1,000",bucks,8,0.5257352941176471
11069688,a measly few bucks,ARTICLE JJ FEW NNS,a,measly,few,bucks,8,0.5257352941176471
11207144,an extra ten bucks,ARTICLE JJ CD NNS,an,extra,ten,bucks,8,0.5257352941176471
11436497,a lousy five bucks,ARTICLE JJ CD NNS,a,lousy,five,bucks,8,0.5257352941176471
11594666,a forbidding 400 meters,ARTICLE JJ CD NNS,a,forbidding,400,meters,8,0.5322712418300654
63518,a great many others,ARTICLE JJ FEW NNS,a,great,many,others,7,0.5625
71366,a great many officers,ARTICLE JJ FEW NNS,A,great,many,officers,7,0.559640522875817
114635,a great many others,ARTICLE JJ FEW NNS,a,great,many,others,7,0.5625
143563,a great many officers,ARTICLE JJ FEW NNS,A,great,many,officers,7,0.559640522875817
259194,a young soldier and two women,ARTICLE JJ NN CC CD NNS,a,young soldier and,two,women,7,0.568218954248366
327972,an additional 124 officers,ARTICLE JJ CD NNS,an,additional,124,officers,7,0.559640522875817
328094,a further 124 officers,ARTICLE JJ CD NNS,a,further,124,officers,7,0.559640522875817
387630,a real estate developer and several others,ARTICLE JJ NN NN CC FEW NNS,a,real estate developer and,several,others,7,0.5625
713081,an additional 18 episodes,ARTICLE JJ CD NNS,an,additional,18,episodes,7,0.553921568627451
773978,a total 98 episodes,ARTICLE JJ CD NNS,a,total,98,episodes,7,0.553921568627451
780327,a great many species,ARTICLE JJ FEW NNS,a,great,many,species,7,0.565359477124183
782018,a great many species,ARTICLE JJ FEW NNS,a,great,many,species,7,0.565359477124183
790887,a good many women,ARTICLE JJ FEW NNS,A,good,many,women,7,0.568218954248366
792088,a good many boys,ARTICLE JJ FEW NNS,a,good,many,boys,7,0.548202614379085
853395,a season - high 12 combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,season - high,12,combined tackles,7,0.551062091503268
853601,a great many women,ARTICLE JJ FEW NNS,a,great,many,women,7,0.568218954248366
894084,a season - high ten combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,season - high,ten,combined tackles,7,0.551062091503268
924936,a great many species,ARTICLE JJ FEW NNS,a,great,many,species,7,0.565359477124183
937870,a total 51 episodes,ARTICLE JJ CD NNS,a,total,51,episodes,7,0.553921568627451
1018828,a half - dozen boys,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,boys,7,0.548202614379085
1072891,an additional four officers,ARTICLE JJ CD NNS,an,additional,four,officers,7,0.559640522875817
1085629,a season - high seven combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,season - high,seven,combined tackles,7,0.551062091503268
1085641,a season - high seven combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,season - high,seven,combined tackles,7,0.551062091503268
1085659,a season - high three combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,season - high,three,combined tackles,7,0.551062091503268
1085660,a season - high four combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,season - high,four,combined tackles,7,0.551062091503268
1085676,a career - high nine combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,career - high,nine,combined tackles,7,0.551062091503268
1196176,a further 36 hectares,ARTICLE JJR CD NNS,a,further,36,hectares,7,0.556781045751634
1679525,a regular 26 episodes,ARTICLE JJ CD NNS,a,regular,26,episodes,7,0.553921568627451
2158024,a popular 22 episodes,ARTICLE JJ CD NNS,a,popular,22,episodes,7,0.553921568627451
2498100,a great many species,ARTICLE JJ FEW NNS,a,great,many,species,7,0.565359477124183
2539798,a mere seven episodes,ARTICLE JJ CD NNS,a,mere,seven,episodes,7,0.553921568627451
2557812,"an estimated 90,750 hectares",ARTICLE VBN CD NNS,an,estimated,"90,750",hectares,7,0.556781045751634
2558977,a half dozen others,ARTICLE JJ FEW NNS,a,half,dozen,others,7,0.5625
2585851,"an estimated 3,000 women",ARTICLE VBN CD NNS,An,estimated,"3,000",women,7,0.568218954248366
3075164,an estimated 432 species,ARTICLE VBN CD NNS,An,estimated,432,species,7,0.565359477124183
3456831,an additional ten hectares,ARTICLE JJ CD NNS,an,additional,ten,hectares,7,0.556781045751634
3456837,an additional ten hectares,ARTICLE JJ CD NNS,an,additional,ten,hectares,7,0.556781045751634
3456975,a further erm sixteen hectares,ARTICLE JJ UH CD NNS,a,further erm,sixteen,hectares,7,0.556781045751634
3459717,an appropriate hundred and twenty two hectares,ARTICLE JJ CD CC CD CD NNS,an,appropriate,hundred and twenty two,hectares,7,0.556781045751634
4155255,"an estimated 1,000,000 species",ARTICLE VBN CD NNS,an,estimated,"1,000,000",species,7,0.565359477124183
4431535,a good many boys,ARTICLE JJ FEW NNS,a,good,many,boys,7,0.548202614379085
4971272,"an estimated 438,000 species",ARTICLE VBN CD NNS,an,estimated,"438,000",species,7,0.565359477124183
5360032,a good many others,ARTICLE JJ FEW NNS,a,good,many,others,7,0.5625
5597873,a long four women,ARTICLE JJ CD NNS,a,long,four,women,7,0.568218954248366
5840838,a whole 3 episodes,ARTICLE JJ CD NNS,A,whole,3,episodes,7,0.553921568627451
6074647,a whole lot more boys,ARTICLE JJ NN FEW NNS,a,whole lot,more,boys,7,0.548202614379085
6204844,a further one hundred and sixty hectares,ARTICLE JJ CD CD CC CD NNS,a,further,one hundred and sixty,hectares,7,0.556781045751634
6548651,a broken arm two boys,ARTICLE VBN NN CD NNS,a,broken arm,two,boys,7,0.548202614379085
6583182,a great many others,ARTICLE JJ FEW NNS,a,great,many,others,7,0.5625
7127639,a great many women,ARTICLE JJ FEW NNS,a,great,many,women,7,0.568218954248366
8571513,a bearded man and two women,ARTICLE JJ NN CC CD NNS,a,bearded man and,two,women,7,0.568218954248366
8707798,an inept pilot and two officers,ARTICLE JJ NN CC CD NNS,an,inept pilot and,two,officers,7,0.559640522875817
9594469,an old man and two boys,ARTICLE JJ NN CC CD NNS,An,old man and,two,boys,7,0.548202614379085
9594470,an old man and two boys,ARTICLE JJ NN CC CD NNS,An,old man and,two,boys,7,0.548202614379085
10716926,a great many others,ARTICLE JJ FEW NNS,a,great,many,others,7,0.5625
10783327,a great many officers,ARTICLE JJ FEW NNS,A,great,many,officers,7,0.559640522875817
34347,a great many persons,ARTICLE JJ FEW NNS,a,great,many,persons,6,0.5804738562091504
70295,a great many persons,ARTICLE JJ FEW NNS,a,great,many,persons,6,0.5804738562091504
622773,a difficult question sentence answer sentence question sentence length three marks,ARTICLE JJ NN NN NN NN NN NN NN CD NNS,a,difficult question sentence answer sentence question sentence length,three,marks,6,0.5755718954248366
713538,a possible ten marks,ARTICLE JJ CD NNS,a,possible,ten,marks,6,0.5755718954248366
732571,a great many members,ARTICLE JJ FEW NNS,A,great,many,members,6,0.5780228758169934
918182,an impressive 30 appearances,ARTICLE JJ CD NNS,an,impressive,30,appearances,6,0.5706699346405228
1061807,a mere 11 kilometres,ARTICLE JJ CD NNS,a,mere,11,kilometres,6,0.5731209150326797
1249753,a further 21 appearances,ARTICLE JJ CD NNS,a,further,21,appearances,6,0.5706699346405228
1583842,a further 9 members,ARTICLE JJ CD NNS,A,further,9,members,6,0.5780228758169934
1601049,a little village 15 kilometres,ARTICLE JJ NN CD NNS,a,little village,15,kilometres,6,0.5731209150326797
1634021,a further six appearances,ARTICLE JJ CD NNS,a,further,six,appearances,6,0.5706699346405228
1954207,a further three appearances,ARTICLE JJ CD NNS,a,further,three,appearances,6,0.5706699346405228
2109726,a further 59 appearances,ARTICLE JJ CD NNS,a,further,59,appearances,6,0.5706699346405228
2398891,a palestinian village 13 kilometres,ARTICLE JJ NN CD NNS,a,palestinian village,13,kilometres,6,0.5731209150326797
2399747,an estimated 55 persons,ARTICLE VBN CD NNS,an,estimated,55,persons,6,0.5804738562091504
2405776,an estimated 182 persons,ARTICLE VBN CD NNS,an,estimated,182,persons,6,0.5804738562091504
2406722,an estimated 193 persons,ARTICLE VBN CD NNS,an,estimated,193,persons,6,0.5804738562091504
2597831,an extra three marks,ARTICLE JJ CD NNS,an,extra,three,marks,6,0.5755718954248366
2611696,an underground laboratory ten kilometres,ARTICLE JJ NN CD NNS,an,underground laboratory,ten,kilometres,6,0.5731209150326797
2643277,a good few persons,ARTICLE JJ FEW NNS,a,good,few,persons,6,0.5804738562091504
2688110,a further 13 appearances,ARTICLE JJ CD NNS,a,further,13,appearances,6,0.5706699346405228
2715936,an extra 22 marks,ARTICLE JJ CD NNS,an,extra,22,marks,6,0.5755718954248366
2971706,a good many members,ARTICLE JJ FEW NNS,a,good,many,members,6,0.5780228758169934
3980265,a small town nine kilometres,ARTICLE JJ NN CD NNS,a,small town,nine,kilometres,6,0.5731209150326797
4317268,"a little bigger , five members","ARTICLE JJ JJR , CD NNS",a,"little bigger ,",five,members,6,0.5780228758169934
5294235,"an estimated 100,000 marks",ARTICLE VBN CD NNS,an,estimated,"100,000",marks,6,0.5755718954248366
5703760,an easy two marks,ARTICLE JJ CD NNS,an,easy,two,marks,6,0.5755718954248366
5861761,a mere fifty seven members,ARTICLE JJ CD CD NNS,a,mere,fifty seven,members,6,0.5780228758169934
6810085,a full 15 members,ARTICLE JJ CD NNS,a,full,15,members,6,0.5780228758169934
6935025,"a square , 12,000 kilometres","ARTICLE JJ , CD NNS",a,"square ,","12,000",kilometres,6,0.5731209150326797
159152,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.5825163398692811
183594,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.5825163398692811
334740,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.5825163398692811
354384,a great many questions,ARTICLE JJ FEW NNS,a,great,many,questions,5,0.5968137254901961
354995,an elongated oval form 12.5 km,ARTICLE JJ JJ NN CD NNS,an,elongated oval form,12.5,km,5,0.5906862745098039
406685,a public service 2 nights,ARTICLE JJ NN CD NNS,a,public service,2,nights,5,0.5927287581699346
424372,an even 300 wins,ARTICLE JJ CD NNS,an,even,300,wins,5,0.6008986928104575
511111,a fine beast fourteen hands,ARTICLE JJ NN CD NNS,a,fine beast,fourteen,hands,5,0.5845588235294118
837469,a marvelous like two nights,ARTICLE JJ UH CD NNS,a,marvelous like,two,nights,5,0.5927287581699346
906527,a whole lot more questions,ARTICLE JJ NN FEW NNS,a,whole lot,more,questions,5,0.5968137254901961
971044,a further three seats,ARTICLE JJ CD NNS,a,further,three,seats,5,0.5988562091503268
1021799,a great many places,ARTICLE JJ FEW NNS,a,great,many,places,5,0.5947712418300654
1096683,a modest 4 wins,ARTICLE JJ CD NNS,A,modest,4,wins,5,0.6008986928104575
1243449,"an additional 4,000 seats",ARTICLE JJ CD NNS,an,additional,"4,000",seats,5,0.5988562091503268
1336876,"a perfect record , 16 wins","ARTICLE JJ RECORD , CD NNS",a,"perfect record ,",16,wins,5,0.6008986928104575
1557201,a little bit more hands,ARTICLE JJ NN FEW NNS,a,little bit,more,hands,5,0.5845588235294118
1657079,a decimal point two places,ARTICLE JJ NN CD NNS,a,decimal point,two,places,5,0.5947712418300654
1658032,a decimal point two places,ARTICLE JJ NN CD NNS,a,decimal point,two,places,5,0.5947712418300654
1691778,a good few hands,ARTICLE JJ FEW NNS,a,good,few,hands,5,0.5845588235294118
2212617,a mere 89 seats,ARTICLE JJ CD NNS,a,mere,89,seats,5,0.5988562091503268
2223754,a further 7 km,ARTICLE JJ CD NNS,a,further,7,km,5,0.5906862745098039
2760729,a school - record 22 wins,ARTICLE NN HYPH RECORD CD NNS,a,school - record,22,wins,5,0.6008986928104575
2760870,a school - record 28 wins,ARTICLE NN HYPH RECORD CD NNS,a,school - record,28,wins,5,0.6008986928104575
2984556,a great many questions,ARTICLE JJ FEW NNS,a,great,many,questions,5,0.5968137254901961
3294087,a possible 107 seats,ARTICLE JJ CD NNS,a,possible,107,seats,5,0.5988562091503268
3494502,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.5825163398692811
4550464,an extra 2 km,ARTICLE JJ CD NNS,an,extra,2,km,5,0.5906862745098039
4765780,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.5825163398692811
5502664,a remote facility 19 km,ARTICLE JJ NN CD NNS,a,remote facility,19,km,5,0.5906862745098039
5559104,an extra six seats,ARTICLE JJ CD NNS,an,extra,six,seats,5,0.5988562091503268
5795304,a brilliant first two hands,ARTICLE JJ JJ CD NNS,a,brilliant first,two,hands,5,0.5845588235294118
5832384,a remote forest site 130 km,ARTICLE JJ NN NN CD NNS,a,remote forest site,130,km,5,0.5906862745098039
6554682,a good twenty five kilos,ARTICLE JJ CD CD NNS,a,good,twenty five,kilos,5,0.5886437908496732
7063149,an extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos,5,0.5886437908496732
7063159,an extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos,5,0.5886437908496732
7066889,an extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos,5,0.5886437908496732
7066898,an extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos,5,0.5886437908496732
7611502,a half dozen places,ARTICLE JJ FEW NNS,a,half,dozen,places,5,0.5947712418300654
7835747,an unfuckable wife and 4 kids,ARTICLE JJ NN CC CD NNS,an,unfuckable wife and,4,kids,5,0.5866013071895425
8105995,a significant breakthrough two nights,ARTICLE JJ NN CD NNS,a,significant breakthrough,two,nights,5,0.5927287581699346
8296536,a full - time job and three kids,ARTICLE JJ HYPH NN NN CC CD NNS,a,full - time job and,three,kids,5,0.5866013071895425
8575942,a great many questions,ARTICLE JJ FEW NNS,a,great,many,questions,5,0.5968137254901961
8903651,a good many questions,ARTICLE JJ FEW NNS,a,good,many,questions,5,0.5968137254901961
9280687,a stable guy and two kids,ARTICLE JJ NN CC CD NNS,a,stable guy and,two,kids,5,0.5866013071895425
9814951,a second language three nights,ARTICLE JJ NN CD NNS,a,second language,three,nights,5,0.5927287581699346
9816248,a second language three nights,ARTICLE JJ NN CD NNS,a,second language,three,nights,5,0.5927287581699346
9987719,a lousy marriage and two kids,ARTICLE JJ NN CC CD NNS,A,lousy marriage and,two,kids,5,0.5866013071895425
9999593,a young lady and three kids,ARTICLE JJ NN CC CD NNS,a,young lady and,three,kids,5,0.5866013071895425
10142808,a little more places,ARTICLE JJ FEW NNS,a,little,more,places,5,0.5947712418300654
10906344,a little more hands,ARTICLE JJ FEW NNS,a,little,more,hands,5,0.5845588235294118
14321,a further five victories,ARTICLE JJ CD NNS,A,further,five,victories,4,0.6433823529411765
72747,a great many doors,ARTICLE JJ FEW NNS,a,great,many,doors,4,0.6139705882352942
110319,"a further 250,000 copies",ARTICLE JJ CD NNS,a,further,"250,000",copies,4,0.6123366013071896
110402,"a mere 25,000 copies",ARTICLE JJ CD NNS,a,mere,"25,000",copies,4,0.6123366013071896
146886,a great many doors,ARTICLE JJ FEW NNS,a,great,many,doors,4,0.6139705882352942
148447,an additional ten states,ARTICLE JJ CD NNS,an,additional,ten,states,4,0.6401143790849673
156623,a great many birds,ARTICLE JJ FEW NNS,a,great,many,birds,4,0.6058006535947712
165613,a great many pieces,ARTICLE JJ FEW NNS,a,great,many,pieces,4,0.633578431372549
212846,a great many birds,ARTICLE JJ FEW NNS,A,great,many,birds,4,0.6058006535947712
217172,a round dozen blocks,ARTICLE JJ FEW NNS,a,round,dozen,blocks,4,0.6074346405228758
269489,an annualized 15 billion gallons,ARTICLE VBN CD CD NNS,an,annualized,15 billion,gallons,4,0.6188725490196079
288176,an orange dwarf star 37 light years,ARTICLE JJ NN NN CD NN NNS,an,orange dwarf star,37,light years,4,0.6237745098039216
360764,a colossal 5 stories,ARTICLE JJ CD NNS,a,colossal,5,stories,4,0.641748366013072
401200,a whole candle and three or four pieces,ARTICLE JJ NN CC CD CC CD NNS,a,whole candle and,three or four,pieces,4,0.633578431372549
414367,"an estimated 50,000 spectators",ARTICLE VBN CD NNS,an,estimated,"50,000",spectators,4,0.6384803921568627
684417,a good many gallons,ARTICLE JJ FEW NNS,a,good,many,gallons,4,0.6188725490196079
693440,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things,4,0.6303104575163399
