idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
156403,a great many kings,ARTICLE JJ FEW NNPS,A,great,many,kings,532,0.2173202614379085
156623,a great many birds,ARTICLE JJ FEW NNS,a,great,many,birds,532,0.2173202614379085
156938,a great many sepoys,ARTICLE JJ FEW NNS,a,great,many,sepoys,532,0.2173202614379085
156939,a great many miles,ARTICLE JJ FEW NNS,a,great,many,miles,532,0.2173202614379085
157113,a great many salaams,ARTICLE JJ FEW NNS,a,great,many,salaams,532,0.2173202614379085
165613,a great many pieces,ARTICLE JJ FEW NNS,a,great,many,pieces,532,0.2173202614379085
169156,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
169271,a great many slippers,ARTICLE JJ FEW NNS,a,great,many,slippers,532,0.2173202614379085
170562,a great many children,ARTICLE JJ FEW NNS,a,great,many,children,532,0.2173202614379085
205972,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
207905,a nationally known icon and many businesses,ARTICLE RB VBN NN CC FEW NNS,a,nationally known icon and,many,businesses,532,0.2173202614379085
212846,a great many birds,ARTICLE JJ FEW NNS,A,great,many,birds,532,0.2173202614379085
218494,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,532,0.2173202614379085
219701,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
223653,a good many cross,ARTICLE JJ FEW NNS,a,good,many,cross,532,0.2173202614379085
233354,a great many windings,ARTICLE JJ FEW NNS,a,great,many,windings,532,0.2173202614379085
234129,a great many hits,ARTICLE JJ FEW NNS,a,great,many,hits,532,0.2173202614379085
261780,a great many brains,ARTICLE JJ FEW NNS,a,great,many,brains,532,0.2173202614379085
265006,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,532,0.2173202614379085
265405,a great many pins,ARTICLE JJ FEW NNS,a,great,many,pins,532,0.2173202614379085
276710,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
283322,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
286540,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
286591,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
289334,a great many wolves,ARTICLE JJ FEW NNS,a,great,many,wolves,532,0.2173202614379085
318938,a great many kangaroos,ARTICLE JJ FEW NNS,a,great,many,kangaroos,532,0.2173202614379085
323410,a rich cultural heritage and many locations,ARTICLE JJ JJ NN CC FEW NNS,a,rich cultural heritage and,many,locations,532,0.2173202614379085
329442,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,532,0.2173202614379085
330751,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,532,0.2173202614379085
331869,a great many roses,ARTICLE JJ FEW NNS,a,great,many,roses,532,0.2173202614379085
343998,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
345060,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
347616,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
353288,a great many singular things,ARTICLE JJ FEW JJ NNS,a,great,many,singular things,532,0.2173202614379085
353833,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
354384,a great many questions,ARTICLE JJ FEW NNS,a,great,many,questions,532,0.2173202614379085
365566,a great many weavers,ARTICLE JJ FEW NNS,a,great,many,weavers,532,0.2173202614379085
374969,a great many clouds,ARTICLE JJ FEW NNS,a,great,many,clouds,532,0.2173202614379085
375150,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
380199,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,532,0.2173202614379085
388668,a great many skiffs,ARTICLE JJ FEW NNS,a,great,many,skiffs,532,0.2173202614379085
405109,a great many desirable things,ARTICLE JJ FEW JJ NNS,a,great,many,desirable things,532,0.2173202614379085
405355,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
413441,a great many disagreeable things,ARTICLE JJ FEW JJ NNS,a,great,many,disagreeable things,532,0.2173202614379085
430484,a good many tears,ARTICLE JJ FEW NNS,a,good,many,tears,532,0.2173202614379085
431147,a great many hungry days,ARTICLE JJ FEW JJ NNS,a,great,many,hungry days,532,0.2173202614379085
434954,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
435586,a great many shapes,ARTICLE JJ FEW NNS,a,great,many,shapes,532,0.2173202614379085
436950,a good many comforts,ARTICLE JJ FEW NNS,a,good,many,comforts,532,0.2173202614379085
440735,a good many little gifts,ARTICLE JJ FEW JJ NNS,a,good,many,little gifts,532,0.2173202614379085
441862,a good many bitter tears,ARTICLE JJ FEW JJ NNS,a,good,many,bitter tears,532,0.2173202614379085
457058,a good many hard times,ARTICLE JJ FEW JJ NNS,a,good,many,hard times,532,0.2173202614379085
457169,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,532,0.2173202614379085
467939,a good many hard knocks,ARTICLE JJ FEW JJ NNS,a,good,many,hard knocks,532,0.2173202614379085
480233,a good many miracles,ARTICLE JJ FEW NNS,a,good,many,miracles,532,0.2173202614379085
486266,a great many holidays,ARTICLE JJ FEW NNS,a,great,many,holidays,532,0.2173202614379085
519587,a great many various stores,ARTICLE JJ FEW JJ NNS,a,great,many,various stores,532,0.2173202614379085
524206,a good many trials,ARTICLE JJ FEW NNS,a,good,many,trials,532,0.2173202614379085
541074,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
555150,a great many petroglyphs,ARTICLE JJ FEW NNS,a,great,many,petroglyphs,532,0.2173202614379085
555805,a great many masters,ARTICLE JJ FEW NNS,a,great,many,masters,532,0.2173202614379085
556885,a great many dead bodies,ARTICLE JJ FEW JJ NNS,a,great,many,dead bodies,532,0.2173202614379085
579655,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
592091,a great many facts,ARTICLE JJ FEW NNS,a,great,many,facts,532,0.2173202614379085
599547,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
601584,a great many local names,ARTICLE JJ FEW JJ NNS,A,great,many,local names,532,0.2173202614379085
639201,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
639812,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,532,0.2173202614379085
649647,a vast many smart beaux,ARTICLE JJ FEW JJ NNS,a,vast,many,smart beaux,532,0.2173202614379085
659440,a great many conquests,ARTICLE JJ FEW NNS,a,great,many,conquests,532,0.2173202614379085
659461,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
676196,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
680569,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
683041,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,532,0.2173202614379085
683397,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
684417,a good many gallons,ARTICLE JJ FEW NNS,a,good,many,gallons,532,0.2173202614379085
684595,a great many ways,ARTICLE JJ FEW NNS,a,great,many,ways,532,0.2173202614379085
685098,a good many snobs,ARTICLE JJ FEW NNS,a,good,many,snobs,532,0.2173202614379085
686286,a good many people,ARTICLE JJ FEW NNS,A,good,many,people,532,0.2173202614379085
690564,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,532,0.2173202614379085
692650,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
693440,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things,532,0.2173202614379085
699298,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
707369,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
713796,a great many arguments,ARTICLE JJ FEW NNS,a,great,many,arguments,532,0.2173202614379085
714734,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
718048,a great many other folks,ARTICLE JJ FEW JJ NNS,a,great,many,other folks,532,0.2173202614379085
719099,a good many fine gentlemen,ARTICLE JJ FEW JJ NNS,a,good,many,fine gentlemen,532,0.2173202614379085
719411,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,532,0.2173202614379085
719667,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,532,0.2173202614379085
721557,a great many years,ARTICLE JJ FEW NNS,A,great,many,years,532,0.2173202614379085
723243,a good many other people,ARTICLE JJ FEW JJ NNS,a,good,many,other people,532,0.2173202614379085
724504,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
727922,a great many fox -,ARTICLE JJ FEW NN NNS,a,great,many,fox -,532,0.2173202614379085
728005,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,532,0.2173202614379085
730597,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
732571,a great many members,ARTICLE JJ FEW NNS,A,great,many,members,532,0.2173202614379085
733392,a good many folks,ARTICLE JJ FEW NNS,a,good,many,folks,532,0.2173202614379085
735836,a good many foxes,ARTICLE JJ FEW NNPS,a,good,many,foxes,532,0.2173202614379085
743145,a great many strange things,ARTICLE JJ FEW JJ NNS,a,great,many,strange things,532,0.2173202614379085
760028,a great many armed men,ARTICLE JJ FEW JJ NNS,a,great,many,armed men,532,0.2173202614379085
760100,a great many people,ARTICLE JJ FEW NNS,A,great,many,people,532,0.2173202614379085
760639,a good many jokes,ARTICLE JJ FEW NNS,a,good,many,jokes,532,0.2173202614379085
762439,a great many mistakes,ARTICLE JJ FEW NNS,a,great,many,mistakes,532,0.2173202614379085
770255,a great many mistakes,ARTICLE JJ FEW NNS,a,great,many,mistakes,532,0.2173202614379085
778592,a great many responsibilities,ARTICLE JJ FEW NNS,a,great,many,responsibilities,532,0.2173202614379085
779012,a good many mild days,ARTICLE JJ FEW JJ NNS,a,good,many,mild days,532,0.2173202614379085
779707,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
780300,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies,532,0.2173202614379085
780327,a great many species,ARTICLE JJ FEW NNS,a,great,many,species,532,0.2173202614379085
780470,a great many nobles,ARTICLE JJ FEW NNS,a,great,many,nobles,532,0.2173202614379085
781012,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours,532,0.2173202614379085
781996,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies,532,0.2173202614379085
782018,a great many species,ARTICLE JJ FEW NNS,a,great,many,species,532,0.2173202614379085
788832,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,532,0.2173202614379085
790887,a good many women,ARTICLE JJ FEW NNS,A,good,many,women,532,0.2173202614379085
792088,a good many boys,ARTICLE JJ FEW NNS,a,good,many,boys,532,0.2173202614379085
794624,a great many adventurers,ARTICLE JJ FEW NNS,A,great,many,adventurers,532,0.2173202614379085
801302,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,532,0.2173202614379085
801306,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,532,0.2173202614379085
803227,a great many good friends,ARTICLE JJ FEW JJ NNS,a,great,many,good friends,532,0.2173202614379085
805611,a great many personal sacrifices,ARTICLE JJ FEW JJ NNS,a,great,many,personal sacrifices,532,0.2173202614379085
808707,a great many fair ones,ARTICLE JJ FEW JJ NNS,A,great,many,fair ones,532,0.2173202614379085
815402,a good many bears,ARTICLE JJ FEW NNS,a,good,many,bears,532,0.2173202614379085
815596,another little boy many years,ARTICLE JJ NN FEW NNS,another,little boy,many,years,532,0.2173202614379085
816535,a good many fairies,ARTICLE JJ FEW NNS,a,good,many,fairies,532,0.2173202614379085
824964,a great many creatures,ARTICLE JJ FEW NNS,a,great,many,creatures,532,0.2173202614379085
825394,a good many other efforts,ARTICLE JJ FEW JJ NNS,a,good,many,other efforts,532,0.2173202614379085
828872,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,532,0.2173202614379085
829036,a good many fairies,ARTICLE JJ FEW NNS,a,good,many,fairies,532,0.2173202614379085
831688,a great many pets,ARTICLE JJ FEW NNS,a,great,many,pets,532,0.2173202614379085
836618,a great many children,ARTICLE JJ FEW NNS,A,great,many,children,532,0.2173202614379085
844769,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
851342,a great many turkeys,ARTICLE JJ FEW NNPS,a,great,many,turkeys,532,0.2173202614379085
852985,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things,532,0.2173202614379085
853601,a great many women,ARTICLE JJ FEW NNS,a,great,many,women,532,0.2173202614379085
855167,a great many workmen,ARTICLE JJ FEW NNS,a,great,many,workmen,532,0.2173202614379085
856239,a great many sick men,ARTICLE JJ FEW JJ NNS,a,great,many,sick men,532,0.2173202614379085
864780,a great many windings,ARTICLE JJ FEW NNS,a,great,many,windings,532,0.2173202614379085
866580,a great many doors,ARTICLE JJ FEW NNS,a,great,many,doors,532,0.2173202614379085
900754,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things,532,0.2173202614379085
904249,a great many voices,ARTICLE JJ FEW NNS,a,great,many,voices,532,0.2173202614379085
905657,a great many curious ones,ARTICLE JJ FEW JJ NNS,a,great,many,curious ones,532,0.2173202614379085
918115,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
919708,a great many brave deeds,ARTICLE JJ FEW JJ NNS,a,great,many,brave deeds,532,0.2173202614379085
919766,a good many young men,ARTICLE JJ FEW JJ NNS,a,good,many,young men,532,0.2173202614379085
920178,a great many strange things,ARTICLE JJ FEW JJ NNS,a,great,many,strange things,532,0.2173202614379085
920576,a great many nymphs,ARTICLE JJ FEW NNPS,a,great,many,nymphs,532,0.2173202614379085
922300,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
922301,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
923817,a good many mild days,ARTICLE JJ FEW JJ NNS,a,good,many,mild days,532,0.2173202614379085
924449,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
924922,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies,532,0.2173202614379085
924936,a great many species,ARTICLE JJ FEW NNS,a,great,many,species,532,0.2173202614379085
925782,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours,532,0.2173202614379085
926144,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
926892,a great many strange adventures,ARTICLE JJ FEW JJ NNS,a,great,many,strange adventures,532,0.2173202614379085
927899,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,532,0.2173202614379085
930519,a great many days,ARTICLE JJ FEW NNS,a,great,many,days,532,0.2173202614379085
930670,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
931194,a great many playful leaps,ARTICLE JJ FEW JJ NNS,a,great,many,playful leaps,532,0.2173202614379085
933162,a great many tender feelings,ARTICLE JJ FEW JJ NNS,a,great,many,tender feelings,532,0.2173202614379085
935360,a great many giants,ARTICLE JJ FEW NNPS,a,great,many,giants,532,0.2173202614379085
935959,a great many centuries,ARTICLE JJ FEW NNS,a,great,many,centuries,532,0.2173202614379085
937766,a vast many rows,ARTICLE JJ FEW NNS,a,vast,many,rows,532,0.2173202614379085
937950,a great many trumpeters,ARTICLE JJ FEW NNS,a,great,many,trumpeters,532,0.2173202614379085
938271,a great many hurricanes,ARTICLE JJ FEW NNS,a,great,many,hurricanes,532,0.2173202614379085
939937,a great many yards,ARTICLE JJ FEW NNS,a,great,many,yards,532,0.2173202614379085
940501,a great many beautiful shells,ARTICLE JJ FEW JJ NNS,a,great,many,beautiful shells,532,0.2173202614379085
940606,a great many flowers,ARTICLE JJ FEW NNS,a,great,many,flowers,532,0.2173202614379085
941399,a vast many tender fears,ARTICLE JJ FEW JJ NNS,a,vast,many,tender fears,532,0.2173202614379085
941811,a great many other accomplishments,ARTICLE JJ FEW JJ NNS,a,great,many,other accomplishments,532,0.2173202614379085
941945,a great many little children,ARTICLE JJ FEW JJ NNS,a,great,many,little children,532,0.2173202614379085
942569,a great many misfortunes,ARTICLE JJ FEW NNS,a,great,many,misfortunes,532,0.2173202614379085
942739,a great many tears,ARTICLE JJ FEW NNS,a,great,many,tears,532,0.2173202614379085
944877,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,532,0.2173202614379085
957031,a great many ladies,ARTICLE JJ FEW NNS,a,great,many,ladies,532,0.2173202614379085
957682,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
957846,a great many baskets,ARTICLE JJ FEW NNS,a,great,many,baskets,532,0.2173202614379085
962360,a good many words,ARTICLE JJ FEW NNS,a,good,many,words,532,0.2173202614379085
962826,a great many empty bottles,ARTICLE JJ FEW JJ NNS,A,great,many,empty bottles,532,0.2173202614379085
964063,a good many trifling pieces,ARTICLE JJ FEW NN NNS,a,good,many,trifling pieces,532,0.2173202614379085
965500,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
971240,a great many good points,ARTICLE JJ FEW JJ NNS,a,great,many,good points,532,0.2173202614379085
974647,a good many children,ARTICLE JJ FEW NNS,a,good,many,children,532,0.2173202614379085
980028,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
987321,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,532,0.2173202614379085
997177,a great many little ones,ARTICLE JJ FEW JJ NNS,a,great,many,little ones,532,0.2173202614379085
1003762,a superior geographical environment and many railways,ARTICLE JJ JJ NN CC FEW NNS,a,superior geographical environment and,many,railways,532,0.2173202614379085
1008623,a great many feelings,ARTICLE JJ FEW NNS,a,great,many,feelings,532,0.2173202614379085
1016600,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
1021740,a great many days,ARTICLE JJ FEW NNS,a,great,many,days,532,0.2173202614379085
1021799,a great many places,ARTICLE JJ FEW NNS,a,great,many,places,532,0.2173202614379085
1030929,a great many garments,ARTICLE JJ FEW NNS,a,great,many,garments,532,0.2173202614379085
1037633,a good many months,ARTICLE JJ FEW NNS,a,good,many,months,532,0.2173202614379085
1200028,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
1219318,a great many days,ARTICLE JJ FEW NNS,a,great,many,days,532,0.2173202614379085
1220924,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,532,0.2173202614379085
1221481,a good many thoughts,ARTICLE JJ FEW NNS,A,good,many,thoughts,532,0.2173202614379085
1226354,a good many little scenes,ARTICLE JJ FEW JJ NNS,a,good,many,little scenes,532,0.2173202614379085
1232712,a good many cries,ARTICLE JJ FEW NNS,a,good,many,cries,532,0.2173202614379085
1240447,a large arena and many people,ARTICLE JJ NN CC FEW NNS,a,large arena and,many,people,532,0.2173202614379085
1248622,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
1252921,a good many comforts,ARTICLE JJ FEW NNS,a,good,many,comforts,532,0.2173202614379085
1260656,a good many little gifts,ARTICLE JJ FEW JJ NNS,a,good,many,little gifts,532,0.2173202614379085
1263094,a good many bitter tears,ARTICLE JJ FEW JJ NNS,a,good,many,bitter tears,532,0.2173202614379085
1297192,a good many hard times,ARTICLE JJ FEW JJ NNS,a,good,many,hard times,532,0.2173202614379085
1297362,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,532,0.2173202614379085
1321965,a good many hard knocks,ARTICLE JJ FEW JJ NNS,a,good,many,hard knocks,532,0.2173202614379085
1346335,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
1346381,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
1351024,a good many miracles,ARTICLE JJ FEW NNS,a,good,many,miracles,532,0.2173202614379085
1377451,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
1404734,a good many fine ladies,ARTICLE JJ FEW JJ NNS,a,good,many,fine ladies,532,0.2173202614379085
1424174,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
1502688,a great many flowers,ARTICLE JJ FEW NNS,a,great,many,flowers,532,0.2173202614379085
1505615,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
1507775,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
1518069,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
1519272,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
1524746,a good many reasons,ARTICLE JJ FEW NNS,a,good,many,reasons,532,0.2173202614379085
1538209,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
1550393,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
1574231,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
1577339,a good many plums,ARTICLE JJ FEW NNS,A,good,many,plums,532,0.2173202614379085
1628672,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
1725851,a great many greenhouses,ARTICLE JJ FEW NNS,a,great,many,greenhouses,532,0.2173202614379085
1726988,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
1728757,a great many parts,ARTICLE JJ FEW NNS,a,great,many,parts,532,0.2173202614379085
1731919,a great many ladies,ARTICLE JJ FEW NNS,a,great,many,ladies,532,0.2173202614379085
1735919,a great many doors,ARTICLE JJ FEW NNS,a,great,many,doors,532,0.2173202614379085
1735964,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
1767329,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,532,0.2173202614379085
1814720,a great many mysterious hints,ARTICLE JJ FEW JJ NNS,a,great,many,mysterious hints,532,0.2173202614379085
1815523,a long friendship and many years,ARTICLE JJ NN CC FEW NNS,a,long friendship and,many,years,532,0.2173202614379085
1822181,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
1824353,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
1837798,a great many letters,ARTICLE JJ FEW NNS,a,great,many,letters,532,0.2173202614379085
1839593,a good many folks,ARTICLE JJ FEW NNS,a,good,many,folks,532,0.2173202614379085
1865530,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
1879911,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
1883002,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
1886034,a great many new discoveries,ARTICLE JJ FEW JJ NNS,a,great,many,new discoveries,532,0.2173202614379085
1887666,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
1931095,a good many notions,ARTICLE JJ FEW NNS,a,good,many,notions,532,0.2173202614379085
2010755,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
2124311,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
2148023,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,532,0.2173202614379085
2246691,a good many ways,ARTICLE JJ FEW NNS,a,good,many,ways,532,0.2173202614379085
2271920,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
2278372,a great many toys,ARTICLE JJ FEW NNS,A,great,many,toys,532,0.2173202614379085
