idx,good,order_swap,no_article,no_modifier,noun_number
177,-4.534901142120361,-4.8527750968933105,-4.839986324310303,-4.646733283996582,-4.684085369110107
178,-3.928346872329712,-4.25971794128418,-4.141390800476074,-4.146426200866699,-4.052366256713867
179,-4.8758544921875,-5.376021862030029,-5.363831520080566,-5.070111274719238,-5.281479835510254
180,-4.772389888763428,-4.906660556793213,-4.939413547515869,-4.930476665496826,-4.983774185180664
181,-4.969761848449707,-5.158242702484131,-5.287179470062256,-4.996236324310303,-5.153224945068359
182,-4.527045726776123,-5.459961891174316,-5.200973033905029,-5.335737705230713,-5.130773067474365
183,-5.529998779296875,-5.68782901763916,-5.813032150268555,-5.6087470054626465,-5.478250026702881
184,-4.174439430236816,-5.410469055175781,-6.313522815704346,-4.639077186584473,-4.934040069580078
185,-5.649114608764648,-6.642033100128174,-6.717841148376465,-6.666806221008301,-6.4510040283203125
186,-3.6906187534332275,-3.8285322189331055,-4.007082939147949,-3.6904385089874268,-3.823944330215454
187,-4.983122825622559,-5.316329479217529,-5.561738014221191,-5.070268630981445,-5.238348007202148
188,-2.333747148513794,-2.7540931701660156,-2.508633613586426,-2.4903757572174072,-2.4676194190979004
189,-3.537544012069702,-3.7997243404388428,-3.6835737228393555,-3.767571210861206,-3.7157986164093018
190,-3.515564203262329,-4.022144317626953,-3.66607403755188,-3.981346845626831,-3.741224527359009
191,-4.139166831970215,-4.486187934875488,-4.276698589324951,-4.4416632652282715,-4.30476188659668
192,-5.217225074768066,-5.989988803863525,-5.6140851974487305,-6.284071445465088,-5.546661376953125
193,-4.785889148712158,-4.7963714599609375,-4.491527557373047,-5.081511974334717,-4.809724807739258
194,-4.880548000335693,-4.5119218826293945,-5.221410274505615,-4.2803473472595215,-5.433454513549805
195,-4.776515483856201,-5.175507545471191,-5.04226016998291,-4.996460914611816,-4.9034810066223145
196,-4.665792942047119,-4.82711124420166,-4.841229438781738,-4.721534252166748,-4.930048942565918
197,-4.646409034729004,-5.196254253387451,-5.034054756164551,-4.928110599517822,-5.053533554077148
198,-4.081176280975342,-4.772432327270508,-5.104806423187256,-4.150076389312744,-4.44451379776001
199,-6.027472972869873,-7.525575160980225,-7.652848243713379,-6.840295314788818,-6.646887302398682
200,-4.492997646331787,-4.887511730194092,-4.793670177459717,-4.868009567260742,-4.8659820556640625
201,-4.3870134353637695,-4.925848960876465,-4.74379301071167,-4.818637371063232,-4.728376865386963
202,-4.348179340362549,-5.132279872894287,-5.0481648445129395,-4.983097076416016,-4.935240268707275
203,-5.104098796844482,-5.570963382720947,-5.572322845458984,-5.295605659484863,-5.334606647491455
204,-4.94028902053833,-5.33881139755249,-5.9070305824279785,-5.172275066375732,-5.1489644050598145
205,-4.31037712097168,-5.703062534332275,-5.7830281257629395,-4.8435187339782715,-4.5095977783203125
206,-4.5178985595703125,-5.096256732940674,-5.439460754394531,-4.815304279327393,-4.89262580871582
207,-4.380363941192627,-5.104260444641113,-4.873469829559326,-5.156040191650391,-4.85324239730835
208,-7.157491207122803,-8.51117992401123,-8.614078521728516,-8.220024108886719,-7.804046630859375
209,-4.801444053649902,-5.295772075653076,-5.104953289031982,-4.903688907623291,-5.071788311004639
210,-4.8895416259765625,-5.392007827758789,-5.297415733337402,-5.007156848907471,-5.078188419342041
211,-5.695672988891602,-6.104410648345947,-6.196503162384033,-6.013801097869873,-5.918497085571289
212,-4.32799768447876,-4.830223083496094,-4.447573184967041,-4.887509346008301,-4.574521064758301
213,-3.549996852874756,-4.688475131988525,-5.337084770202637,-3.837700605392456,-4.30497407913208
214,-4.812034606933594,-5.925555229187012,-5.996334075927734,-5.962114334106445,-5.3253374099731445
215,-4.490830898284912,-4.611556529998779,-4.481980800628662,-4.6970601081848145,-4.832982063293457
216,-4.879374027252197,-5.293219566345215,-5.821118354797363,-5.108876705169678,-5.123055458068848
217,-3.535125494003296,-3.742888927459717,-3.6313626766204834,-3.5873360633850098,-3.609675407409668
218,-4.953359603881836,-5.130129814147949,-5.155840873718262,-5.051989555358887,-5.100462436676025
219,-6.097285747528076,-7.0804762840271,-8.23400592803955,-6.677762508392334,-6.613362789154053
220,-4.684999465942383,-4.925044059753418,-5.158840179443359,-4.828371524810791,-4.90675687789917
221,-4.392759323120117,-5.046407699584961,-4.883425712585449,-4.78997802734375,-4.769522666931152
222,-4.094776630401611,-4.561741828918457,-4.684147357940674,-4.213562965393066,-4.305340766906738
223,-4.25007438659668,-5.322412967681885,-5.117818832397461,-4.803340435028076,-4.635653972625732
224,-3.5637550354003906,-3.9997127056121826,-3.9105398654937744,-3.7994446754455566,-3.746479034423828
225,-4.410758972167969,-4.517607688903809,-4.664284706115723,-4.444223880767822,-4.523365497589111
226,-4.066665172576904,-4.487682342529297,-4.361301898956299,-4.432157516479492,-4.321407318115234
227,-5.026015758514404,-6.811422348022461,-6.855854511260986,-6.531901836395264,-5.8460917472839355
228,-4.233027458190918,-4.482929229736328,-4.675650119781494,-4.406642436981201,-4.487130641937256
229,-5.67525577545166,-6.670576572418213,-6.29649019241333,-6.554461479187012,-6.198927879333496
230,-4.813238143920898,-5.367939472198486,-5.484925746917725,-5.475526809692383,-5.440796852111816
231,-5.2879533767700195,-5.857115268707275,-5.655755519866943,-5.579294204711914,-5.525023937225342
232,-5.814237117767334,-6.089456558227539,-6.144953727722168,-6.278576850891113,-6.238691806793213
233,-3.6160998344421387,-3.9102630615234375,-4.183701992034912,-3.658674955368042,-3.8665847778320312
234,-3.693143844604492,-4.007467269897461,-4.1952996253967285,-3.826735734939575,-3.824873685836792
235,-3.9933879375457764,-4.281049728393555,-4.134952545166016,-4.214821815490723,-4.090686798095703
236,-3.6231017112731934,-4.219446659088135,-4.050440788269043,-3.95515513420105,-4.0011305809021
237,-4.680444717407227,-5.408121585845947,-5.371043682098389,-5.195843696594238,-5.139245510101318
238,-5.074063301086426,-5.3926544189453125,-5.4110798835754395,-5.10357666015625,-5.309925079345703
239,-3.43643856048584,-3.9216997623443604,-3.8274712562561035,-3.8368873596191406,-3.7028887271881104
240,-4.956834316253662,-5.244211673736572,-5.18244743347168,-5.091888904571533,-5.227787494659424
241,-4.117240905761719,-4.555172920227051,-4.425230979919434,-4.357665538787842,-4.317593574523926
242,-2.70574951171875,-3.9102845191955566,-3.6295042037963867,-3.7240829467773438,-2.9131205081939697
243,-4.717099666595459,-5.380873680114746,-5.248504161834717,-5.261655330657959,-5.121763229370117
244,-5.4595160484313965,-5.947636604309082,-5.7931437492370605,-5.779338359832764,-5.599764823913574
245,-4.210897922515869,-4.793121814727783,-4.6343793869018555,-4.4901123046875,-4.887733459472656
246,-5.678686618804932,-6.24400520324707,-6.906340599060059,-6.048426151275635,-6.0494065284729
247,-5.924995422363281,-6.1633453369140625,-6.917511463165283,-5.677950859069824,-6.578707695007324
248,-5.091623783111572,-6.679884433746338,-6.486727237701416,-5.722725868225098,-5.524950981140137
249,-4.484671592712402,-4.8967766761779785,-5.441866397857666,-4.4881415367126465,-4.72657585144043
250,-4.839236736297607,-5.194885730743408,-5.168758869171143,-5.043216228485107,-5.295043468475342
251,-4.208425521850586,-4.507485389709473,-4.4625396728515625,-4.435121059417725,-4.395170211791992
252,-5.090716361999512,-5.513527870178223,-5.392331123352051,-5.394382953643799,-5.22999382019043
253,-3.8152763843536377,-4.463895320892334,-4.369128704071045,-4.082945823669434,-4.013190746307373
254,-4.776683807373047,-5.085389137268066,-4.88693904876709,-5.00898551940918,-4.977632522583008
255,-4.160195350646973,-4.699827194213867,-4.627673149108887,-4.575543403625488,-4.604046821594238
256,-4.107780456542969,-5.920783519744873,-6.637688636779785,-5.129413604736328,-4.491034984588623
257,-4.480775833129883,-5.747929096221924,-6.834907531738281,-5.099630832672119,-5.162829875946045
258,-4.618902206420898,-4.880474090576172,-4.9548726081848145,-4.757270812988281,-4.836828231811523
259,-4.4181227684021,-5.368879318237305,-5.24055814743042,-5.365293979644775,-5.252471923828125
260,-4.000782012939453,-4.294392108917236,-4.145429611206055,-4.294152736663818,-4.131437301635742
261,-5.291570663452148,-5.808473110198975,-5.960482597351074,-5.421885013580322,-5.355661392211914
262,-4.100974082946777,-4.282887935638428,-4.478943347930908,-4.127358913421631,-4.247503280639648
263,-4.399134159088135,-4.752795219421387,-4.714182376861572,-4.63686990737915,-4.747226715087891
264,-4.498282432556152,-4.859188556671143,-4.896441459655762,-4.661019325256348,-4.725333213806152
265,-4.663984775543213,-4.987532138824463,-5.045140743255615,-4.90349006652832,-4.9460062980651855
266,-4.7899017333984375,-5.10616397857666,-5.387737274169922,-4.807285308837891,-4.954692840576172
267,-4.200373649597168,-5.452392578125,-5.49586296081543,-5.038087844848633,-4.25521993637085
268,-5.017725467681885,-6.533263206481934,-6.351280689239502,-5.9183149337768555,-5.592447280883789
269,-4.582115173339844,-4.84370231628418,-4.761637210845947,-4.774566650390625,-4.740200996398926
270,-3.9491493701934814,-4.366963863372803,-4.285532474517822,-4.180360794067383,-4.078751564025879
271,-3.5629830360412598,-3.766681671142578,-3.7084567546844482,-3.654055595397949,-3.714219093322754
272,-4.678985595703125,-5.041452884674072,-4.762922763824463,-5.037165641784668,-4.833198547363281
273,-4.025841236114502,-4.328084468841553,-4.131947040557861,-4.479506969451904,-4.153501987457275
274,-4.483940601348877,-4.938758850097656,-4.731647491455078,-4.860723972320557,-4.637080669403076
275,-4.678707599639893,-4.922891616821289,-4.890145778656006,-5.055447578430176,-4.8238372802734375
276,-5.095524311065674,-6.052882671356201,-5.985706806182861,-5.472846031188965,-5.52110481262207
277,-4.126196384429932,-4.646299839019775,-4.57155704498291,-4.423772811889648,-4.313941478729248
278,-5.107902526855469,-5.248358726501465,-5.205799102783203,-5.226933002471924,-5.195353031158447
279,-4.150586128234863,-4.312421798706055,-4.539940357208252,-4.062345027923584,-4.473643779754639
280,-5.442310333251953,-6.411883354187012,-7.108096122741699,-6.207653522491455,-6.088534355163574
281,-4.003626823425293,-4.411965847015381,-4.573678493499756,-4.190435409545898,-4.233150005340576
282,-4.202929973602295,-4.343153953552246,-4.320054054260254,-4.369208335876465,-4.404023170471191
283,-4.365212917327881,-4.807140827178955,-4.89556884765625,-3.9524316787719727,-4.644484043121338
284,-5.22514009475708,-5.987318515777588,-5.928859233856201,-5.500476837158203,-5.756800174713135
285,-4.6272501945495605,-4.672932147979736,-4.736258506774902,-4.600485324859619,-4.691830635070801
286,-3.9892237186431885,-4.336608409881592,-4.635756969451904,-4.133738040924072,-4.142655372619629
287,-4.1115593910217285,-4.200918197631836,-4.441997528076172,-4.009860992431641,-4.165370941162109
288,-6.418349742889404,-6.802901268005371,-6.858434677124023,-6.766382217407227,-6.72423791885376
289,-4.590396404266357,-4.851816654205322,-4.856623649597168,-4.70198917388916,-4.732564449310303
290,-4.30843448638916,-4.740966320037842,-4.89212703704834,-4.5056328773498535,-4.6748366355896
291,-3.8489797115325928,-4.183893203735352,-4.3899126052856445,-3.952202558517456,-4.171538352966309
