sentence_idx,verb,noun,nv_dep,numeral
8512,was,policemen,pobj,twelve
8534,was,months,pobj,five
8555,refers,conspirators,pobj,20
8713,is,years,pobj,two
8769,uses,holidays,pobj,few
8829,seems,approaches,dobj,two
8918,is,eggs,nsubjpass,two
9211,was,children,pobj,five
9219,was,years,npadvmod,11
9300,requires,files,pobj,sixteen
9348,is,pages,attr,two
9348,is,pages,attr,two
9636,was,wrestlers,pobj,8
9837,is,daughters,conj,two
9893,was,years,pobj,20
9951,holds,dollars,npadvmod,trillion
10030,is,residents,pobj,"34,000"
10093,consists,members,pobj,3
10093,consists,communes,appos,26
10094,extends,communes,dobj,28
10118,has,collèges,dobj,five
10122,is,areas,pobj,13.5
10141,is,sections,pobj,two
10201,holds,days,pobj,three
10204,shows,dollars,dobj,"66,000"
10204,shows,dollars,attr,trillion
10204,owes,dollars,dobj,"66,000"
10204,owes,dollars,attr,trillion
10204,'s,dollars,attr,trillion
10205,has,clubs,dobj,73
10205,has,organisations,pobj,55
10205,has,sports,conj,40
10205,has,members,conj,42
10215,is,places,pobj,two
10403,is,lifetimes,pobj,three
10473,is,marsupials,pobj,one
10473,is,species,dobj,one
10477,is,dollars,attr,5000
10480,rankings,players,pobj,64
10552,is,stances,pobj,few
10598,is,dollars,attr,"175,000"
10876,says,occasions,pobj,two
10876,says,hours,npadvmod,two
11143,rankings,players,pobj,64
11229,chants,worlds,pobj,two
11237,has,people,pobj,881
11238,has,students,nsubj,"1,708"
11297,consists,people,pobj,741
11297,consists,members,pobj,14
11334,is,readers,pobj,400
11334,is,volumes,conj,"125,000"
11334,is,volumes,conj,"22,000"
11334,is,issues,conj,600
11341,rankings,players,pobj,32
11341,rankings,others,conj,two
11371,happens,years,conj,nineteen
11530,is,symphonies,conj,nine
11579,is,districts,pobj,9
11715,lives,children,conj,four
11858,was,years,npadvmod,two
11887,features,contributions,pobj,three
12038,'s,posts,pobj,two
12141,is,books,pobj,two
12767,is,lifetimes,pobj,three
12820,rankings,players,pobj,64
12974,is,times,compound,six
12974,is,masters,conj,1992
12975,was,occasions,pobj,three
13000,was,finals,dobj,1987
13112,employs,lines,dobj,"16,631"
13112,employs,cyclists,pobj,"16,631"
13135,costs,pounds,conj,nine
13343,was,days,npadvmod,two
13344,tells,years,pobj,20
13369,is,miles,pobj,hundred
13470,falls,categories,pobj,two
13530,displays,behaviors,pobj,eight
13585,ignores,factors,dobj,one
13585,ignores,skills,pobj,one
13585,ignores,partners,pobj,one
13777,uses,sensors,dobj,ten
13783,is,pounds,pobj,thousand
13930,is,years,pobj,three
13933,'s,clients,dobj,two
14009,was,hours,pobj,10.40
14163,was,yards,npadvmod,100
14226,was,altitudes,pobj,"25,000"
14226,was,feet,pobj,"25,000"
14293,was,pounds,compound,thousand
14355,is,pilots,pobj,eighteen
14504,is,sections,attr,four
14531,was,years,npadvmod,100
14531,was,years,npadvmod,100
14571,was,sorties,attr,515
14571,was,victories,pobj,seven
14601,was,cartoons,pobj,17
14664,is,subgraphs,dobj,one
14664,has,subgraphs,dobj,one
14685,forms,subsets,pobj,3
14685,recurses,subsets,pobj,3
14728,is,endpoints,dobj,two
14743,is,days,npadvmod,six
14746,is,years,pobj,21
14751,is,members,pobj,"14,000"
14751,is,countries,pobj,79
14929,offers,syllabi,dobj,two
14953,'s,pounds,npadvmod,thousand
15061,is,pounds,attr,hundred
15088,is,countries,pobj,80
15350,circulates,vessels,pobj,eight
15463,was,excavations,nsubjpass,18
15479,is,hodges,pobj,2015
15481,involves,excavations,dobj,11th-
15660,is,lengths,pobj,two
15694,is,lengths,pobj,two
15750,is,times,pobj,few
15842,was,days,npadvmod,few
15914,is,quarters,conj,three
15955,provides,capabilities,dobj,2
15955,provides,capabilities,dobj,2
15994,'s,pounds,pobj,thousand
16016,'s,members,pobj,two
16020,permits,dmes,dobj,two
16038,interrogates,microseconds,appos,50
16038,replies,microseconds,appos,50
16060,takes,microseconds,dobj,12.36
16108,has,interrogations,pobj,2700
16109,means,transmissions,pobj,25
16122,uses,mhz,pobj,1150
16137,is,khz,pobj,100
16256,was,volumes,pobj,two
16423,is,pounds,nsubj,thousand
16423,s,pounds,nsubj,thousand
16465,has,clerks,dobj,three
16482,requires,tables,dobj,two
16559,'s,clerks,dobj,three
16618,rankings,players,pobj,32
16618,rankings,others,conj,five
16671,was,men,nsubj,forty
16671,was,times,npadvmod,twenty
16944,'s,pounds,attr,thousand
17257,is,clerks,nsubj,two
17292,was,years,pobj,eight
17302,'s,pounds,attr,hundred
17430,rankings,players,pobj,33
17435,cries,things,dobj,twenty
17500,was,inches,appos,three
17501,was,feet,nsubj,three
17501,was,yards,npadvmod,hundred
17501,was,yards,npadvmod,hundred
17502,was,inches,pobj,three
17613,was,years,attr,dozen
17755,has,colleges,pobj,two
17755,has,campuses,dobj,two
17767,was,managements,dobj,two
17769,is,colleges,pobj,two
17884,is,details,dobj,one
18009,was,years,pobj,six
18115,is,days,dobj,three
18238,was,men,pobj,thousand
18249,was,fathers,pobj,four
18310,is,months,poss,six
18340,is,ideas,pobj,one
18473,is,appointments,nsubj,forty
18524,was,weeks,pobj,three
18537,was,countries,pobj,two
18537,was,countries,pobj,two
18552,was,lire,dobj,million
18552,was,lire,dobj,million
19011,is,years,npadvmod,two
19011,is,kilometres,npadvmod,50
19048,has,schools,dobj,3
19086,has,boats,pobj,1798
19143,has,'s,pobj,80
19143,is,'s,pobj,80
19432,was,generals,pobj,four
19585,commands,things,ccomp,"8:2,5"
19635,sends,codes,dobj,8
19635,sends,digits,pobj,two
19741,is,pounds,pobj,thousand
19741,is,pounds,dobj,thousand
19747,does,pounds,pobj,thousand
19757,is,pounds,dobj,thousand
19793,was,times,compound,three
19801,works,pounds,pobj,thousand
19824,is,pounds,nsubj,thousand
19855,provides,pounds,dobj,thousand
19884,needs,pounds,dobj,thousand
19884,needs,pounds,nsubj,thousand
20141,is,pounds,nsubj,hundred
20185,was,years,npadvmod,14
20213,is,presentations,pobj,two
20213,is,pensions,conj,two
20389,'s,children,dobj,two
20474,follows,minutes,compound,five
20474,'s,minutes,compound,five
20474,'s,minutes,compound,fifteen
20530,is,points,pobj,seven
20540,is,presidents,pobj,two
20601,is,plays,dobj,four
20601,is,hours,npadvmod,two
20601,is,minutes,conj,twenty
20603,'s,options,dobj,few
20616,is,schools,pobj,23
20616,is,schools,pobj,23
20628,serves,patients,dobj,"60,000"
20699,cares,patients,pobj,"60,000"
20758,is,miles,npadvmod,thirty
20761,is,days,npadvmod,six
20921,sounds,mmhg,pobj,10
21261,is,passes,conj,101
21312,'s,pounds,npadvmod,thousand
21315,'s,years,npadvmod,five
21326,is,pounds,attr,eight
21344,'s,pounds,pobj,thousand
21491,is,crosses,conj,seventeen
21491,is,times,npadvmod,seventeen
21499,'s,pounds,attr,one
21555,features,campsites,pobj,100
21602,'s,policies,pobj,ten
21706,was,years,attr,ten
21832,'s,years,npadvmod,ten
21857,'s,pounds,attr,eleven
21866,was,people,pobj,"9,471"
22011,is,pounds,attr,thousand
22011,'s,pounds,attr,thousand
22074,is,pounds,attr,hundred
22124,is,pounds,attr,hundred
22258,means,years,pobj,ten
22258,does,years,pobj,ten
22466,is,pounds,pobj,thousand
22655,becomes,situations,pobj,two
22664,knows,months,poss,twelve
22679,uses,examples,dobj,two
22686,claims,individuals,pobj,two
22686,unites,individuals,pobj,two
22686,is,individuals,pobj,two
22848,'s,weeks,attr,three
22925,rankings,players,pobj,32
22958,was,minutes,pobj,two
22963,was,minutes,dobj,thirteen
22963,was,minutes,dobj,three
22967,'s,minutes,dobj,fifteen
22972,was,years,nsubj,two
22972,is,years,nsubj,two
23103,was,years,npadvmod,hundred
23469,is,pounds,dobj,thousand
23469,'s,pounds,dobj,thousand
23568,was,reasons,pobj,21
23629,is,pounds,attr,thousand
23650,is,pounds,pobj,thousand
23742,was,plans,pobj,11
23800,'s,years,npadvmod,twenty
23835,means,years,pobj,two
23859,'s,quarters,attr,three
23878,is,reports,pobj,14
23878,is,activities,pobj,14
23878,is,forces,pobj,14
23908,was,deaths,pobj,two
24046,was,years,npadvmod,eight
24049,is,feet,appos,3
24049,is,feet,pobj,60
24051,is,feet,pobj,80
24061,widens,feet,npadvmod,3
24063,is,feet,attr,18
24070,was,years,attr,sixteen
24220,was,years,appos,two
24250,am,times,compound,thousand
24260,was,guns,pobj,two
24375,was,attempts,nsubj,three
24462,was,years,npadvmod,three
24462,was,landings,dobj,143
24462,was,years,npadvmod,three
24462,was,landings,dobj,143
24732,'s,people,attr,six
24732,'s,people,attr,six
24732,is,people,attr,six
24777,was,hurricanes,dobj,40
24859,was,spitfires,nsubj,38
24859,was,spitfires,nsubj,38
24909,was,months,pobj,three
25047,is,tutorials,attr,three
25169,is,schools,pobj,thirteen
25216,is,ladies,pobj,two
25222,makes,triangles,pobj,two
25247,is,students,pobj,6–7
25247,is,subjects,pobj,6–7
25247,is,exams,pobj,7
25273,consists,representatives,pobj,three
25312,organises,years,pobj,16
25352,sits,states,pobj,28
25420,is,européennes,pobj,défense
25433,elects,representatives,dobj,two
25446,meets,times,dobj,four
25510,comes,angles,attr,two
25510,comes,statements,pobj,1
25510,is,statements,pobj,1
25510,comes,statements,pobj,1
25578,is,players,pobj,two
25646,was,bats,pobj,two
25896,is,characters,nsubj,two
26000,is,things,pobj,few
26183,is,years,pobj,20
26262,is,categories,nsubj,two
26262,'s,categories,nsubj,two
26266,is,headings,pobj,two
26482,is,acids,dobj,21
26548,has,types,dobj,five
26715,has,minutes,pobj,5
26715,has,minutes,pobj,5
26776,is,years,pobj,five
26785,is,centers,pobj,few
26802,has,years,pobj,2–3
26811,is,deaths,attr,125–150
26811,is,cases,pobj,4
26811,is,cases,pobj,4
26992,has,runs,dobj,154
27057,'s,figures,pobj,two
27064,takes,areas,pobj,twelve
27064,is,areas,pobj,twelve
27111,consists,ministers,conj,two
27137,is,areas,pobj,twelve
27210,holds,figures,nsubj,two
27295,was,years,npadvmod,five
27367,was,strikeouts,pobj,278
27473,is,feet,npadvmod,10
27549,worships,priests,dobj,twenty
27549,has,priests,dobj,twenty
27620,'s,people,attr,illiterate
27621,is,sides,dobj,four
27621,is,pages,pobj,two
27621,'s,pages,pobj,two
27621,is,pages,pobj,two
27699,was,championships,dobj,nine
27867,was,games,dobj,hundred
27913,was,years,npadvmod,11
28021,was,years,npadvmod,four
28076,is,years,npadvmod,one
28090,features,pieces,dobj,18
28170,is,bays,pobj,six
28226,has,bells,pobj,five
28239,contains,graves,dobj,seven
28523,césar,positions,dobj,nine
28523,césar,positions,dobj,nine
28547,'s,dollars,attr,hundred
28718,was,runs,dobj,15
28954,is,operators,pobj,3
29072,is,steps,pobj,three
29072,is,axes,pobj,three
29085,'s,pounds,npadvmod,five
29091,is,flowers,pobj,few
29179,is,years,npadvmod,12
29198,is,tournaments,pobj,twelve
29198,is,locations,pobj,twelve
29199,brings,divisions,appos,five
29199,brings,divisions,appos,four
29199,brings,divisions,appos,three
29204,was,days,pobj,two
29263,crowns,exceptions,pobj,two
29263,crowns,tournaments,pobj,eight
29263,sends,tournaments,pobj,eight
29284,holds,champions,dobj,six
29342,was,hours,dobj,three
29369,is,teams,pobj,20
29369,is,teams,nsubj,two
29385,consists,teams,pobj,16
29438,plays,games,pobj,three
29473,has,fences,pobj,"45,000"
29473,has,spectators,dobj,"45,000"
29503,has,species,pobj,450
29694,was,hours,pobj,five
29742,takes,minutes,dobj,five
29762,improves,prejudices,pobj,one
29762,does,prejudices,pobj,one
29769,is,days,npadvmod,three
29808,proceeds,words,pobj,few
29824,was,guests,pobj,hundred
29824,was,guests,pobj,hundred
29856,has,divisions,pobj,eleven
29863,is,times,npadvmod,19
29933,tells,foxes,attr,two
29935,takes,bubbles,dobj,sixteen
29943,was,feet,attr,three
30172,is,lines,pobj,five
30197,was,years,pobj,sixty
30279,is,friends,dobj,one
30316,is,schools,pobj,two
30316,is,schools,appos,four
30316,is,schools,conj,three
30351,'s,months,npadvmod,five
30415,is,bubbles,pobj,six
30453,serves,services,pobj,252
30535,was,sons,dobj,three
31184,is,groups,pobj,8
31206,was,boys,pobj,fifty
31318,has,origins,dobj,one
31318,has,journeys,dobj,one
31367,depends,branches,nsubjpass,two
31385,consists,chambers,pobj,two
31431,is,democrats,appos,66
31606,is,estes,nsubj,22
31651,is,years,npadvmod,"2,000"
31789,is,communes,pobj,five
31789,is,inhabitants,pobj,"5,277"
31809,resides,sons,conj,two
31891,was,trucks,nsubj,11
32150,was,coins,pobj,three
32167,was,families,pobj,five
32222,was,miles,npadvmod,three
32233,was,leagues,attr,one
32233,was,miles,npadvmod,three
32265,was,boots,pobj,seven
32269,was,strides,pobj,three
32339,is,responses,dobj,seven
32339,consists,responses,dobj,seven
32339,requires,responses,dobj,seven
32349,flows,departments,appos,3
32349,flows,communes,conj,23
32389,shows,thirds,nsubj,two
32389,is,thirds,nsubj,two
32580,was,peas,dobj,three
32580,was,mattresses,pobj,twenty
32580,was,beds,conj,twenty
32624,covers,km,dobj,225
32624,maintains,km,dobj,225
32642,'s,feelings,pobj,one
32657,contains,airports,dobj,33.7
32733,was,fairies,nsubj,two
32770,has,people,dobj,500
32770,has,miles,npadvmod,10
32770,is,miles,npadvmod,10
32915,was,negotiators,pobj,four
32981,is,divisions,pobj,two
33009,is,checks,dobj,few
33036,'m,days,pobj,three
33128,forms,areas,pobj,seven
33128,forms,inhabitants,pobj,"6,626"
33129,is,communes,pobj,17
33129,is,inhabitants,pobj,"13,024"
33134,was,shoes,conj,seven
33134,was,boots,appos,seven
33135,is,cantons,pobj,three
33166,has,reserves,dobj,two
33166,has,km,conj,4.8
33196,is,months,attr,eighteen
33220,was,steps,pobj,three
33220,was,boots,pobj,seven
33229,has,children,conj,two
33331,offers,watts,dobj,20
33365,was,steps,npadvmod,three
33365,was,boots,nsubj,seven
33378,includes,changes,pobj,few
33636,was,weeks,pobj,95
33660,was,feet,npadvmod,three
33704,was,years,npadvmod,seven
33704,was,years,npadvmod,seven
33717,is,places,pobj,two
33769,is,days,npadvmod,three
33769,is,choices,dobj,two
33769,is,roads,dobj,two
33803,is,regions,pobj,five
33817,divides,branches,pobj,two
33864,encompasses,regions,pobj,20
33864,encompasses,provinces,pobj,36
33872,is,times,npadvmod,hundred
33933,flies,times,npadvmod,million
33935,wants,minutes,dobj,eight
33935,wants,minutes,dobj,eight
33957,is,miles,attr,"7,500"
33963,is,weeks,attr,2/3
34048,nests,eggs,dobj,3–5
34137,is,judges,dobj,three
34216,is,hours,npadvmod,3.5
34217,was,hours,npadvmod,4.5
34317,is,regions,pobj,five
34351,presents,touches,pobj,few
34351,describes,touches,pobj,few
34351,tells,touches,pobj,few
34439,encompasses,regions,pobj,20
34439,encompasses,provinces,pobj,24
34879,was,strides,pobj,two
34947,was,nicholls,nsubj,28
34970,is,regions,pobj,five
34990,includes,islands,dobj,two
35007,was,eyes,nsubj,two
35039,gives,dollars,dobj,hundred
35039,takes,dollars,dobj,hundred
35040,has,regions,pobj,20
35040,has,provinces,pobj,24
35056,was,pence,pobj,few
35056,was,pence,pobj,few
35076,was,steps,pobj,two
35094,takes,minutes,dobj,two
35106,charges,dollars,dobj,hundred
35111,was,clouds,nsubj,21
35245,was,models,pobj,.44
35268,was,strokes,pobj,few
35343,was,walls,pobj,two
35393,was,passengers,pobj,eight
35432,was,sons,pobj,three
35740,was,tönnies,nsubj,19
35803,was,strides,pobj,few
35808,is,months,pobj,six
36135,initiates,effects,dobj,two
36135,has,effects,dobj,two
36178,is,purses,pobj,thousand
36178,is,purses,pobj,thousand
36215,is,purses,dobj,thousand
36294,is,pounds,nsubj,"1,000,000"
36318,is,miles,npadvmod,hundred
36321,senses,mechanisms,pobj,two
36321,responds,mechanisms,pobj,two
36537,says,minutes,pobj,five
36705,was,pylons,pobj,three
36752,works,women,pobj,million
36800,was,timmons,nsubj,14
36827,covers,km,dobj,46
36827,maintains,km,dobj,46
36885,is,modes,dobj,2
36885,has,modes,dobj,2
36896,serves,years,npadvmod,two
36925,was,garrets,dobj,two
37058,was,flakes,pobj,million
37059,was,stars,pobj,two
37275,was,years,attr,eleven
37317,was,canadians,pobj,114
37418,has,km,pobj,193
37496,is,leagues,attr,hundred
37496,is,hours,poss,few
37723,'s,years,npadvmod,five
37734,was,steamers,pobj,1864
37959,fills,times,compound,one
38035,was,travoys,appos,1916
38140,appears,times,npadvmod,three
38213,was,daughters,pobj,two
38354,'s,people,attr,hundred
38544,comes,reasons,pobj,two
38547,is,lines,pobj,eight
38763,'m,years,pobj,five
38763,'m,years,appos,thirty
38763,'s,years,pobj,five
38763,'s,years,appos,thirty
38768,is,games,pobj,one
38781,'s,bucks,compound,hundred
38962,'s,dollars,attr,hundred
39118,is,degrees,npadvmod,few
39118,is,degrees,npadvmod,few
39178,was,children,dobj,three
39183,has,miles,dobj,hundred
39227,is,metres,npadvmod,300
39227,is,shunts,pobj,5
39321,begins,miles,npadvmod,two
39360,is,valleys,attr,two
39388,extends,valleys,pobj,two
39416,is,valleys,pobj,two
39449,was,medals,nsubjpass,four
39552,takes,rivers,relcl,two
39552,describes,rivers,relcl,two
39744,was,stories,npadvmod,three
39768,is,calyces,nsubj,two
39859,is,mm,attr,4
39859,is,fetuses,pobj,32
39859,is,weeks,appos,32
39859,is,mm,conj,7
39930,was,pitchers,dobj,four
39930,was,victories,pobj,twenty
39931,ranks,leaders,pobj,five
40066,was,strikeouts,dobj,15
40075,was,batters,pobj,seven
40086,was,outs,npadvmod,three
40086,was,outs,npadvmod,three
40133,was,games,dobj,three
40155,'s,pounds,dobj,three
40155,weighs,pounds,dobj,three
40207,was,strikeouts,conj,190
40229,knows,senses,dobj,three
40229,knows,pounds,pobj,three
40229,arises,pounds,pobj,three
40270,was,strikeouts,conj,124
40282,was,winners,dobj,four
40294,c'm,hits,pobj,two
40315,was,years,npadvmod,16
40323,was,pictures,nsubjpass,thousand
40483,goes,cupfuls,dobj,two
40554,was,winners,pobj,four
40684,was,years,npadvmod,two
40684,was,years,npadvmod,two
40722,is,children,pobj,four
40764,was,presidencies,nsubj,three
40833,was,years,npadvmod,hundred
40833,was,years,npadvmod,hundred
40865,flows,communes,conj,26
41029,knows,years,npadvmod,fifty
41044,has,feet,pobj,3
41044,has,feet,pobj,5
41078,is,heads,dobj,two
41097,affects,families,dobj,two
41183,is,years,npadvmod,two
41306,consists,hamlets,pobj,few
41524,remains,deaths,pobj,224
41527,was,snails,dobj,two
41652,was,guests,pobj,hundred
41652,was,guests,pobj,hundred
41758,sits,paces,pobj,hundred
41758,is,paces,pobj,hundred
41759,is,paces,attr,hundred
41768,was,packs,conj,eight
41768,was,packs,attr,six
41779,was,dollars,pobj,two
41784,serves,years,npadvmod,two
41836,is,fields,pobj,26
41836,is,courses,conj,two
41836,is,centres,pobj,three
41836,is,pools,pobj,two
41964,has,hiatuses,dobj,two
42125,is,troubles,pobj,three
42125,is,axes,pobj,three
42160,is,inhabitants,pobj,"147,898"
42257,was,sons,dobj,three
42343,is,minutes,nsubj,two
42359,was,daughters,dobj,three
42381,was,years,npadvmod,ten
42383,was,children,dobj,two
42562,is,degrees,pobj,28
42750,is,provinces,pobj,five
43010,was,albums,dobj,eight
43041,is,instrumentals,dobj,two
43101,was,days,pobj,eight
43101,grows,days,pobj,eight
43117,is,tours,dobj,all
43131,is,inhabitants,pobj,"123,616"
43146,contains,records,nmod,1995
43146,contains,tracks,dobj,1981
43191,is,residences,pobj,three
43191,is,others,attr,two
43229,is,nm,pobj,30
43364,consists,wings,pobj,two
43364,consists,meters,dobj,110
43368,'s,monks,npadvmod,two
43424,was,weeks,pobj,three
43424,was,years,npadvmod,thousand
43424,has,years,npadvmod,thousand
43424,is,weeks,pobj,three
43424,is,years,npadvmod,thousand
43521,claims,minutes,pobj,3
43522,has,batteries,dobj,two
43564,is,bicycles,pobj,"6,000"
43564,is,bikes,dobj,"6,000"
43627,is,dollars,attr,thousand
43627,'s,dollars,attr,thousand
43802,implies,equals,pobj,two
43802,implies,companies,pobj,two
43911,is,inhabitants,pobj,"115,019"
43974,consists,subsidiaries,pobj,440
43974,consists,countries,pobj,50
44030,was,coins,pobj,three
44054,was,miles,npadvmod,three
44099,was,leagues,attr,one
44099,was,miles,npadvmod,three
44116,follows,centimeters,ccomp,009
44116,follows,adaptions,conj,2006
44125,was,boots,pobj,seven
44130,was,strides,pobj,three
44216,was,men,pobj,140
44315,was,songs,conj,four
44441,includes,songs,dobj,14
44481,has,platforms,dobj,twelve
44514,lies,paces,nsubj,hundred
44541,was,inhabitants,dobj,2000
44574,was,bands,appos,two
44606,is,steps,npadvmod,20
44613,was,towers,pobj,two
44849,is,palaces,pobj,three
44927,was,windows,npadvmod,three
44952,belongs,ranges,pobj,three
44998,was,passengers,pobj,274
44998,was,members,conj,16
45142,was,years,npadvmod,ten
45194,was,shoes,conj,seven
45194,was,boots,appos,seven
45197,is,feet,npadvmod,120
45197,is,feet,npadvmod,60
45197,is,feet,npadvmod,90
45269,seems,years,npadvmod,ten
45279,was,steps,pobj,three
45279,was,boots,pobj,seven
45371,was,fatalities,dobj,three
45385,is,waters,nsubj,18
45414,was,steps,npadvmod,three
45414,was,boots,nsubj,seven
45443,'s,years,npadvmod,twenty
45491,was,paintings,pobj,104
45505,was,years,pobj,20
45602,was,days,pobj,100
45633,was,gehrels,nsubj,3
45684,was,years,npadvmod,sixteen
45684,was,years,npadvmod,sixteen
45775,'s,cures,attr,few
45782,was,children,dobj,four
45872,'s,people,attr,two
45872,'s,cars,dobj,two
45950,was,years,npadvmod,twenty
45950,was,years,npadvmod,twenty
46130,was,years,npadvmod,79
46431,was,children,pobj,five
46457,was,davies,nsubj,28
46583,is,states,pobj,nine
46600,'s,boys,dobj,two
46650,was,strides,pobj,two
46747,was,eyes,nsubj,two
46831,was,steps,pobj,two
46950,is,people,pobj,"128,448"
46950,is,inhabitants,appos,"128,448"
47026,is,grades,pobj,9
47287,is,indices,pobj,225
47288,is,companies,pobj,three
47319,'s,dollars,attr,thirty
47322,was,years,pobj,44
47419,was,strides,pobj,few
47429,was,years,npadvmod,seven
47432,is,people,pobj,"296,303"
47432,is,inhabitants,appos,"296,303"
47478,was,questions,dobj,thousand
47499,was,banks,pobj,3
47499,was,miles,npadvmod,3
47539,was,years,npadvmod,forty
47539,is,years,npadvmod,forty
47562,is,inhabitants,appos,"129,623"
47562,has,inhabitants,appos,"129,623"
47652,is,purses,pobj,thousand
47652,is,purses,pobj,thousand
47673,is,purses,dobj,thousand
47704,was,times,npadvmod,three
47786,is,miles,npadvmod,hundred
47887,lives,ells,npadvmod,three
47887,is,ells,npadvmod,three
47887,is,ells,npadvmod,three
47914,was,ells,attr,three
47914,was,ells,attr,three
47945,is,years,dobj,19
47946,was,wins,dobj,186
47961,was,champions,pobj,three
47961,titleholders,winners,nsubj,six
47962,is,decades,pobj,three
47963,is,days,npadvmod,nine
47964,was,winners,dobj,four
48020,was,years,npadvmod,12
48049,was,men,attr,two
48138,has,drops,dobj,three
48182,has,students,dobj,"32,000"
48229,says,minutes,pobj,five
48230,has,students,dobj,"29,500"
48291,has,students,dobj,"21,000"
48311,was,games,dobj,23
48311,was,shutouts,dobj,10
48311,was,hits,dobj,44
48311,was,era,dobj,2.09
48321,has,students,dobj,"19,000"
48346,was,years,npadvmod,fifteen
48406,is,years,nsubj,17
48630,is,decades,pobj,three
48648,was,teams,pobj,six
48760,was,years,npadvmod,67
48767,has,daughters,dobj,two
48814,has,sons,dobj,two
48844,has,students,dobj,"34,000"
48869,was,people,pobj,five
48894,has,students,dobj,"23,000"
48974,is,leagues,attr,hundred
48974,is,hours,poss,few
49079,was,barrels,dobj,thousand
49079,was,bags,nsubj,thousand
49079,was,pieces,dobj,thousand
49249,was,pounds,attr,two
49261,was,pounds,attr,two
49277,was,years,dobj,five
49463,has,forms,attr,two
49463,has,forms,attr,two
49610,is,months,pobj,seventeen
49734,has,children,dobj,three
49817,has,kinds,dobj,two
50088,is,scenes,conj,two
50181,is,seasons,pobj,two
50324,was,castaways,pobj,16
50350,was,days,pobj,three
50364,was,evacuees,pobj,three
50377,is,innes,nsubj,16
50430,'s,minutes,pobj,ten
50522,was,people,pobj,three
50580,was,years,npadvmod,fifty
50615,was,founders,pobj,1989
50635,controls,games,nsubj,3
50693,goes,orbs,pobj,five
50693,uses,orbs,pobj,five
50741,was,years,dobj,hundred
50741,was,leagues,conj,thousand
50741,was,boots,dobj,seven
50741,was,leagues,pobj,seven
50741,was,boots,attr,seven
50741,was,leagues,dobj,seven
50770,lives,blocks,npadvmod,two
50800,was,copies,dobj,million
50847,is,years,attr,fifty
50951,was,years,pobj,hundred
50999,was,years,npadvmod,two
51063,was,years,npadvmod,four
51114,was,years,npadvmod,20
51151,was,children,conj,two
51230,was,years,npadvmod,nine
51239,was,times,compound,hundred
51323,was,days,attr,two
51340,is,features,pobj,951
51610,'m,prisoners,nsubj,three
51690,was,sisters,nsubj,two
51762,'s,weeks,npadvmod,two
52001,is,vans,pobj,six
52001,is,generations,pobj,six
52464,is,municipalities,pobj,two
52597,is,publications,pobj,250
52669,has,inhabitants,dobj,"25,000"
52694,is,people,nsubjpass,seven
52777,was,months,attr,four
52777,was,years,npadvmod,two
52777,means,years,npadvmod,two
52864,’s,days,npadvmod,few
52946,has,seasons,pobj,three
53087,has,hotels,dobj,20
53092,'s,pounds,pobj,five
