idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
85,mahowald,The family spent a devastating five hours in London.,a devastating five hours,DT JJ CD NNS,a,devastating,five,hours
86,mahowald,The family spent a devastating twenty days in London.,a devastating twenty days,DT JJ CD NNS,a,devastating,twenty,days
87,mahowald,The family spent a devastating twenty weeks in London.,a devastating twenty weeks,DT JJ CD NNS,a,devastating,twenty,weeks
88,mahowald,The family spent a devastating twenty months in London.,a devastating twenty months,DT JJ CD NNS,a,devastating,twenty,months
89,mahowald,The family spent a devastating twenty years in London.,a devastating twenty years,DT JJ CD NNS,a,devastating,twenty,years
90,mahowald,The family spent a devastating twenty hours in London.,a devastating twenty hours,DT JJ CD NNS,a,devastating,twenty,hours
91,mahowald,The family spent a pathetic three days in London.,a pathetic three days,DT JJ CD NNS,a,pathetic,three,days
92,mahowald,The family spent a pathetic three weeks in London.,a pathetic three weeks,DT JJ CD NNS,a,pathetic,three,weeks
93,mahowald,The family spent a pathetic three months in London.,a pathetic three months,DT JJ CD NNS,a,pathetic,three,months
94,mahowald,The family spent a pathetic three years in London.,a pathetic three years,DT JJ CD NNS,a,pathetic,three,years
95,mahowald,The family spent a pathetic three hours in London.,a pathetic three hours,DT JJ CD NNS,a,pathetic,three,hours
96,mahowald,The family spent a pathetic five days in London.,a pathetic five days,DT JJ CD NNS,a,pathetic,five,days
97,mahowald,The family spent a pathetic five weeks in London.,a pathetic five weeks,DT JJ CD NNS,a,pathetic,five,weeks
98,mahowald,The family spent a pathetic five months in London.,a pathetic five months,DT JJ CD NNS,a,pathetic,five,months
99,mahowald,The family spent a pathetic five years in London.,a pathetic five years,DT JJ CD NNS,a,pathetic,five,years
100,mahowald,The family spent a pathetic five hours in London.,a pathetic five hours,DT JJ CD NNS,a,pathetic,five,hours
101,mahowald,The family spent a pathetic twenty days in London.,a pathetic twenty days,DT JJ CD NNS,a,pathetic,twenty,days
102,mahowald,The family spent a pathetic twenty weeks in London.,a pathetic twenty weeks,DT JJ CD NNS,a,pathetic,twenty,weeks
103,mahowald,The family spent a pathetic twenty months in London.,a pathetic twenty months,DT JJ CD NNS,a,pathetic,twenty,months
104,mahowald,The family spent a pathetic twenty years in London.,a pathetic twenty years,DT JJ CD NNS,a,pathetic,twenty,years
105,mahowald,The family spent a pathetic twenty hours in London.,a pathetic twenty hours,DT JJ CD NNS,a,pathetic,twenty,hours
106,mahowald,The family spent a remarkable three days in London.,a remarkable three days,DT JJ CD NNS,a,remarkable,three,days
107,mahowald,The family spent a remarkable three weeks in London.,a remarkable three weeks,DT JJ CD NNS,a,remarkable,three,weeks
108,mahowald,The family spent a remarkable three months in London.,a remarkable three months,DT JJ CD NNS,a,remarkable,three,months
109,mahowald,The family spent a remarkable three years in London.,a remarkable three years,DT JJ CD NNS,a,remarkable,three,years
110,mahowald,The family spent a remarkable three hours in London.,a remarkable three hours,DT JJ CD NNS,a,remarkable,three,hours
111,mahowald,The family spent a remarkable five days in London.,a remarkable five days,DT JJ CD NNS,a,remarkable,five,days
112,mahowald,The family spent a remarkable five weeks in London.,a remarkable five weeks,DT JJ CD NNS,a,remarkable,five,weeks
113,mahowald,The family spent a remarkable five months in London.,a remarkable five months,DT JJ CD NNS,a,remarkable,five,months
114,mahowald,The family spent a remarkable five years in London.,a remarkable five years,DT JJ CD NNS,a,remarkable,five,years
115,mahowald,The family spent a remarkable five hours in London.,a remarkable five hours,DT JJ CD NNS,a,remarkable,five,hours
116,mahowald,The family spent a remarkable twenty days in London.,a remarkable twenty days,DT JJ CD NNS,a,remarkable,twenty,days
117,mahowald,The family spent a remarkable twenty weeks in London.,a remarkable twenty weeks,DT JJ CD NNS,a,remarkable,twenty,weeks
118,mahowald,The family spent a remarkable twenty months in London.,a remarkable twenty months,DT JJ CD NNS,a,remarkable,twenty,months
119,mahowald,The family spent a remarkable twenty years in London.,a remarkable twenty years,DT JJ CD NNS,a,remarkable,twenty,years
120,mahowald,The family spent a remarkable twenty hours in London.,a remarkable twenty hours,DT JJ CD NNS,a,remarkable,twenty,hours
121,mahowald,The family spent a mediocre three days in London.,a mediocre three days,DT JJ CD NNS,a,mediocre,three,days
122,mahowald,The family spent a mediocre three weeks in London.,a mediocre three weeks,DT JJ CD NNS,a,mediocre,three,weeks
123,mahowald,The family spent a mediocre three months in London.,a mediocre three months,DT JJ CD NNS,a,mediocre,three,months
124,mahowald,The family spent a mediocre three years in London.,a mediocre three years,DT JJ CD NNS,a,mediocre,three,years
125,mahowald,The family spent a mediocre three hours in London.,a mediocre three hours,DT JJ CD NNS,a,mediocre,three,hours
126,mahowald,The family spent a mediocre five days in London.,a mediocre five days,DT JJ CD NNS,a,mediocre,five,days
127,mahowald,The family spent a mediocre five weeks in London.,a mediocre five weeks,DT JJ CD NNS,a,mediocre,five,weeks
128,mahowald,The family spent a mediocre five months in London.,a mediocre five months,DT JJ CD NNS,a,mediocre,five,months
129,mahowald,The family spent a mediocre five years in London.,a mediocre five years,DT JJ CD NNS,a,mediocre,five,years
130,mahowald,The family spent a mediocre five hours in London.,a mediocre five hours,DT JJ CD NNS,a,mediocre,five,hours
131,mahowald,The family spent a mediocre twenty days in London.,a mediocre twenty days,DT JJ CD NNS,a,mediocre,twenty,days
132,mahowald,The family spent a mediocre twenty weeks in London.,a mediocre twenty weeks,DT JJ CD NNS,a,mediocre,twenty,weeks
133,mahowald,The family spent a mediocre twenty months in London.,a mediocre twenty months,DT JJ CD NNS,a,mediocre,twenty,months
134,mahowald,The family spent a mediocre twenty years in London.,a mediocre twenty years,DT JJ CD NNS,a,mediocre,twenty,years
135,mahowald,The family spent a mediocre twenty hours in London.,a mediocre twenty hours,DT JJ CD NNS,a,mediocre,twenty,hours
136,mahowald,The family spent an unsatisfying three days in London.,an unsatisfying three days,DT JJ CD NNS,an,unsatisfying,three,days
137,mahowald,The family spent an unsatisfying three weeks in London.,an unsatisfying three weeks,DT JJ CD NNS,an,unsatisfying,three,weeks
138,mahowald,The family spent an unsatisfying three months in London.,an unsatisfying three months,DT JJ CD NNS,an,unsatisfying,three,months
139,mahowald,The family spent an unsatisfying three years in London.,an unsatisfying three years,DT JJ CD NNS,an,unsatisfying,three,years
140,mahowald,The family spent an unsatisfying three hours in London.,an unsatisfying three hours,DT JJ CD NNS,an,unsatisfying,three,hours
141,mahowald,The family spent an unsatisfying five days in London.,an unsatisfying five days,DT JJ CD NNS,an,unsatisfying,five,days
142,mahowald,The family spent an unsatisfying five weeks in London.,an unsatisfying five weeks,DT JJ CD NNS,an,unsatisfying,five,weeks
143,mahowald,The family spent an unsatisfying five months in London.,an unsatisfying five months,DT JJ CD NNS,an,unsatisfying,five,months
144,mahowald,The family spent an unsatisfying five years in London.,an unsatisfying five years,DT JJ CD NNS,an,unsatisfying,five,years
145,mahowald,The family spent an unsatisfying five hours in London.,an unsatisfying five hours,DT JJ CD NNS,an,unsatisfying,five,hours
146,mahowald,The family spent an unsatisfying twenty days in London.,an unsatisfying twenty days,DT JJ CD NNS,an,unsatisfying,twenty,days
147,mahowald,The family spent an unsatisfying twenty weeks in London.,an unsatisfying twenty weeks,DT JJ CD NNS,an,unsatisfying,twenty,weeks
148,mahowald,The family spent an unsatisfying twenty months in London.,an unsatisfying twenty months,DT JJ CD NNS,an,unsatisfying,twenty,months
149,mahowald,The family spent an unsatisfying twenty years in London.,an unsatisfying twenty years,DT JJ CD NNS,an,unsatisfying,twenty,years
150,mahowald,The family spent an unsatisfying twenty hours in London.,an unsatisfying twenty hours,DT JJ CD NNS,an,unsatisfying,twenty,hours
151,mahowald,The family spent a lovely three days in London.,a lovely three days,DT JJ CD NNS,a,lovely,three,days
152,mahowald,The family spent a lovely three weeks in London.,a lovely three weeks,DT JJ CD NNS,a,lovely,three,weeks
153,mahowald,The family spent a lovely three months in London.,a lovely three months,DT JJ CD NNS,a,lovely,three,months
154,mahowald,The family spent a lovely three years in London.,a lovely three years,DT JJ CD NNS,a,lovely,three,years
155,mahowald,The family spent a lovely three hours in London.,a lovely three hours,DT JJ CD NNS,a,lovely,three,hours
156,mahowald,The family spent a lovely five days in London.,a lovely five days,DT JJ CD NNS,a,lovely,five,days
157,mahowald,The family spent a lovely five weeks in London.,a lovely five weeks,DT JJ CD NNS,a,lovely,five,weeks
158,mahowald,The family spent a lovely five months in London.,a lovely five months,DT JJ CD NNS,a,lovely,five,months
159,mahowald,The family spent a lovely five years in London.,a lovely five years,DT JJ CD NNS,a,lovely,five,years
160,mahowald,The family spent a lovely five hours in London.,a lovely five hours,DT JJ CD NNS,a,lovely,five,hours
161,mahowald,The family spent a lovely twenty days in London.,a lovely twenty days,DT JJ CD NNS,a,lovely,twenty,days
162,mahowald,The family spent a lovely twenty weeks in London.,a lovely twenty weeks,DT JJ CD NNS,a,lovely,twenty,weeks
163,mahowald,The family spent a lovely twenty months in London.,a lovely twenty months,DT JJ CD NNS,a,lovely,twenty,months
164,mahowald,The family spent a lovely twenty years in London.,a lovely twenty years,DT JJ CD NNS,a,lovely,twenty,years
165,mahowald,The family spent a lovely twenty hours in London.,a lovely twenty hours,DT JJ CD NNS,a,lovely,twenty,hours
166,mahowald,The family spent a beautiful three days in London.,a beautiful three days,DT JJ CD NNS,a,beautiful,three,days
167,mahowald,The family spent a beautiful three weeks in London.,a beautiful three weeks,DT JJ CD NNS,a,beautiful,three,weeks
168,mahowald,The family spent a beautiful three months in London.,a beautiful three months,DT JJ CD NNS,a,beautiful,three,months
169,mahowald,The family spent a beautiful three years in London.,a beautiful three years,DT JJ CD NNS,a,beautiful,three,years
170,mahowald,The family spent a beautiful three hours in London.,a beautiful three hours,DT JJ CD NNS,a,beautiful,three,hours
171,mahowald,The family spent a beautiful five days in London.,a beautiful five days,DT JJ CD NNS,a,beautiful,five,days
172,mahowald,The family spent a beautiful five weeks in London.,a beautiful five weeks,DT JJ CD NNS,a,beautiful,five,weeks
173,mahowald,The family spent a beautiful five months in London.,a beautiful five months,DT JJ CD NNS,a,beautiful,five,months
174,mahowald,The family spent a beautiful five years in London.,a beautiful five years,DT JJ CD NNS,a,beautiful,five,years
175,mahowald,The family spent a beautiful five hours in London.,a beautiful five hours,DT JJ CD NNS,a,beautiful,five,hours
176,mahowald,The family spent a beautiful twenty days in London.,a beautiful twenty days,DT JJ CD NNS,a,beautiful,twenty,days
177,mahowald,The family spent a beautiful twenty weeks in London.,a beautiful twenty weeks,DT JJ CD NNS,a,beautiful,twenty,weeks
178,mahowald,The family spent a beautiful twenty months in London.,a beautiful twenty months,DT JJ CD NNS,a,beautiful,twenty,months
179,mahowald,The family spent a beautiful twenty years in London.,a beautiful twenty years,DT JJ CD NNS,a,beautiful,twenty,years
180,mahowald,The family spent a beautiful twenty hours in London.,a beautiful twenty hours,DT JJ CD NNS,a,beautiful,twenty,hours
181,mahowald,The family spent an enchanting three days in London.,an enchanting three days,DT JJ CD NNS,an,enchanting,three,days
182,mahowald,The family spent an enchanting three weeks in London.,an enchanting three weeks,DT JJ CD NNS,an,enchanting,three,weeks
183,mahowald,The family spent an enchanting three months in London.,an enchanting three months,DT JJ CD NNS,an,enchanting,three,months
184,mahowald,The family spent an enchanting three years in London.,an enchanting three years,DT JJ CD NNS,an,enchanting,three,years
185,mahowald,The family spent an enchanting three hours in London.,an enchanting three hours,DT JJ CD NNS,an,enchanting,three,hours
186,mahowald,The family spent an enchanting five days in London.,an enchanting five days,DT JJ CD NNS,an,enchanting,five,days
187,mahowald,The family spent an enchanting five weeks in London.,an enchanting five weeks,DT JJ CD NNS,an,enchanting,five,weeks
188,mahowald,The family spent an enchanting five months in London.,an enchanting five months,DT JJ CD NNS,an,enchanting,five,months
189,mahowald,The family spent an enchanting five years in London.,an enchanting five years,DT JJ CD NNS,an,enchanting,five,years
190,mahowald,The family spent an enchanting five hours in London.,an enchanting five hours,DT JJ CD NNS,an,enchanting,five,hours
191,mahowald,The family spent an enchanting twenty days in London.,an enchanting twenty days,DT JJ CD NNS,an,enchanting,twenty,days
192,mahowald,The family spent an enchanting twenty weeks in London.,an enchanting twenty weeks,DT JJ CD NNS,an,enchanting,twenty,weeks
193,mahowald,The family spent an enchanting twenty months in London.,an enchanting twenty months,DT JJ CD NNS,an,enchanting,twenty,months
194,mahowald,The family spent an enchanting twenty years in London.,an enchanting twenty years,DT JJ CD NNS,an,enchanting,twenty,years
195,mahowald,The family spent an enchanting twenty hours in London.,an enchanting twenty hours,DT JJ CD NNS,an,enchanting,twenty,hours
196,mahowald,The family spent a soothing three days in London.,a soothing three days,DT JJ CD NNS,a,soothing,three,days
197,mahowald,The family spent a soothing three weeks in London.,a soothing three weeks,DT JJ CD NNS,a,soothing,three,weeks
198,mahowald,The family spent a soothing three months in London.,a soothing three months,DT JJ CD NNS,a,soothing,three,months
199,mahowald,The family spent a soothing three years in London.,a soothing three years,DT JJ CD NNS,a,soothing,three,years
200,mahowald,The family spent a soothing three hours in London.,a soothing three hours,DT JJ CD NNS,a,soothing,three,hours
201,mahowald,The family spent a soothing five days in London.,a soothing five days,DT JJ CD NNS,a,soothing,five,days
202,mahowald,The family spent a soothing five weeks in London.,a soothing five weeks,DT JJ CD NNS,a,soothing,five,weeks
203,mahowald,The family spent a soothing five months in London.,a soothing five months,DT JJ CD NNS,a,soothing,five,months
204,mahowald,The family spent a soothing five years in London.,a soothing five years,DT JJ CD NNS,a,soothing,five,years
205,mahowald,The family spent a soothing five hours in London.,a soothing five hours,DT JJ CD NNS,a,soothing,five,hours
206,mahowald,The family spent a soothing twenty days in London.,a soothing twenty days,DT JJ CD NNS,a,soothing,twenty,days
207,mahowald,The family spent a soothing twenty weeks in London.,a soothing twenty weeks,DT JJ CD NNS,a,soothing,twenty,weeks
208,mahowald,The family spent a soothing twenty months in London.,a soothing twenty months,DT JJ CD NNS,a,soothing,twenty,months
209,mahowald,The family spent a soothing twenty years in London.,a soothing twenty years,DT JJ CD NNS,a,soothing,twenty,years
210,mahowald,The family spent a soothing twenty hours in London.,a soothing twenty hours,DT JJ CD NNS,a,soothing,twenty,hours
211,mahowald,The family spent a charming three days in London.,a charming three days,DT JJ CD NNS,a,charming,three,days
212,mahowald,The family spent a charming three weeks in London.,a charming three weeks,DT JJ CD NNS,a,charming,three,weeks
213,mahowald,The family spent a charming three months in London.,a charming three months,DT JJ CD NNS,a,charming,three,months
214,mahowald,The family spent a charming three years in London.,a charming three years,DT JJ CD NNS,a,charming,three,years
215,mahowald,The family spent a charming three hours in London.,a charming three hours,DT JJ CD NNS,a,charming,three,hours
216,mahowald,The family spent a charming five days in London.,a charming five days,DT JJ CD NNS,a,charming,five,days
217,mahowald,The family spent a charming five weeks in London.,a charming five weeks,DT JJ CD NNS,a,charming,five,weeks
218,mahowald,The family spent a charming five months in London.,a charming five months,DT JJ CD NNS,a,charming,five,months
219,mahowald,The family spent a charming five years in London.,a charming five years,DT JJ CD NNS,a,charming,five,years
220,mahowald,The family spent a charming five hours in London.,a charming five hours,DT JJ CD NNS,a,charming,five,hours
221,mahowald,The family spent a charming twenty days in London.,a charming twenty days,DT JJ CD NNS,a,charming,twenty,days
222,mahowald,The family spent a charming twenty weeks in London.,a charming twenty weeks,DT JJ CD NNS,a,charming,twenty,weeks
223,mahowald,The family spent a charming twenty months in London.,a charming twenty months,DT JJ CD NNS,a,charming,twenty,months
224,mahowald,The family spent a charming twenty years in London.,a charming twenty years,DT JJ CD NNS,a,charming,twenty,years
225,mahowald,The family spent a charming twenty hours in London.,a charming twenty hours,DT JJ CD NNS,a,charming,twenty,hours
226,mahowald,The family spent a disgusting three days in London.,a disgusting three days,DT JJ CD NNS,a,disgusting,three,days
227,mahowald,The family spent a disgusting three weeks in London.,a disgusting three weeks,DT JJ CD NNS,a,disgusting,three,weeks
228,mahowald,The family spent a disgusting three months in London.,a disgusting three months,DT JJ CD NNS,a,disgusting,three,months
229,mahowald,The family spent a disgusting three years in London.,a disgusting three years,DT JJ CD NNS,a,disgusting,three,years
230,mahowald,The family spent a disgusting three hours in London.,a disgusting three hours,DT JJ CD NNS,a,disgusting,three,hours
231,mahowald,The family spent a disgusting five days in London.,a disgusting five days,DT JJ CD NNS,a,disgusting,five,days
232,mahowald,The family spent a disgusting five weeks in London.,a disgusting five weeks,DT JJ CD NNS,a,disgusting,five,weeks
233,mahowald,The family spent a disgusting five months in London.,a disgusting five months,DT JJ CD NNS,a,disgusting,five,months
234,mahowald,The family spent a disgusting five years in London.,a disgusting five years,DT JJ CD NNS,a,disgusting,five,years
235,mahowald,The family spent a disgusting five hours in London.,a disgusting five hours,DT JJ CD NNS,a,disgusting,five,hours
236,mahowald,The family spent a disgusting twenty days in London.,a disgusting twenty days,DT JJ CD NNS,a,disgusting,twenty,days
237,mahowald,The family spent a disgusting twenty weeks in London.,a disgusting twenty weeks,DT JJ CD NNS,a,disgusting,twenty,weeks
238,mahowald,The family spent a disgusting twenty months in London.,a disgusting twenty months,DT JJ CD NNS,a,disgusting,twenty,months
239,mahowald,The family spent a disgusting twenty years in London.,a disgusting twenty years,DT JJ CD NNS,a,disgusting,twenty,years
240,mahowald,The family spent a disgusting twenty hours in London.,a disgusting twenty hours,DT JJ CD NNS,a,disgusting,twenty,hours
241,mahowald,The family spent an uninviting three days in London.,an uninviting three days,DT JJ CD NNS,an,uninviting,three,days
242,mahowald,The family spent an uninviting three weeks in London.,an uninviting three weeks,DT JJ CD NNS,an,uninviting,three,weeks
243,mahowald,The family spent an uninviting three months in London.,an uninviting three months,DT JJ CD NNS,an,uninviting,three,months
244,mahowald,The family spent an uninviting three years in London.,an uninviting three years,DT JJ CD NNS,an,uninviting,three,years
245,mahowald,The family spent an uninviting three hours in London.,an uninviting three hours,DT JJ CD NNS,an,uninviting,three,hours
246,mahowald,The family spent an uninviting five days in London.,an uninviting five days,DT JJ CD NNS,an,uninviting,five,days
247,mahowald,The family spent an uninviting five weeks in London.,an uninviting five weeks,DT JJ CD NNS,an,uninviting,five,weeks
248,mahowald,The family spent an uninviting five months in London.,an uninviting five months,DT JJ CD NNS,an,uninviting,five,months
249,mahowald,The family spent an uninviting five years in London.,an uninviting five years,DT JJ CD NNS,an,uninviting,five,years
250,mahowald,The family spent an uninviting five hours in London.,an uninviting five hours,DT JJ CD NNS,an,uninviting,five,hours
251,mahowald,The family spent an uninviting twenty days in London.,an uninviting twenty days,DT JJ CD NNS,an,uninviting,twenty,days
252,mahowald,The family spent an uninviting twenty weeks in London.,an uninviting twenty weeks,DT JJ CD NNS,an,uninviting,twenty,weeks
253,mahowald,The family spent an uninviting twenty months in London.,an uninviting twenty months,DT JJ CD NNS,an,uninviting,twenty,months
254,mahowald,The family spent an uninviting twenty years in London.,an uninviting twenty years,DT JJ CD NNS,an,uninviting,twenty,years
