idx,experiment,template,adjclass,numclass,nounclass,rating-sent
205,temporal,0,adj-pos,num-num,noun-temporal,good
206,temporal,0,adj-pos,num-num,noun-temporal,good
207,temporal,0,adj-pos,num-num,noun-temporal,good
208,temporal,0,adj-pos,num-num,noun-temporal,good
209,temporal,0,adj-pos,num-num,noun-temporal,good
210,temporal,0,adj-pos,num-num,noun-temporal,good
211,temporal,0,adj-pos,num-num,noun-temporal,good
212,temporal,0,adj-pos,num-num,noun-temporal,good
213,temporal,0,adj-pos,num-num,noun-temporal,good
214,temporal,0,adj-pos,num-num,noun-temporal,good
215,temporal,0,adj-pos,num-num,noun-temporal,good
216,temporal,0,adj-pos,num-num,noun-temporal,good
217,temporal,0,adj-pos,num-num,noun-temporal,good
218,temporal,0,adj-pos,num-num,noun-temporal,good
219,temporal,0,adj-pos,num-num,noun-temporal,good
220,temporal,0,adj-pos,num-num,noun-temporal,good
221,temporal,0,adj-pos,num-num,noun-temporal,good
222,temporal,0,adj-pos,num-num,noun-temporal,good
223,temporal,0,adj-pos,num-num,noun-temporal,good
224,temporal,0,adj-pos,num-num,noun-temporal,good
225,temporal,0,adj-pos,num-num,noun-temporal,good
226,temporal,0,adj-neg,num-num,noun-temporal,good
227,temporal,0,adj-neg,num-num,noun-temporal,good
228,temporal,0,adj-neg,num-num,noun-temporal,good
229,temporal,0,adj-neg,num-num,noun-temporal,good
230,temporal,0,adj-neg,num-num,noun-temporal,good
231,temporal,0,adj-neg,num-num,noun-temporal,good
232,temporal,0,adj-neg,num-num,noun-temporal,good
233,temporal,0,adj-neg,num-num,noun-temporal,good
234,temporal,0,adj-neg,num-num,noun-temporal,good
235,temporal,0,adj-neg,num-num,noun-temporal,good
236,temporal,0,adj-neg,num-num,noun-temporal,good
237,temporal,0,adj-neg,num-num,noun-temporal,good
238,temporal,0,adj-neg,num-num,noun-temporal,good
239,temporal,0,adj-neg,num-num,noun-temporal,good
240,temporal,0,adj-neg,num-num,noun-temporal,good
241,temporal,0,adj-neg,num-num,noun-temporal,good
242,temporal,0,adj-neg,num-num,noun-temporal,good
243,temporal,0,adj-neg,num-num,noun-temporal,good
244,temporal,0,adj-neg,num-num,noun-temporal,good
245,temporal,0,adj-neg,num-num,noun-temporal,good
246,temporal,0,adj-neg,num-num,noun-temporal,good
247,temporal,0,adj-neg,num-num,noun-temporal,good
248,temporal,0,adj-neg,num-num,noun-temporal,good
249,temporal,0,adj-neg,num-num,noun-temporal,good
250,temporal,0,adj-neg,num-num,noun-temporal,good
251,temporal,0,adj-neg,num-num,noun-temporal,good
252,temporal,0,adj-neg,num-num,noun-temporal,good
253,temporal,0,adj-neg,num-num,noun-temporal,good
254,temporal,0,adj-neg,num-num,noun-temporal,good
255,temporal,0,adj-neg,num-num,noun-temporal,good
256,temporal,0,adj-neg,num-num,noun-temporal,good
257,temporal,0,adj-neg,num-num,noun-temporal,good
258,temporal,0,adj-neg,num-num,noun-temporal,good
259,temporal,0,adj-neg,num-num,noun-temporal,good
260,temporal,0,adj-neg,num-num,noun-temporal,good
261,temporal,0,adj-neg,num-num,noun-temporal,good
262,temporal,0,adj-neg,num-num,noun-temporal,good
263,temporal,0,adj-neg,num-num,noun-temporal,good
264,temporal,0,adj-neg,num-num,noun-temporal,good
265,temporal,0,adj-neg,num-num,noun-temporal,good
266,temporal,0,adj-neg,num-num,noun-temporal,good
267,temporal,0,adj-neg,num-num,noun-temporal,good
268,temporal,0,adj-neg,num-num,noun-temporal,good
269,temporal,0,adj-neg,num-num,noun-temporal,good
270,temporal,0,adj-neg,num-num,noun-temporal,good
271,temporal,0,adj-neg,num-num,noun-temporal,good
272,temporal,0,adj-neg,num-num,noun-temporal,good
273,temporal,0,adj-neg,num-num,noun-temporal,good
274,temporal,0,adj-neg,num-num,noun-temporal,good
275,temporal,0,adj-neg,num-num,noun-temporal,good
276,temporal,0,adj-neg,num-num,noun-temporal,good
277,temporal,0,adj-neg,num-num,noun-temporal,good
278,temporal,0,adj-neg,num-num,noun-temporal,good
279,temporal,0,adj-neg,num-num,noun-temporal,good
280,temporal,0,adj-neg,num-num,noun-temporal,good
281,temporal,0,adj-neg,num-num,noun-temporal,good
282,temporal,0,adj-neg,num-num,noun-temporal,good
283,temporal,0,adj-neg,num-num,noun-temporal,good
284,temporal,0,adj-neg,num-num,noun-temporal,good
285,temporal,0,adj-neg,num-num,noun-temporal,good
286,temporal,0,adj-neg,num-num,noun-temporal,good
287,temporal,0,adj-neg,num-num,noun-temporal,good
288,temporal,0,adj-neg,num-num,noun-temporal,good
289,temporal,0,adj-neg,num-num,noun-temporal,good
290,temporal,0,adj-neg,num-num,noun-temporal,good
291,temporal,0,adj-neg,num-num,noun-temporal,good
292,temporal,0,adj-neg,num-num,noun-temporal,good
293,temporal,0,adj-neg,num-num,noun-temporal,good
294,temporal,0,adj-neg,num-num,noun-temporal,good
295,temporal,0,adj-neg,num-num,noun-temporal,good
296,temporal,0,adj-neg,num-num,noun-temporal,good
297,temporal,0,adj-neg,num-num,noun-temporal,good
298,temporal,0,adj-neg,num-num,noun-temporal,good
299,temporal,0,adj-neg,num-num,noun-temporal,good
300,temporal,0,adj-neg,num-num,noun-temporal,good
301,temporal,0,adj-quant,num-num,noun-temporal,good
302,temporal,0,adj-quant,num-num,noun-temporal,good
303,temporal,0,adj-quant,num-num,noun-temporal,good
304,temporal,0,adj-quant,num-num,noun-temporal,good
305,temporal,0,adj-quant,num-num,noun-temporal,good
306,temporal,0,adj-quant,num-num,noun-temporal,good
307,temporal,0,adj-quant,num-num,noun-temporal,good
308,temporal,0,adj-quant,num-num,noun-temporal,good
309,temporal,0,adj-quant,num-num,noun-temporal,good
310,temporal,0,adj-quant,num-num,noun-temporal,good
311,temporal,0,adj-quant,num-num,noun-temporal,good
312,temporal,0,adj-quant,num-num,noun-temporal,good
313,temporal,0,adj-quant,num-num,noun-temporal,good
314,temporal,0,adj-quant,num-num,noun-temporal,good
315,temporal,0,adj-quant,num-num,noun-temporal,good
316,temporal,0,adj-quant,num-num,noun-temporal,good
317,temporal,0,adj-quant,num-num,noun-temporal,good
318,temporal,0,adj-quant,num-num,noun-temporal,good
319,temporal,0,adj-quant,num-num,noun-temporal,good
320,temporal,0,adj-quant,num-num,noun-temporal,good
321,temporal,0,adj-quant,num-num,noun-temporal,good
322,temporal,0,adj-quant,num-num,noun-temporal,good
323,temporal,0,adj-quant,num-num,noun-temporal,good
324,temporal,0,adj-quant,num-num,noun-temporal,good
325,temporal,0,adj-quant,num-num,noun-temporal,good
326,temporal,0,adj-quant,num-num,noun-temporal,good
327,temporal,0,adj-quant,num-num,noun-temporal,good
328,temporal,0,adj-quant,num-num,noun-temporal,good
329,temporal,0,adj-quant,num-num,noun-temporal,good
330,temporal,0,adj-quant,num-num,noun-temporal,good
331,temporal,0,adj-quant,num-num,noun-temporal,good
332,temporal,0,adj-quant,num-num,noun-temporal,good
333,temporal,0,adj-quant,num-num,noun-temporal,good
334,temporal,0,adj-quant,num-num,noun-temporal,good
335,temporal,0,adj-quant,num-num,noun-temporal,good
336,temporal,0,adj-quant,num-num,noun-temporal,good
337,temporal,0,adj-quant,num-num,noun-temporal,good
338,temporal,0,adj-quant,num-num,noun-temporal,good
339,temporal,0,adj-quant,num-num,noun-temporal,good
340,temporal,0,adj-quant,num-num,noun-temporal,good
341,temporal,0,adj-quant,num-num,noun-temporal,good
342,temporal,0,adj-quant,num-num,noun-temporal,good
343,temporal,0,adj-quant,num-num,noun-temporal,good
344,temporal,0,adj-quant,num-num,noun-temporal,good
345,temporal,0,adj-quant,num-num,noun-temporal,good
346,temporal,0,adj-quant,num-num,noun-temporal,good
347,temporal,0,adj-quant,num-num,noun-temporal,good
348,temporal,0,adj-quant,num-num,noun-temporal,good
349,temporal,0,adj-quant,num-num,noun-temporal,good
350,temporal,0,adj-quant,num-num,noun-temporal,good
351,temporal,0,adj-quant,num-num,noun-temporal,good
352,temporal,0,adj-quant,num-num,noun-temporal,good
353,temporal,0,adj-quant,num-num,noun-temporal,good
354,temporal,0,adj-quant,num-num,noun-temporal,good
355,temporal,0,adj-quant,num-num,noun-temporal,good
356,temporal,0,adj-quant,num-num,noun-temporal,good
357,temporal,0,adj-quant,num-num,noun-temporal,good
358,temporal,0,adj-quant,num-num,noun-temporal,good
359,temporal,0,adj-quant,num-num,noun-temporal,good
360,temporal,0,adj-quant,num-num,noun-temporal,good
361,temporal,0,adj-quant,num-num,noun-temporal,good
362,temporal,0,adj-quant,num-num,noun-temporal,good
363,temporal,0,adj-quant,num-num,noun-temporal,good
364,temporal,0,adj-quant,num-num,noun-temporal,good
365,temporal,0,adj-quant,num-num,noun-temporal,good
366,temporal,0,adj-quant,num-num,noun-temporal,good
367,temporal,0,adj-quant,num-num,noun-temporal,good
368,temporal,0,adj-quant,num-num,noun-temporal,good
369,temporal,0,adj-quant,num-num,noun-temporal,good
370,temporal,0,adj-quant,num-num,noun-temporal,good
371,temporal,0,adj-quant,num-num,noun-temporal,good
372,temporal,0,adj-quant,num-num,noun-temporal,good
373,temporal,0,adj-quant,num-num,noun-temporal,good
374,temporal,0,adj-quant,num-num,noun-temporal,good
375,temporal,0,adj-quant,num-num,noun-temporal,good
376,temporal,0,adj-quant,num-num,noun-temporal,good
377,temporal,0,adj-quant,num-num,noun-temporal,good
378,temporal,0,adj-quant,num-num,noun-temporal,good
379,temporal,0,adj-quant,num-num,noun-temporal,good
380,temporal,0,adj-quant,num-num,noun-temporal,good
381,temporal,0,adj-quant,num-num,noun-temporal,good
382,temporal,0,adj-quant,num-num,noun-temporal,good
383,temporal,0,adj-quant,num-num,noun-temporal,good
384,temporal,0,adj-quant,num-num,noun-temporal,good
385,temporal,0,adj-quant,num-num,noun-temporal,good
386,temporal,0,adj-quant,num-num,noun-temporal,good
387,temporal,0,adj-quant,num-num,noun-temporal,good
388,temporal,0,adj-quant,num-num,noun-temporal,good
389,temporal,0,adj-quant,num-num,noun-temporal,good
390,temporal,0,adj-quant,num-num,noun-temporal,good
391,temporal,0,adj-quant,num-num,noun-temporal,good
392,temporal,0,adj-quant,num-num,noun-temporal,good
393,temporal,0,adj-quant,num-num,noun-temporal,good
394,temporal,0,adj-quant,num-num,noun-temporal,good
395,temporal,0,adj-quant,num-num,noun-temporal,good
396,temporal,0,adj-quant,num-num,noun-temporal,good
397,temporal,0,adj-quant,num-num,noun-temporal,good
398,temporal,0,adj-quant,num-num,noun-temporal,good
399,temporal,0,adj-quant,num-num,noun-temporal,good
400,temporal,0,adj-quant,num-num,noun-temporal,good
401,temporal,0,adj-quant,num-num,noun-temporal,good
402,temporal,0,adj-quant,num-num,noun-temporal,good
403,temporal,0,adj-quant,num-num,noun-temporal,good
404,temporal,0,adj-quant,num-num,noun-temporal,good
405,temporal,0,adj-quant,num-num,noun-temporal,good
406,temporal,0,adj-quant,num-num,noun-temporal,good
407,temporal,0,adj-quant,num-num,noun-temporal,good
408,temporal,0,adj-quant,num-num,noun-temporal,good
409,temporal,0,adj-quant,num-num,noun-temporal,good
410,temporal,0,adj-quant,num-num,noun-temporal,good
411,temporal,0,adj-quant,num-num,noun-temporal,good
412,temporal,0,adj-quant,num-num,noun-temporal,good
413,temporal,0,adj-quant,num-num,noun-temporal,good
414,temporal,0,adj-quant,num-num,noun-temporal,good
415,temporal,0,adj-quant,num-num,noun-temporal,good
416,temporal,0,adj-quant,num-num,noun-temporal,good
417,temporal,0,adj-quant,num-num,noun-temporal,good
418,temporal,0,adj-quant,num-num,noun-temporal,good
419,temporal,0,adj-quant,num-num,noun-temporal,good
420,temporal,0,adj-quant,num-num,noun-temporal,good
421,temporal,0,adj-quant,num-num,noun-temporal,good
422,temporal,0,adj-quant,num-num,noun-temporal,good
423,temporal,0,adj-quant,num-num,noun-temporal,good
424,temporal,0,adj-quant,num-num,noun-temporal,good
425,temporal,0,adj-quant,num-num,noun-temporal,good
426,temporal,0,adj-quant,num-num,noun-temporal,good
427,temporal,0,adj-quant,num-num,noun-temporal,good
428,temporal,0,adj-quant,num-num,noun-temporal,good
429,temporal,0,adj-quant,num-num,noun-temporal,good
430,temporal,0,adj-quant,num-num,noun-temporal,good
431,temporal,0,adj-quant,num-num,noun-temporal,good
432,temporal,0,adj-quant,num-num,noun-temporal,good
433,temporal,0,adj-quant,num-num,noun-temporal,good
434,temporal,0,adj-quant,num-num,noun-temporal,good
435,temporal,0,adj-quant,num-num,noun-temporal,good
436,temporal,0,adj-quant,num-num,noun-temporal,good
437,temporal,0,adj-quant,num-num,noun-temporal,good
438,temporal,0,adj-quant,num-num,noun-temporal,good
439,temporal,0,adj-quant,num-num,noun-temporal,good
440,temporal,0,adj-quant,num-num,noun-temporal,good
441,temporal,0,adj-quant,num-num,noun-temporal,good
442,temporal,0,adj-quant,num-num,noun-temporal,good
443,temporal,0,adj-quant,num-num,noun-temporal,good
444,temporal,0,adj-quant,num-num,noun-temporal,good
445,temporal,0,adj-quant,num-num,noun-temporal,good
446,temporal,0,adj-quant,num-num,noun-temporal,good
447,temporal,0,adj-quant,num-num,noun-temporal,good
448,temporal,0,adj-quant,num-num,noun-temporal,good
449,temporal,0,adj-quant,num-num,noun-temporal,good
450,temporal,0,adj-quant,num-num,noun-temporal,good
451,temporal,1,adj-ambig,num-num,noun-temporal,good
452,temporal,1,adj-ambig,num-num,noun-temporal,good
453,temporal,1,adj-ambig,num-num,noun-temporal,good
454,temporal,1,adj-ambig,num-num,noun-temporal,good
455,temporal,1,adj-ambig,num-num,noun-temporal,good
456,temporal,1,adj-ambig,num-num,noun-temporal,good
457,temporal,1,adj-ambig,num-num,noun-temporal,good
458,temporal,1,adj-ambig,num-num,noun-temporal,good
459,temporal,1,adj-ambig,num-num,noun-temporal,good
460,temporal,1,adj-ambig,num-num,noun-temporal,good
461,temporal,1,adj-ambig,num-num,noun-temporal,good
462,temporal,1,adj-ambig,num-num,noun-temporal,good
463,temporal,1,adj-ambig,num-num,noun-temporal,good
464,temporal,1,adj-ambig,num-num,noun-temporal,good
465,temporal,1,adj-ambig,num-num,noun-temporal,good
466,temporal,1,adj-ambig,num-num,noun-temporal,good
467,temporal,1,adj-ambig,num-num,noun-temporal,good
468,temporal,1,adj-ambig,num-num,noun-temporal,good
469,temporal,1,adj-ambig,num-num,noun-temporal,good
470,temporal,1,adj-ambig,num-num,noun-temporal,good
471,temporal,1,adj-ambig,num-num,noun-temporal,good
472,temporal,1,adj-ambig,num-num,noun-temporal,good
473,temporal,1,adj-ambig,num-num,noun-temporal,good
474,temporal,1,adj-ambig,num-num,noun-temporal,good
475,temporal,1,adj-ambig,num-num,noun-temporal,good
476,temporal,1,adj-ambig,num-num,noun-temporal,good
477,temporal,1,adj-ambig,num-num,noun-temporal,good
478,temporal,1,adj-ambig,num-num,noun-temporal,good
479,temporal,1,adj-ambig,num-num,noun-temporal,good
480,temporal,1,adj-ambig,num-num,noun-temporal,good
481,temporal,1,adj-ambig,num-num,noun-temporal,good
482,temporal,1,adj-ambig,num-num,noun-temporal,good
483,temporal,1,adj-ambig,num-num,noun-temporal,good
484,temporal,1,adj-ambig,num-num,noun-temporal,good
485,temporal,1,adj-ambig,num-num,noun-temporal,good
486,temporal,1,adj-ambig,num-num,noun-temporal,good
487,temporal,1,adj-ambig,num-num,noun-temporal,good
488,temporal,1,adj-ambig,num-num,noun-temporal,good
489,temporal,1,adj-ambig,num-num,noun-temporal,good
490,temporal,1,adj-ambig,num-num,noun-temporal,good
491,temporal,1,adj-ambig,num-num,noun-temporal,good
492,temporal,1,adj-ambig,num-num,noun-temporal,good
493,temporal,1,adj-ambig,num-num,noun-temporal,good
494,temporal,1,adj-ambig,num-num,noun-temporal,good
495,temporal,1,adj-ambig,num-num,noun-temporal,good
496,temporal,1,adj-ambig,num-num,noun-temporal,good
497,temporal,1,adj-ambig,num-num,noun-temporal,good
498,temporal,1,adj-ambig,num-num,noun-temporal,good
499,temporal,1,adj-ambig,num-num,noun-temporal,good
500,temporal,1,adj-ambig,num-num,noun-temporal,good
501,temporal,1,adj-ambig,num-num,noun-temporal,good
502,temporal,1,adj-ambig,num-num,noun-temporal,good
503,temporal,1,adj-ambig,num-num,noun-temporal,good
504,temporal,1,adj-ambig,num-num,noun-temporal,good
505,temporal,1,adj-ambig,num-num,noun-temporal,good
506,temporal,1,adj-ambig,num-num,noun-temporal,good
507,temporal,1,adj-ambig,num-num,noun-temporal,good
508,temporal,1,adj-ambig,num-num,noun-temporal,good
